,GSM758901,GSM758908,GSM758921,GSM758928,GSM758961,GSM758973
MAPK14,-0.14886665,-0.37931633,0.13118553,0.46873903,0.19766521,-0.2250843
U2SURP,-0.48767757,-0.7796774,-0.5115347,0.33693027,0.061403275,-0.6482897
MAPK13,0.45639324,0.9499178,-2.6488934,-1.6665173,-0.7821541,0.40235233
TMEM161B-DT,-0.7537823,-0.39634323,-0.33357048,0.5252538,-0.9901657,-0.49778175
CEP170P1,-0.5408406,-0.42686796,-1.296176,-0.023192883,0.52412605,-0.5544882
NPHS1,0.7034433,-1.0440384,0.8625672,0.054367065,-1.9756131,3.3246508
CHPT1,-0.72514725,-0.22223854,-1.9480295,-0.86699104,0.13005543,-0.736598
MBTPS2,0.028104305,0.02983284,-0.50413847,0.61069155,-0.6383219,-0.06120205
RPL32P17,-0.06799126,-0.03127289,-0.20358372,0.9070835,-0.13132954,-0.055865288
PATJ,-0.8884603,-0.7076644,1.2055688,0.3406558,-1.6478382,-0.760563
SERPINE1,1.2178779,1.612309,-1.308922,-0.71901774,0.53893375,0.72405577
BACH1,-0.7588997,-0.5012226,0.7140311,-0.22621405,0.35929012,-0.8204031
SOX17,-0.6404695,-0.5151236,1.5795078,0.41392004,-1.3280423,-0.6023786
HENMT1,-0.744442,-0.6467972,-0.9216299,-0.32880402,-0.3282156,-0.2971182
DCANP1,1.3489199,-0.11539936,3.866063,4.1847315,3.7955017,2.1264095
CLP1,0.07680321,0.22986984,0.29702187,-0.15937233,1.2759104,-0.013975143
DIP2A,-0.06950712,-0.639472,-0.66956186,-0.23478222,-1.8266087,-1.264072
HOXA6,-0.41576934,0.28422832,0.6810434,0.51702404,-0.24836206,-0.35133338
HOXA5,-0.493752,0.33651638,-1.2983718,0.9831896,-0.8599701,-0.57528925
ACOT9,0.1594944,0.305521,0.32206345,0.42655182,0.48283386,0.47719383
UNC13C,-0.77922034,-0.5817384,1.3752804,0.4633429,-1.3901097,2.5940652
ACOT7,3.2231236,2.8524933,2.9302187,2.597145,3.5527353,3.4273806
SERPINF1,0.07788277,-1.3344288,0.14204693,1.8612537,-1.1737604,-0.610754
LGALS14,-0.69892824,-0.69524044,5.7487717,0.2851436,-1.6181813,-1.1185546
SYTL5,-0.5503729,-0.4639039,1.5514369,0.6088829,-1.1772639,-0.78548634
SYTL3,-1.3270912,-0.90774345,-2.3437386,-2.1098652,-1.3194523,-2.4887066
ZNF529-AS1,-0.519794,0.08245373,-0.3809104,-0.1511383,0.052143574,-0.36194372
FCAMR,0.18273735,-0.005837441,-1.8055234,-0.44567108,-0.28991556,-0.3965187
NISCH,-0.21885252,-0.30096197,-0.3902707,0.6328707,-0.33670044,-0.1893444
HOXB9,-0.4870348,-0.68208337,-0.06019497,0.72471786,-0.66137075,-1.6344754
FDX2,0.9892492,1.0250235,0.5632391,0.5243559,1.0435925,0.4173956
ANOS1,-1.7033641,-1.1162438,-1.8678062,-2.751042,-4.6263175,0.018013954
SERPING1,-1.46737,-1.3285952,-1.5677032,-1.7428617,-1.5009236,-2.2558713
YME1L1,0.10971546,0.28639126,-0.06952667,-0.14127445,0.08350372,0.38473988
HOXB1,0.6584616,-0.63469476,2.3489962,0.3623557,-1.4405909,0.078623414
HOXB8,-0.5551349,-0.37556213,1.6490607,0.5725553,-1.2637318,-0.759993
HOXB7,0.7045555,0.38591385,-0.3506632,1.6086674,-3.2481232,0.16585064
PRR14,0.30929375,0.32714653,0.49891663,-0.2484951,1.1744814,-0.000000954
ENDOD1,0.04308319,0.7089596,0.53151894,0.47453117,-0.36961174,0.3151064
SKA1,1.5267496,2.7952304,1.3233547,-0.21229243,-1.9831692,0.92309856
SKA2,0.3440776,0.96157455,0.42129374,0.7438445,0.7065058,0.49504805
INE1,-0.116671085,-0.80204153,0.29841805,0.4059677,0.008194923,0.28589535
KIAA0319L,0.7182903,-0.6565585,1.5418711,-0.16135883,-1.0590277,-0.12413025
HOXC8,-0.40754235,-0.39061964,1.6816145,0.5747056,-1.2542038,-0.82012403
RREB1,-0.008705139,-0.4441967,0.31749535,1.1306558,-1.0844083,-0.64080095
S100A11,0.8183384,0.9789734,-0.98044205,-0.098371506,0.8776932,0.03971958
NXNL2,-2.0370648,-0.4459672,0.23293519,1.0401566,0.9327669,-0.6834723
ELANE,-1.2725937,-1.0062559,-1.3514366,-1.2487679,-0.9107499,-1.9422212
S100A10,0.03452301,0.34793282,-0.27942753,0.09724808,0.73801327,-0.3044157
PRR30,-0.37662554,0.7457826,0.82853365,0.0000294,0.16621733,-1.3426806
MTHFS,-1.1497269,-1.9745655,-4.381106,-1.9660587,-2.3478336,-0.0097332
NPLOC4,0.21840477,0.13366318,0.029453278,0.030397415,0.121450424,0.21631622
TFDP1P3,0.114751816,0.2643218,-0.59807444,-0.5184598,1.0919046,-0.058423996
TNFSF4,1.5031719,-0.69727707,-0.7541888,0.6090026,2.2177854,2.5834303
UNC119,0.40836525,0.16822052,1.8763046,1.184145,1.4229431,-0.09752369
RAD17,-0.17754889,0.03361368,-0.004593849,-0.50221443,1.3213911,-0.08699608
TNFSF8,-0.14976406,-0.5246439,-3.0670283,-2.0895798,-2.658688,-1.0516882
SERPINI1,-0.8947692,-2.0456066,1.7348092,1.9387782,3.105704,0.014876604
HOXD3,-0.7490865,-0.5828175,1.4150202,0.46756935,-1.324879,-0.8749492
NCOR1P1,0.16502333,-0.44246578,-0.34221172,-0.16570425,-0.2967329,0.24131203
CLTC,0.33145905,0.59269905,0.035752296,0.5958595,0.46604252,0.38089085
LPCAT1,0.11497736,0.56733894,0.14416027,-0.6222892,-0.11449146,0.37991714
HIF3A,0.051469564,-1.3251425,0.9171283,-0.29402578,-2.3443022,-0.055817127
ING1,-0.089848995,0.08010864,-0.134758,0.33325005,-0.32961464,-0.11220646
ING4,-0.25540733,-0.092853546,0.30361938,-0.104896545,-0.36967182,-0.5283756
LFNG,-0.017715454,0.57699585,0.9645748,-0.21963406,0.7539711,-0.34512615
ING5,-0.14553976,-0.9531832,0.15670109,0.73465633,-1.4351692,-0.17286968
ING2,0.048817635,0.39021397,0.23750305,0.45213032,0.99254894,-0.04426956
ING3,-0.44190884,-0.8221159,-0.32436943,0.61113644,-0.8530283,-0.039639473
PIP4P1,0.07928181,0.18737888,0.05736065,-0.19389248,0.60043526,-0.25217342
SERPINB4,0.45245504,0.87760067,1.371263,0.32879496,-0.81154466,0.1814084
MIOX,-0.08064127,0.20501137,0.5239849,0.6199012,-0.8561754,-0.57002735
BATF2,-0.44431448,-0.58784056,0.4762249,0.28595543,-0.06099415,-0.9732046
SERPINB2,-0.79650784,-0.77730227,0.09928274,-0.83708227,-0.91291046,-0.83549213
MIOS,-0.34037948,1.3448069,-1.2523375,-1.1337364,0.6713207,-0.50702214
HSBP1,-0.001879692,0.39774418,-0.050811768,0.001879692,-0.5459385,0.005702972
FCRL3,-0.5625901,0.05194068,0.094040394,1.5324287,-2.7896876,0.26826453
FCRL4,-0.9729924,0.14900589,1.0209212,0.21562076,-1.9030069,-1.2578146
TTC3P1,0.53955173,0.09003925,0.776104,0.23632336,0.05437851,0.080955505
PAX4,0.3205905,0.2954712,-0.35305262,-0.12570763,-0.49946642,-0.6542411
PAX5,-0.061184406,-0.7114258,1.1394413,0.14319229,-1.3752372,-0.96208286
FLJ42393,-0.28402662,-0.6838505,1.1195049,-0.09868622,1.4277864,-0.3559742
SERPINB6,0.008127213,1.0566807,-0.5821104,-0.110609055,-0.8023453,0.5815058
BACE2,1.9264865,2.2845473,2.1064272,3.1698937,1.5640922,2.5952258
PAX8,-1.0296863,0.10084212,0.87626636,-0.23581588,-1.9387429,-1.5598314
PAX7,0.3157053,0.9548726,-1.1148083,-0.61423373,0.2253871,-0.6477804
PAX9,0.37773705,0.34434366,-0.31241417,0.67097616,-2.055626,0.018540382
DYRK3-AS1,0.32408106,-0.9066205,0.53309095,-0.38318658,0.46850216,-0.2196548
AHNAK,0.34952354,0.000714,1.0760546,2.6297169,0.6021061,0.46833038
SERPINC1,1.990102,-0.20337439,3.0628922,-0.3830254,1.4269764,0.55976367
TM9SF4,-0.14561558,0.2755766,-0.7025957,-0.14448452,0.2770691,-0.35317326
CHRNE,0.9867792,0.054625988,0.09197283,0.86149883,1.743535,0.8743396
C17orf78,0.054933548,-0.97642255,1.1879196,-0.027401209,-1.6952318,-1.4052659
METTL7A,0.507844,0.6090536,1.1446047,1.1586103,1.0757036,0.96028423
WWOX,-0.37203312,0.40220737,-0.2966671,-0.15663815,-0.11992264,-0.32514286
SERPIND1,-0.60593355,-0.43472874,1.3701768,0.59273124,-1.3325609,-0.7464294
ZFTRAF1,-0.14817429,-0.16127968,0.18380356,0.21282578,-0.17778015,0.491148
WWP1,-0.22272587,-0.26284504,-0.5360403,0.5457487,0.20227814,0.005937576
SEPTIN3,1.1768423,0.62989366,1.0081569,0.9875275,-1.8151053,0.32122362
WWP2,0.30787134,-0.10310125,0.6515598,0.30254078,0.43994808,0.060671806
SRP68,0.01811409,0.05130768,0.11464977,-0.63763714,0.4482317,-0.017166138
SEPTIN9,0.26483345,0.11443329,0.8239956,0.10560036,0.07210636,0.03627491
SEPTIN7,0.5533438,-0.30813694,0.4067135,0.6460829,-1.3817673,0.547349
ADAT2,-0.6096735,-0.063831806,-0.38785458,-0.002463341,0.110738754,-0.94918203
KTN1,0.77693367,0.74884987,1.8629379,1.34799,2.3059444,1.3094339
RYBP,0.4364109,0.16986847,0.408473,0.67627716,-0.006324768,0.9932184
INGX,0.16069794,-0.7171998,1.8206868,-1.355971,-0.5363381,1.1297016
LPCAT4,1.4762559,1.1254072,3.0031624,1.748075,3.171401,0.46698666
C17orf67,-0.40593672,-0.050568104,3.9745393,0.52080107,0.46751642,0.19711351
LPCAT2,0.89115906,0.22891808,0.71802235,-0.075258255,2.7698145,0.23115158
INHA,0.40375042,0.5395143,-0.1398735,-0.23219466,0.00122571,-0.25448346
CYB561,-0.32135296,-0.1396532,0.021483421,0.6398897,-0.04438877,-0.79835415
HSPA1B,-0.44890308,-0.2012434,-0.33885002,-0.052371025,-0.86094093,0.065823555
HSPA1A,0.23069096,0.1448164,0.54149055,0.32595348,0.022780418,-0.1597786
SEMA5A,-0.001202941,1.0607121,1.3929958,0.42854607,-1.3571193,-0.97069556
CHRM3,-0.45183945,-0.5428829,2.9928637,0.40297663,-1.3112705,-0.9082868
LINC01111,-1.2045437,-0.9863081,1.0194824,0.023121595,-1.1038084,-0.119746804
ATP8A2,-0.44347835,-0.5005787,1.4656758,0.5834398,-1.3231536,-0.64468694
CHRM4,0.7942703,0.09101772,0.21421003,1.0360756,-0.7897706,-0.80970573
TUSC1,0.20290089,0.596179,-0.543519,-0.5029011,0.5434027,-0.07561016
FABP12,-0.60405266,-0.43932796,1.4616382,0.6197829,-1.3559859,-0.7342697
PYCARD,-0.30424786,-0.28560925,0.21456337,0.4906454,0.33013916,-1.0727558
LINC01106,-0.15008211,0.18109751,-0.9960704,0.7836437,-1.7523756,0.2201891
SMARCAD1,-0.10600567,0.24683094,0.03113842,0.16919231,0.5044069,0.19386292
TECTA,0.42510128,-0.7880008,1.3697933,0.1826365,-0.5610212,0.9719932
TPD52,0.7614002,1.3431339,1.1864481,2.3120813,1.5028591,1.1689849
TOR3A,0.9606695,0.4515791,0.006612778,0.26442623,0.6182432,1.4538088
BIVM,-0.37454462,0.012874126,0.089850426,0.46457577,0.35372543,0.13729954
SEMA6A,0.9259162,-0.024634838,-0.5573571,1.29673,-0.70826054,1.2933946
IGFBP4,-0.60216093,-0.992887,-3.4011009,-1.8152065,-0.51644135,-0.40907383
MITF,-0.22619152,0.31533337,-0.7023096,-0.92088985,0.7722044,0.18716526
CYB561A3,-0.32328606,-0.72353554,0.12133026,0.19553947,-0.50640965,0.18602943
GTF2F2,-0.7668371,-0.44887638,0.6021538,1.105237,0.41615582,-0.267354
ZNF962P,0.20340967,0.27452135,0.24919891,0.46789503,0.6012378,0.637486
ADAM9,0.03801155,1.3246784,-1.567276,-1.307908,1.721509,-0.27849865
ADAM8,0.79640675,0.71363544,0.24750137,0.8267908,0.21871948,0.67784023
TNIK,-0.5189142,0.3548336,-1.2806406,-1.3571572,-2.5131822,0.11906195
SEMA7A,2.2536025,0.3809805,2.2527747,3.8719363,1.4571509,2.7063737
MINDY3,-0.5544596,0.13986683,-1.1503472,-0.6140084,-0.17987633,-0.27703
RTL10,0.8288932,0.92842627,-0.49548864,0.08506727,-0.80891085,0.19001818
TNKS,-0.53552914,-0.3975811,-0.79992056,0.048707485,-0.9080076,-0.14562559
METTL2A,0.08230686,0.21157217,-0.009280682,0.7388735,0.7109046,-0.004609108
VTCN1,0.23995328,-0.91637915,1.239645,0.11781895,-1.8578805,-0.3210261
RHOBTB1,0.48244715,0.7521596,-2.483777,0.63284254,-3.2704225,-0.79144
ITPRIPL2,0.6107855,0.73173046,1.4969206,1.2607374,1.2867308,1.4101257
ITPRIPL1,4.141877,3.0947943,5.770605,5.602313,5.1257277,3.7202559
ADAP2,0.60597515,0.748559,-0.56613827,0.44060993,-0.364295,0.059965134
LINC01128,0.25876236,0.42746544,9.100126,-0.14300776,1.1085377,0.099547386
LINC01126,0.41286135,-0.06722021,-1.2307653,-0.72360325,0.42001295,0.6080079
LINC01127,1.3050528,0.13571262,-3.6491873,-1.7588215,0.94858646,-1.0406585
ATP8B2,1.3028235,0.39240026,-0.8176012,0.7252612,-0.77885103,1.2328734
GON4L,-0.026894093,0.032269955,0.1537199,-0.74437046,0.12604094,0.08367491
SERINC3,-0.13622093,0.09467316,0.33373928,0.6274376,0.491704,-0.18164921
ANKRD33B,7.2679815,5.7312326,3.2601585,6.2263308,5.0426607,8.801532
SYCP2,-0.095846415,-1.516626,1.7385244,1.0651381,-0.696378,1.967319
PSD2,-0.5692221,-0.6649015,1.3692057,0.34099233,-0.97652483,-1.0220146
OPA3,0.3352027,0.18977642,0.000524,0.1965704,0.01879692,0.016800404
PSD4,0.7310257,0.56614494,0.3783245,-0.23562813,0.3290558,0.020109177
PSD3,0.8271055,0.17949677,-0.92243576,-0.36548615,0.63456345,1.9892683
HYDIN,0.81529427,2.248402,1.4596499,0.66745055,-1.2578465,-0.25429583
ELAC1,0.16162395,0.28555775,0.090444565,0.3811283,0.9926834,0.22337532
RTN4RL2,0.45370102,0.5762315,0.21826744,-0.34252644,0.009035111,0.05457592
TBX18-AS1,0.08583784,-0.81685185,1.0521352,0.14987493,-1.906207,-1.3405523
NIPSNAP2,-0.123945236,0.26691628,-0.004915237,0.29062462,1.1883535,0.25322723
PTP4A1,-0.010302544,0.41742992,-0.226264,0.28225994,0.794775,-0.37746143
TNMD,-0.50090533,-0.32995057,1.5722132,0.72494054,-1.2548159,-0.62470347
DMRTA1,-0.9185853,0.5522343,1.1329993,0.3318696,-1.6034887,-0.6052569
RPL37A,0.08531189,0.26633263,-0.6903219,0.40927887,-0.5928068,-0.033384323
SEMA3C,0.96020985,1.5277152,0.6110382,-0.050024033,2.91152,1.715446
UNC93B1,-0.31462955,-0.15072346,-0.11042595,0.016461372,-0.016742706,-0.7803936
SEMA3D,-0.8108365,-0.6412827,1.2342243,0.42125738,-1.4474488,-0.94153184
RPL36A,-0.04956913,0.06179142,0.23296309,0.1520338,1.3698959,-0.26610756
SEMA3E,0.18778896,-0.47049683,1.657478,0.4661914,-1.2359246,0.16533267
SEMA3F,-0.7643527,-0.6428117,1.4689076,0.36668944,-1.3324955,-0.9747416
UNC93B7,-0.10065651,-0.30835724,-0.13710594,0.1795845,-0.83323574,-0.69930077
GOLGA8EP,0.57039833,0.038791656,2.7428417,2.805811,4.0484295,1.2689552
LINC02411,-0.37561458,-0.46392602,1.5015117,0.5675894,-1.2705702,-0.78697747
SEMA4A,0.5149746,0.6990776,-0.39913082,0.66897583,-0.633379,-0.01397419
SEMA4D,-0.49850702,-0.091154575,-0.55535173,-2.583221,0.43576622,-1.1352701
SEMA4C,1.5615673,1.2129173,-1.340806,1.2810421,-0.13884258,2.530201
ADRM1,0.2648945,0.5075512,-0.02720642,0.16691017,0.4452381,-0.14719296
CFLAR,0.41238785,-0.27515602,0.040825844,0.43780518,0.72975254,1.6582193
CDC42BPA,0.26326942,0.3959465,0.84762,0.1520009,0.8097415,-0.35497332
TPCN2,0.3856411,0.45343018,-1.4930329,-0.16323471,-1.2080727,0.23380184
RAD51,0.9608989,1.8746066,-1.2090778,-0.9761071,-1.076714,1.0852199
SH3D21,0.38061333,0.5006294,0.39861298,1.2553654,-1.1436701,0.33606243
CROCC,0.19230795,-0.040686607,-0.12604046,0.61692715,-0.49830723,-0.38960934
ESF1,-0.1253233,-0.085375786,-0.043839455,0.09793663,-0.7333393,-0.39885426
SLC24A5,-0.11689079,0.5499016,1.4007134,0.33068526,-1.3803278,-1.011366
TP53RK,-0.24777889,-0.027704716,0.33576202,0.5150118,1.334373,-0.23474073
DNM1P51,-0.9373557,-0.8961597,2.783802,0.092882514,-1.2897809,0.45433807
DPH3P1,0.5495081,0.5961447,0.047035217,-0.30351543,0.7457285,0.60968685
ANTXR1,-0.98242414,-1.0377147,0.9930426,1.7188984,-0.77757585,-0.0746125
SOGA1,0.15060043,0.08096123,1.1099758,0.8620949,-0.9745369,0.22744083
DPF1,-0.9289187,-0.7416342,1.3453212,0.24723125,-1.4960524,-1.0834442
CHAC1,-0.15273857,-0.03848648,0.23973274,-0.11531067,0.011962891,-0.11047745
TNS3,-0.18930721,0.03591633,-2.2975998,-1.8597288,-0.38759136,0.7599249
RPS7P3,-0.17482758,0.19562721,-0.027274132,0.717577,0.09446621,0.16845036
SKP1,-0.1622572,-0.021559715,0.21123505,0.516469,0.5835018,0.1566124
CMC4,0.097299576,0.19986343,0.18306446,0.057714462,0.5793123,0.025560379
SLC6A13,-0.61966944,0.6517329,-0.3054204,-1.821475,0.7367339,1.5706477
PSG1,-0.5131345,-0.46544564,1.5625117,0.5703242,-1.1282696,-0.8299114
EBF4,0.2077465,0.41844368,0.90678596,0.4084015,-0.81611824,-0.24020863
RUNX2,0.69771385,0.2845831,-0.07588315,-0.1540134,0.5438442,-0.47881985
ZPBP,1.0163832,0.6107445,0.56237745,-0.3117559,-1.0573936,-1.1087447
RUNX1,0.002077103,-0.12058449,1.2032852,1.295227,0.760767,0.6870403
PSG9,0.906785,-0.55484766,1.4357983,0.5438621,-1.344009,0.43883193
PSG8,0.33424234,0.58797073,4.302923,-2.4295676,0.018414497,-0.12724876
PLPP6,-1.2473736,-0.8419132,0.41119528,0.7857566,0.4214263,-0.05295515
MARF1,-0.44187546,-0.39094162,-0.40632725,-0.3009014,-0.534997,0.054751396
PLPP3,1.6127758,2.1721401,0.8362837,0.92458916,3.2723236,2.243701
ALDH7A1,-0.17027283,0.634655,-1.122077,-1.1245708,-1.7419128,-1.3823538
PLPP1,0.6830454,-0.2346096,4.660708,4.7684007,3.2948375,1.2163978
RWDD2B,0.82299995,1.1073937,0.69933844,0.09090614,1.543572,1.175694
LMAN2L,-0.006015778,0.23112297,-0.973793,-0.9971504,-0.12764072,-0.062059402
LINC01095,-2.2398205,-2.461504,2.1520681,2.8976302,3.1864462,-0.78824306
EBI3,2.723606,2.3159065,-3.119934,2.7012348,1.45786,4.9474096
PTDSS1,-0.10041618,0.062124252,0.07246494,0.042692184,0.51741695,-0.20187664
DPH1,-0.022731781,0.0929718,-0.3174801,-0.000479,0.20388031,0.14672852
DPH2,0.3076887,0.40001965,0.74049854,0.70906734,1.100131,0.70640373
DPH3,-0.025968552,0.112026215,0.39937305,0.11717987,0.7945852,0.7409048
DPH7,-0.17098618,0.08472824,0.23736525,-0.31341887,-0.11997986,-0.24529648
IGKV6-21,-0.54002297,-0.47082257,6.752673,0.49610472,-1.3660015,0.2255671
FMO9P,-0.32052708,-0.64126766,1.3837601,0.85544837,-0.8338567,-1.047181
SRPK3,0.74694014,0.3124485,-0.006516933,0.91212463,0.07571411,0.21670532
TMEM50B,-0.3178892,-0.07203579,-0.31390572,-0.11973667,0.006425858,-0.09032154
AMMECR1,0.07260132,-0.17818928,-1.3105655,1.4523401,-0.015773773,0.10616398
NOTCH2NLC,-1.6404343,-1.8139038,-1.1321259,-0.31376123,-0.329422,-1.8928609
TMSB4XP4,0.9275484,0.58557224,0.23087502,0.9377575,0.5890608,0.72318935
MARCO,-0.9880295,0.53069687,-3.1411486,-3.4245663,-0.46453667,-3.0202656
GPAA1P1,0.40229607,0.24466085,-0.40112448,-0.2742133,-1.2158155,-0.17558384
RYR1,0.53511333,-0.09534979,0.5088954,0.6801386,1.4894896,-1.0102115
LINC02363,-1.5773107,-0.57556605,-0.28555036,-1.1806834,-1.2289946,-0.6452844
ZMYM1,-0.10993385,-0.094276905,-0.3042636,-0.088329315,0.28408623,0.2441659
EPB41L4A,-0.94029665,-0.8008055,1.1501172,0.34382248,-1.6951668,-0.8231454
ZMYM2,-0.8339672,-0.4255829,-0.7154331,-0.5109005,0.03154373,-0.97419834
ZMYM4,-0.26616573,-0.11241245,-0.2512684,-0.46419144,-0.2430687,0.10343742
NKIRAS1,0.078294754,0.34268713,0.5093689,0.7263651,2.0629005,0.6395755
NKIRAS2,0.13803005,0.29426098,0.18699837,-0.23412228,0.4476633,0.033659935
LINC02359,-0.74648803,-0.5874963,1.5544989,0.37453413,-1.311723,0.24771094
CAMLG,-0.65463114,-0.72726965,-0.12106371,0.005577087,0.38281536,0.29412174
RHOH,-0.058237076,0.2534418,-0.936183,0.39716768,0.5555072,0.38415623
AP3B1,0.17706108,0.04286194,0.2713375,0.40163612,0.55698586,0.098480225
TUBG2,0.94500256,0.77633953,0.47128582,0.050456047,0.50861645,0.5960169
RHOF,3.2727857,2.2530599,2.1739602,2.975964,1.9499068,3.7179732
IL17RD,-0.99089533,-0.8247454,1.0621946,0.2571249,-0.9719708,-1.1006485
RHOA,0.16245556,0.46745205,-0.19796753,-0.004384041,0.670002,0.102080345
UCHL5,0.052041054,0.29734898,0.23776627,0.7394743,0.95722485,-0.004426003
CEACAM1,-0.27467918,-1.2432871,-1.636646,-0.68984294,-1.8497534,-1.6503601
NME6,0.06606102,0.16155434,0.046601295,0.30324554,0.21023273,-0.199296
CEACAM5,-0.08616018,0.1820631,1.5850534,0.41954255,-1.3311695,-0.08859563
TNNT2,0.2296834,-0.38466048,-0.71116424,-0.11682844,-0.819994,0.44504595
NME9,0.1418891,0.5828624,-0.77387357,-0.412138,-0.322824,-1.0621953
RHOJ,-0.7860263,-0.6661306,1.3766053,0.38921905,-1.3562219,0.8324487
RHOU,-1.4102659,-1.1418142,-0.7212105,-0.47345638,-1.1068001,-2.115656
CEACAM8,-1.1069947,-1.011425,1.0241966,0.08605552,-1.2942445,-1.382669
DNASE1L3,8.189545,10.143888,12.734732,13.3489,9.251984,11.276009
RHOQ,-0.93812776,-2.3016486,-0.5151799,-1.6938801,-2.1259227,-0.025884867
OPRD1,0.026557446,0.6395135,-0.49702072,-0.1703453,-0.18173599,-0.43064928
UQCR10,0.20052338,0.3185978,0.23404312,0.7882099,0.10295963,0.38283157
RAD54B,-0.084478855,0.73359346,-1.8671169,-2.0106897,-1.1331663,-0.22545528
PBLD,-0.45680952,-0.4586258,0.5621834,1.269001,0.26813698,0.43131638
TBL1Y,-0.29752922,-1.7621784,0.35462284,1.2357483,-0.682477,-0.52296734
JHY,0.20377135,0.2376647,-0.37231874,-0.25493526,1.1824255,0.25975132
TBL1X,-0.12491131,-1.1542311,0.49228287,1.0373564,1.3880119,-0.33207607
LY6G6E,-0.000547,0.08433771,0.49695587,-0.5095651,-1.3035781,-0.69230366
ADAD2,0.20298052,-0.47917795,3.4370947,4.3129168,3.4321918,0.004703045
IGHV5-78,-0.96038616,-0.7417066,1.154139,0.33621585,-1.6204791,0.70801544
B9D1,0.36909723,0.7975769,-2.3453794,-0.29159355,-0.88007593,-0.61243916
ZNF354C,-0.26341772,-0.2175138,-0.4796586,-0.18268895,-1.6522079,-1.738545
NALF1,0.6106454,-0.4418149,1.2219309,0.082464576,-0.8297409,-1.2250886
ARHGAP44,-0.4452752,-0.43611526,1.5887914,0.5506444,0.8630328,0.42048955
ARHGAP42,-0.804295,0.36580706,1.4788148,0.3018782,-1.4694306,-1.0065762
C14orf132,-0.2742735,-0.2905572,1.7809296,0.636487,-1.1684623,-0.68226075
GHSR,3.7719479,1.8659706,0.038505554,0.120340824,3.802208,5.105872
RAP2C-AS1,-0.018231392,-0.73566484,0.2925434,0.8412967,0.8982167,0.07830763
LINC00265-2P,-1.6039438,-0.8000765,-1.1081877,-0.98481274,-0.49413013,-1.4961348
KCTD2,0.10360956,0.037728786,0.36735153,0.36653328,0.92692375,-0.2305212
KCTD3,-0.048249245,0.33141232,-0.66447353,-0.015694618,0.5151539,0.33598328
KCTD4,-0.8919351,-0.7600963,4.341504,3.2148707,0.000861,0.1371398
KCTD5,-0.15362072,-0.22194958,0.92734146,0.97274876,0.9290943,-0.23493099
DPM1,-0.45856953,0.3144827,-0.28624249,-0.012907982,0.7878523,0.18209553
DPM3,0.1138072,-0.1476407,-0.11129284,0.3814249,-0.6951685,-0.5684843
BTF3P11,-0.1757145,-0.1183548,0.014988899,0.5939617,0.27555943,0.09267712
TIPRL,0.006559372,-0.28104973,-0.08182526,-0.005329132,0.05417347,-0.026169777
STEAP1,-2.6351905,-0.8121679,-1.9412594,-0.84531164,-1.1410446,-1.7452109
TMEM59L,-1.3538206,-0.21503711,0.6434331,0.3159411,-0.8702781,-1.6508323
ARHGAP19,-0.77037144,-0.43563795,-0.77576923,0.29239225,-0.13013268,-1.2763052
ARHGAP17,-0.21929741,-0.20650673,0.18037033,0.025455475,0.9345436,0.07524967
PALM2AKAP2,3.5724468,2.6135507,0.051729202,0.0640564,3.3900676,4.1970725
DPP4,-0.73769474,-0.64330316,-0.4572177,0.57403994,-0.6884589,0.36291242
PDZD2,3.1064067,1.9407482,0.7272837,1.3309538,2.2858248,4.2647204
DPP8,0.07697773,0.42759848,0.3910308,-0.19192791,1.6217713,0.001979351
DPP9,1.6503363,0.48011446,2.1488423,1.1081076,0.38130045,1.0532956
MAN2A1,0.6940937,0.81303406,-0.41509438,0.5743294,1.8400621,0.9834919
MYH10,0.4387002,-0.6955092,7.0852685,1.0857837,-0.06044054,0.38257527
PDZD8,-0.8646922,-0.82547617,0.28776407,0.7958956,-0.48994684,-0.88252974
MARK3,-0.077552795,-0.3350544,-0.1502266,-0.0000401,0.0000391,-0.19114399
SMAD2,-0.42007065,0.0797143,-0.5710678,0.066084385,0.96404934,-0.013075829
SMAD4,-0.5124235,-0.35086966,-0.59726286,-0.47763777,0.7074728,-0.9173136
SMAD3,0.12318134,-0.011007786,0.21908712,0.956017,0.6571455,0.011007309
ARHGAP29,0.25747967,-0.56231236,1.436578,0.5202445,-1.4553906,-0.6357626
SMAD9,-0.6863209,-1.0953424,0.946028,-0.06602466,-1.3494693,-0.11080766
TDRD7,0.37063217,-0.26007652,0.5710993,0.4844494,0.7797899,0.7923498
SMAD7,0.86960316,0.34460163,-0.707798,-0.32809734,1.1194696,0.638422
ARHGAP33,0.44450426,1.0058932,-0.09809303,-1.070117,0.7269325,-0.7971678
RADIL,0.502728,-0.2473278,6.560059,3.0140047,3.290625,-0.10027695
ULBP2,2.3916478,0.12096858,-0.5955019,-0.57824755,-0.7608795,0.12320328
ULBP3,-0.42608154,-0.6384689,1.3892753,0.38290012,-1.3668154,-0.9824359
PRAC1,0.026230335,-0.4805336,0.56992936,-0.32391357,-0.15650105,-0.7348932
CRISP1,-0.73309475,-0.5637479,1.580283,0.39108825,-1.2979275,-0.90550435
TAS2R9,0.59085464,0.4999857,-0.9882057,-0.33101964,0.004115105,-1.3031561
TAS2R8,0.68111587,1.0011199,0.8242767,-0.3154136,-1.2623558,-0.1311214
