,GSM758901,GSM758908,GSM758921,GSM758928,GSM758961,GSM758973
RNF146,-0.4874792,-0.5316591,0.289464,-0.9773531,0.69009876,-0.45528698
GPR141,-0.97904825,-1.7520065,-0.3180709,1.345067,-1.8606448,-0.17459393
ERP44,-0.3170123,-0.09320736,0.27115774,-0.45093536,0.5990653,-0.43230486
GPR142,0.11184502,-0.6696181,-0.5420923,-0.8238096,1.1672468,-0.5435686
ABI1,-0.3189392,-0.042037964,-0.0789032,0.11806679,0.7167444,0.5069971
GPR149,-1.9018376,0.068416595,0.011626244,-1.0443538,-0.4036913,-2.433859
ANKRD65,0.48830795,0.48344994,0.02784729,-0.38926315,0.10767555,-0.24820328
RNF141,-0.8772392,0.10197258,-0.95818424,-0.24815941,-1.0386982,-0.9021778
MSRB1,0.15241718,-0.10454655,0.24424076,0.75072956,0.87894344,0.21703815
ANKRD37,1.0933065,1.1385126,0.72434807,0.7198782,0.75635624,0.89130497
LINC00265,-1.4598961,-1.4042611,-1.7892609,-0.14341974,-2.3480797,-1.1838288
CHPF,0.82939005,-0.17671824,-0.54894185,-0.06732178,0.3382473,-0.19032001
EPO,-0.1850754,-0.7612076,1.1141655,0.18313146,-1.6599891,-0.8390768
ANKRD33,0.6448765,0.117801666,0.54356384,0.054481506,0.13313866,0.21265602
ZFP36,-0.27565002,-0.085725784,-1.110775,-0.03086853,-0.6878481,-1.3592005
DACH1,-1.5372181,-1.3533998,0.56764793,-0.30192316,-2.2847967,-1.6428001
NAGLU,0.35803032,0.68515205,-0.9093666,-0.028440475,-0.10129833,0.09266758
ANKRD31,0.10766673,-0.64560074,1.4737883,1.6713114,-1.3609135,-0.9930248
LINC01587,-0.7911719,-0.68144363,6.5759215,0.27968204,-1.4677231,-1.0703199
ZFP37,-0.24554062,-0.35660112,0.9959352,0.008050084,1.7662935,-0.63941324
TMSB10,0.78243065,0.24597931,0.37742233,1.0574493,0.071707726,0.5995598
LINC01588,-0.6628885,-0.75474787,1.274157,0.23150659,-1.4065953,2.7005622
MEN1,-0.5781844,-0.46781534,6.703947,0.48747718,-0.90851283,-0.86213636
DEFB118,0.06437957,-0.6022114,1.5158455,0.38221514,-1.505052,-0.78847206
CD180,2.1904879,3.074071,-4.041158,-0.8128495,-0.029127121,0.9340315
RNF41,-0.64771557,-0.46585703,-0.6551094,-0.6876178,0.6842623,-1.3258634
SYPL1,-0.45801926,0.057365417,-1.1094179,-0.4332161,0.5172167,-0.96226597
ANKRD42,0.8167405,-0.23472595,0.4151168,0.58118296,1.0926499,0.66970396
ANKRD40,0.14596558,0.2703824,-1.2193236,-0.14712715,0.0720849,0.01620531
ERG,-0.31699526,-0.2194649,1.2351002,0.6038573,-0.4881178,-0.99364305
PHPT1,0.31407356,0.47350883,-0.059848785,0.9040413,0.75961304,0.2144785
ENY2,-0.1966238,-0.06762791,0.9576144,1.0838351,0.9126711,-0.23537636
CALCRL,1.8911119,0.9141507,4.0648403,5.197913,4.489378,2.0716066
ABHD3,-0.44008923,0.00514698,0.4206791,0.15450764,0.50826454,-0.49337292
FAM27C,-0.91988444,-0.11694431,-1.3744721,0.8105264,-1.0245762,-1.3079369
ABHD2,0.5523758,0.24605942,-1.0876241,-2.0751066,1.3679008,0.55349255
SUZ12P1,0.13310051,-0.07831192,0.9987364,1.0352821,1.5794468,0.31072903
ANKRD11,-0.2680092,-0.19095993,-0.139575,-0.20666885,0.9405279,0.14503384
ILDR1,-0.40410042,-0.028367996,0.16587162,-0.50037,-0.16276646,0.1856041
ABHD6,0.947135,1.0144491,0.8882017,0.94279575,0.94990444,1.4359312
VTN,1.6546574,0.83437014,-0.1491847,0.25057268,1.3510666,2.247241
HMBOX1,-0.057531357,-0.3932762,0.44953728,0.2868061,0.020812988,-0.22799873
OARD1,-0.498147,-0.34411144,-0.10734749,0.33314037,-0.001613617,-0.09203529
ESD,-0.7090955,-0.39303637,-0.44474554,-0.84273386,-0.43358183,0.022549152
ABL1,0.08299112,0.27273798,-0.4277978,1.0273585,-0.52227974,0.010866165
ANKRD10,-0.37963104,-0.80034065,-0.690218,0.009227753,-0.40141106,-0.1237793
PPIAL4G,0.55672455,0.3813858,0.38100624,0.8043976,0.67114353,0.70182514
ANKRD28,-1.1794155,-1.2576072,1.3068843,-1.3176315,-2.326894,-1.7143226
CD164,-0.45141602,-0.058228493,-0.1665926,0.4614296,0.8492899,-0.55380917
CD163,-1.2339926,0.86693096,-8.210035,-4.277589,-9.324238,-1.731761
IFTAP,-0.38192463,0.15267467,-0.4729042,-0.54185486,-0.18173504,-0.6646004
ANKRD27,-0.13130474,0.07742214,0.09944916,0.3443594,0.7953453,0.0029459
ANKRD24,0.32800055,-0.020668983,-1.9304342,-0.11831617,0.069093704,-0.20520163
ZG16B,0.1257124,-1.3247156,0.17707443,1.5889826,0.6764183,0.44799995
TVP23B,-0.50353813,-0.010309219,-0.1863699,-0.5302992,0.8077221,-0.1208334
TVP23C,-0.41978455,-0.17604065,0.28496933,-0.42886353,0.7569151,-0.13956928
LSM5,0.1354084,0.44075394,0.20144558,0.38154984,0.3735113,0.22780418
LSM3,-0.27159595,0.07045078,0.1480608,0.6826906,-0.094301224,-0.22129726
CNOT4,-0.5362015,-0.17835474,-1.8553731,-0.5854058,1.3188586,-1.0595803
TRMT9B,-0.72843164,-0.30649853,1.7549762,2.2363906,1.7211739,1.9670364
LSM8,-0.2980919,0.059215546,0.36159706,0.4873047,-0.009946823,0.18299484
CNOT6,0.09188509,-0.3844657,-0.020664692,0.073964596,0.7886543,0.121052265
RPL12P42,0.16625214,0.42874718,0.064608574,0.22564697,0.25145817,0.26760292
CNOT2,-0.15165997,0.6421008,0.40116668,0.34105015,0.55391693,0.11871481
TADA3,0.35609436,0.44969368,0.2689886,0.09660721,0.88252735,0.062734604
RNF182,1.8225783,-0.65425706,1.2152311,0.28334773,0.020252585,2.6807113
TDRD12,2.5455112,-1.4247253,2.0478945,-0.35203588,3.6047373,-1.549571
TDRD10,0.9866023,0.7086725,-0.11625433,-0.17601442,-0.5271349,-0.14705515
RNF183,0.52820945,0.110369205,1.0067086,0.31810808,0.04470682,0.99910617
GPR101,-0.7483396,-0.62651026,1.4362389,0.4208969,-1.311547,-0.06255996
RNF186,-0.1420896,0.4023769,0.00292635,0.512197,-1.1742198,0.21473575
EIF4G3,0.4994068,0.26075745,0.9481392,-0.21127701,0.9735956,-0.039673805
EIF4G2,0.5003071,0.64995384,0.51349735,-0.21571922,2.07341,0.807271
LINC00269,0.11343813,-0.19550419,-0.22967863,-0.65172696,-0.4961095,-0.47494578
RNF10,0.012052536,0.17275238,-0.05947113,-0.21562004,0.7320776,-0.045365334
CALCOCO1,0.07921028,0.06203842,-0.44306564,-0.6049576,0.15877819,-0.17857933
EIF4E3,-0.49598885,-0.10662937,-0.11723232,-0.010932446,0.950964,0.0722394
SFT2D3,-0.670599,0.13619804,0.17060947,0.12551403,-0.24402094,-0.21591759
CALCOCO2,-0.7227435,-0.8778329,-0.20149708,-0.5441613,0.46003342,-0.94945145
TREM2,3.228693,3.079853,0.5313654,-0.08395195,2.6950092,2.922165
ADRA1B,0.62635756,-0.9706167,0.5099094,-0.44311333,2.1979284,1.8246026
TREM1,1.8354292,3.1053686,-3.8170736,-3.050083,-2.6477547,-0.5078144
PTBP1,0.19039059,0.61490726,0.109861374,-0.511714,0.55225754,0.23119068
RNF17,-0.89734566,2.3440766,1.4042766,1.6111684,0.071511984,-0.35711408
LINC00216,-0.07598829,-0.1971128,-0.9158156,-0.11588621,0.58349514,0.6839886
LINC01547,0.77682257,0.35985947,-1.3935149,-0.37126708,-0.6316714,-0.012800694
LINC02870,0.2803657,0.10891056,-0.85197663,-0.732007,0.15643191,-0.2857418
PDCD6IP,-0.09853363,-0.37804508,0.11816883,-0.13542795,0.61992264,-0.31401634
LINC02871,-0.720901,-0.5659605,1.4099404,0.49601686,-1.3006157,-0.8568864
VWF,-0.000153,0.65498877,-2.13275,-1.5965233,-1.3756795,0.000153
TBC1D3P2,-0.008624554,-0.086473465,0.17462826,-0.46164227,0.65544176,-0.2532878
KCNAB3,-0.24058533,-0.24967241,-0.80442023,-0.42055082,-1.413379,-0.56496286
ZFP90,0.15415573,-0.17856216,-0.20627308,-0.29662132,0.70940304,-0.43613338
ETV3L,1.1162868,1.5866523,-0.5872717,-1.3837991,-0.73361397,1.0422091
LINC00208,-0.67508733,-0.5658016,1.4213753,0.5087035,-1.2859459,-0.8782461
EVL,2.516304,1.8524761,2.8454266,1.2976265,1.7174854,1.8733139
SFT2D2,0.6452999,0.94475937,0.8326473,1.0832157,1.2867451,1.099349
LINC02864,-0.60192114,-0.37757593,1.5438888,0.66836977,-1.2239403,-0.31025755
RNF31,0.004229546,-0.000855,0.24170113,0.33195972,0.47383595,0.07624245
CX3CR1,-4.568901,-6.290576,-4.718613,-4.2058134,-4.434507,-3.6005564
NLGN2,-0.24863815,-0.44171047,-0.88941526,-1.0229678,-0.8185282,-0.7763529
STMND1,-0.6497271,0.19732392,1.2582692,0.37150598,-0.909207,-1.0224812
SYT14P1,-0.70464706,-0.45978564,1.4923164,0.6040226,-1.3550403,-0.7866642
MESD,0.31460476,0.41679478,-0.37307167,0.06532574,0.7665787,0.35790062
MROH1,-0.6288488,-0.67840075,-0.042478085,1.5478473,-1.2141118,0.0881834
MROH5,0.39450788,0.57165194,-0.22711825,-0.8713522,-0.8588996,-0.5278969
RBBP4,0.08062172,0.2143898,0.43104267,-0.12415218,0.51657104,-0.04578495
ANKAR,-1.6298056,-0.8620291,-1.318017,-0.4680071,-1.0846105,-1.3867307
RBBP9,0.0865612,-0.20484686,0.60610294,0.35610962,0.68339634,0.5253029
MROH8,-0.30641174,-0.23138428,-0.874753,-0.0859561,-0.25392008,0.018803596
LINC02899,-1.0709276,-0.9725801,4.784313,0.42954123,2.172889,0.93939567
RBBP6,-0.37895155,-0.9302945,-0.119884014,0.25964212,0.5040884,-0.7187505
WASF1,-0.90912914,-0.34154558,-1.1816835,-1.6032276,-1.4366221,-0.92456627
WASF2,-0.13389587,-0.11704445,-0.88179684,0.30570602,-0.04405403,-0.35871887
LINC01565,-0.2704841,-0.6580688,1.3226993,0.4277792,-1.4073825,-0.9714337
WASF3,-0.14257526,-0.006603122,6.236243,0.32461727,2.5520496,0.5601851
FDXACB1,0.930634,0.406353,-0.45700932,-0.016649961,1.4703441,-0.37889147
SMARCE1,0.2481575,0.18839693,0.90783596,1.8132973,0.6263218,1.7702494
RNF24,0.09127903,-0.53467464,1.8517914,1.8275633,1.4183598,-0.8408685
RNF25,-0.13457966,0.07462931,-0.34227085,-0.25595903,-0.30652857,-0.44900084
SGCZ,-0.5757958,-0.38706863,1.6627709,0.54504025,-1.2508122,-0.76952183
LINC01555,-0.65310377,-0.48677766,1.460991,0.58383644,-1.256231,-0.762521
SLC46A3,0.24000645,0.6021929,1.580462,1.5715938,1.8091426,0.8061404
ERVK13-1,0.645592,-0.4388113,0.12810826,1.0631692,-1.5050313,0.85818076
VIPR1,-1.2973542,-2.016945,-0.02329588,-0.9873767,-0.039530754,-2.1529417
SLC46A1,1.0478759,0.9597893,0.4756632,-0.7031379,1.0579176,-0.66901684
POT1-AS1,-0.5677986,-0.41830587,1.5693138,0.5839596,-1.3451804,0.74260783
LST1,-0.7806349,-0.4827032,0.22283745,0.5570326,-0.08151722,-1.4154377
PKD2L2,-0.18941975,-0.34175384,1.7530656,0.6170889,-1.3077934,-0.7861282
AQP5-AS1,1.8735285,3.4453125,-0.58398294,-1.6187751,2.5686855,5.1031094
GOLGA3,0.42178297,-0.40950394,0.7752795,1.1838918,-1.2293625,0.21209192
GOLGA1,-0.20822382,-0.057780266,0.062503815,0.07283878,0.121818066,-0.3119378
TRMT44,-0.09291649,-0.13995647,0.002327442,-0.5499077,-0.13806581,-0.3096428
ZFPL1,0.18559217,0.25015354,-0.31751156,-0.080016136,-0.3885498,-0.12936783
EYS,-0.21002138,-0.5080802,1.6216937,0.42848933,-1.2716008,-0.8643826
AGFG1,-1.1590519,-0.15330315,-0.24348259,-0.087257385,0.54052544,-0.16954517
MCCC2,0.049711704,0.44565582,-0.031320095,-0.1846757,1.0587301,0.5567999
IQCF6,0.93719757,-0.25825417,1.0662602,-0.005579829,-0.9210063,-1.2847068
GARIN5A,0.08502483,-0.04083395,-1.4546592,1.0917192,0.91711617,0.7209673
MTUS2,-0.60467684,-0.3997904,1.6436965,0.5981114,-1.1896063,-0.119637966
IQCF2,-0.4493456,-0.025866032,-0.812464,-0.4696486,-1.2814028,-1.1604948
PDE12,0.021526337,-0.069376945,0.0637455,0.8553519,0.25052166,0.06013584
CD109,1.634861,1.7528706,0.34868622,-0.7377815,1.3027592,0.8118925
AKAP9,-0.7986469,-0.42812347,0.34440804,0.35212898,0.41881084,-0.16650963
RRAGD,1.2671127,1.0228844,-1.5698671,-0.4461956,0.527524,1.7552671
GUF1,-0.036211967,-0.20913696,-0.25858974,0.85365343,-0.54455805,-0.08855486
VDAC2,0.27662182,0.18057156,0.23849487,0.53730106,0.63608265,0.8463564
EZR,0.3968191,0.16864681,0.95936966,0.74870396,0.7486086,0.37317657
ZFPM2,-0.42870295,-0.53538465,1.5177675,0.42873383,-1.47041,-0.96880746
CD101,-0.07716799,-0.5319953,-1.0384636,-3.3298378,-0.021368027,-1.9441586
BEX3,-0.68019295,0.72688866,-3.7313042,-1.4958363,-1.6926203,-1.5102549
NECAB1,-0.6375292,-0.4693231,1.4706309,0.6126642,1.2151744,-0.72950643
NECAB3,0.577086,0.5236039,0.5233741,0.93764734,1.0193172,0.46796942
PDE1C,-1.0398743,-0.82060885,1.1723987,0.23634255,-1.7116467,-1.0123317
TSHZ3,-0.8687935,-0.005964279,-0.73303795,-0.77095413,-0.20170593,-1.7321186
TSHZ1,-0.3779831,-0.1368103,0.99994373,0.031835556,0.1905756,-0.72974014
PDE1A,0.075315475,-0.26175618,1.4636695,0.48068285,-0.06477165,-0.38293386
GNG10,-0.6837578,-0.27650642,0.33109665,0.3399086,1.7014618,-0.7722168
NUAK1,1.6259437,1.7804918,0.009881258,1.3084016,1.0211225,5.8624816
VPS8,0.13417912,0.22159863,-0.07564306,-0.3064618,0.16897392,0.98653555
TRMT1L,-0.058872223,-0.10825491,0.23622274,-0.13814116,0.7308736,0.34632158
PTPRN2,0.10557723,-0.8598732,1.1328814,0.1808896,-1.8131732,-1.2601832
TPT1P9,-0.76114464,-0.52103806,-0.119277,0.64982796,-0.3233137,-0.78288937
IGFL2,-0.8965793,-0.75521356,1.2694222,0.29806638,-0.65268123,3.0957222
GDF3,-0.89844346,-0.7690129,5.7394733,0.18224084,-0.3913685,-1.1529471
GNG11,-0.7378931,-2.4059186,-3.9284387,-0.959178,-3.3029146,2.1272402
ACADSB,-0.20550013,0.18191957,0.010789871,0.3122058,0.88796806,1.0484848
STAG1,-0.6146636,-0.2965169,-0.47134972,0.22298908,1.0283146,-0.38492537
LOC105370532,-0.41423273,-0.014112473,0.5870657,1.7211437,-0.87773705,0.23748589
TRMT12,-0.4872713,-0.14148998,0.06959343,0.6599226,0.88206387,-0.038352966
PDE3A,0.18628812,0.8774841,-0.8259363,-0.86496115,0.19527793,-0.34872103
TRMT13,-0.25080013,-0.2122879,0.36734676,-0.14217901,-0.7175412,-0.2671752
ITM2A,0.2758584,-1.366585,0.25728846,0.068039894,-1.535428,0.187531
FASTKD1,0.11263466,0.25237083,0.33957767,-0.28724098,0.14544058,0.3338604
FASTKD2,-0.34051943,0.013058186,-0.19339418,-0.0670619,0.49939966,-0.43699408
TPI1P2,0.8593254,1.036726,0.08397865,0.36979866,0.97330093,0.5263853
GDI2,-0.2787037,0.004713059,0.6056757,0.13902283,1.0271196,0.04762745
CX3CL1,1.523459,0.47601676,0.15826654,-0.17186022,0.6019583,2.3396978
GUK1,0.46105385,0.4680748,0.4385395,0.84028435,1.0427485,0.04852295
GLIPR2,0.3315382,-0.32617092,0.003968239,-0.34724522,1.0730534,-0.27308083
STAB1,1.1179504,1.8637009,-0.11254406,0.99030304,-2.421754,0.15241528
TNFAIP8L1,0.6804204,-0.1567049,-0.13082981,0.036195755,-0.47747946,0.13235044
GNPNAT1,0.49318218,0.5541229,-0.53247213,0.33461952,0.34517288,0.7503357
TNFAIP8L3,3.9404454,2.046721,-0.023823977,1.0715575,2.5930924,5.1179166
DLAT,0.63056946,0.6087465,0.29034328,0.9241791,1.492497,0.11670923
TPT1P5,-0.92751694,-0.42812347,-0.044828415,0.5158367,-0.68035793,-0.8706846
ANKRD2,0.23261023,-0.017499447,0.35248137,-0.15612936,0.33006477,0.07541752
ANKRD6,0.20536947,0.14913893,-0.17091894,0.72892904,0.67263794,0.27423048
LINC00174,-0.8646674,-0.43397522,-0.026159286,-0.16681051,-0.5391569,0.057147026
MAP4K2,0.23687744,0.2108841,0.8732357,0.76911926,0.81912327,-0.019212723
ATP6V0B,0.121234894,0.2186203,-0.38803387,0.3151226,0.39395523,-0.046577454
PRMT2,0.01671791,-0.20401955,0.6843147,0.21565819,-0.010777473,-0.008996964
IGFN1,0.38161182,-0.12848377,-1.3003521,-1.3927836,0.2927413,0.24642134
PALD1,0.6111407,-0.24981165,2.5277843,1.9952488,3.8591127,1.038559
POC5,-0.36934185,0.23734808,0.52721405,-0.25022125,0.87997246,-0.5476322
MDFIC,-0.31610775,0.27155018,0.2885437,0.19966412,0.3319931,-0.09518814
RPUSD1,0.1359253,0.13804817,0.12170601,0.3651638,0.31072998,0.012951851
B3GNT5,0.10024643,-0.04786873,1.673171,2.1854153,1.8445864,0.29973888
RPUSD2,0.030287743,0.24208546,0.21512604,0.3034582,0.61273,0.10981941
RPUSD3,0.027259827,0.31313133,-0.3631506,-0.5086298,-0.25049114,-0.7134628
WAC,-0.593647,-0.45956612,-0.15660954,0.25640297,-0.28405762,-0.09877682
RDH5,-0.21904612,-0.8798137,0.77274895,-0.44488287,0.8529968,-1.2201962
FAM181B,0.27499056,0.006250382,-0.0885129,-0.12082958,0.14034367,-0.3196206
ALDOB,0.6170628,0.03081131,-0.12335396,-0.47455382,0.19081736,-0.44416428
SGK1,-0.7540388,-0.68780804,-2.4822521,-2.9459543,0.402915,-0.7018318
ALDOA,0.8223324,0.9740429,-0.3344984,0.11421776,0.32327938,-0.0014534
MCCD1,0.048146725,0.01695919,-0.87011147,-0.052378178,0.12843609,0.27456617
WAS,0.14685154,0.23198223,-0.4414854,-0.14216709,-0.44834232,-1.1885853
AKAP6,-0.24636078,0.52567863,1.5199211,0.35991812,-0.16304588,-0.25974274
LILRA1,0.20141792,0.51148987,-1.6067243,-0.75353813,-0.32520962,-0.21571207
LYZL2,-1.1961718,-1.1603506,0.85283065,-0.08696246,-1.9366372,-1.4937167
AKAP5,4.991548,4.3080826,4.4321218,4.7938375,4.303586,5.068326
LILRA3,1.5082703,1.2835522,-4.2909822,-4.0099587,-0.40715027,-0.27069283
AKAP3,0.13975501,0.7716973,1.2228992,-0.1293956,0.030426502,-1.4880562
LILRA4,-0.33701515,0.15002823,-4.3615003,-2.9384222,-1.644104,-0.97174644
FAM184A,-0.06306195,-0.03398609,0.083896875,-1.0782578,-1.1928387,-0.9118328
OR4C46,-0.15196645,-0.7972287,1.2249627,0.23694468,-1.5600324,-1.1655856
DNAJC5B,1.1536579,1.1702509,-1.6856635,-1.3103087,-0.71745586,0.7079644
C16orf46-DT,-0.803283,-0.6236507,1.5050021,0.33220923,-1.3797603,-0.97204924
LILRB1,-0.034070015,1.1011019,-5.7087235,-4.7944183,-2.038394,0.075883865
LILRB2,-2.2583284,-0.82251644,-4.652892,-1.7456846,-3.673317,-3.2419786
LILRB3,-0.15863323,0.24114513,-3.8348522,-2.0948467,-1.5732527,-1.1181402
LILRB4,-0.35583973,0.90100384,-3.045107,-2.3682861,-0.42166996,0.71023464
LILRB5,2.4323058,5.5152907,1.8476267,4.5311522,-5.089554,2.5178857
TPPP3,-1.5468321,-2.1550612,-0.5170493,-1.4294379,-3.4331098,-2.760468
TOMM7,0.019918442,0.079401016,0.5697222,0.6028786,-1.0403738,-0.34309387
FAS,0.42564964,-0.13676882,-0.3061657,-0.16381264,1.6421003,1.20683
TOMM5,0.605916,0.9073515,-0.38066483,0.58695126,0.35639095,0.9459734
SIRPD,-0.7369685,-0.04636097,-3.3928132,-0.53977346,-0.8684263,-1.1441407
SPANXA2-OT1,1.0554547,0.296,0.6867709,0.38717794,-1.9500194,-0.07894039
ARID4A,-0.12331915,-0.008735657,0.9893284,0.00971365,1.6304998,0.046154022
ARID4B,-0.20888138,-0.003885269,0.27665234,0.2872982,1.2446976,0.16721535
CIB1,0.3185587,0.6535692,0.37865543,0.55894375,0.29654217,0.07055855
TMEM144,-1.0840435,-0.48288107,0.56780624,0.33078194,-1.2271786,-0.5844693
FBL,-0.18516445,-0.047085762,-0.118328094,0.2698412,-0.4416046,-0.059165955
PTTG1,0.6263819,1.621768,-1.206728,-0.19428158,-0.44740677,0.044714928
PTTG2,0.9119797,1.5250416,-0.78906584,-0.117752075,-0.23718166,-0.019835472
NUSAP1,0.5328741,1.3482733,-1.8901501,-1.888185,-1.5016155,-0.6896944
PDE8A,0.43193817,0.5956135,0.19275808,0.32943058,2.2294807,0.80406284
TMEM14C,0.30244064,-0.006343842,0.43525124,0.6715145,0.7795868,0.538249
CFAP418,-0.4812641,0.004351139,1.1076031,1.2882242,0.8841257,0.6412878
ANGEL2,-0.6619139,-0.68742275,-0.2769723,0.5524869,-0.07211876,-0.7984586
ANGEL1,0.43588877,0.6651106,-0.14240885,-0.49155712,1.5805349,0.32054806
ARID5B,1.0488677,-0.15226364,-1.392026,2.00705,-1.9755011,1.8649712
SORCS3-AS1,-0.020278335,0.7671125,1.0788136,0.24008012,-1.7032796,-1.1166959
CFAP410,-0.4510579,-0.60583925,-0.031080246,0.27859545,-1.4022479,-0.8679223
SGO1,0.77800417,1.6742544,-1.8395865,-0.024130821,-1.7455678,0.19710732
TMEM134,0.71070004,0.58113194,0.6155615,0.7672472,0.6648798,0.0653801
LMX1A,0.8348799,0.30676603,0.91857386,0.589169,0.5261698,-0.5045295
TBL1XR1,0.13554573,0.14558601,1.7713232,0.39539814,-0.50191116,-0.019465446
FAM185A,-0.28034544,-0.011481762,-0.13980246,0.2604847,0.41734314,-0.4361019
ELMO1,-0.00147152,-0.32114458,1.541853,0.030687332,0.34559822,-0.4317336
PMS2P3,-0.4630289,-0.13312244,0.037226677,0.32486296,-0.59396076,-0.5276208
ELMO2,-0.075549126,0.35787296,-1.31845,-0.11813831,0.6708336,0.33072853
LMX1B,-0.1319871,1.0430694,4.8723,-0.2997749,-0.55539465,-1.0857973
STAM2,-0.48008966,0.003521442,-0.7476182,-0.5540881,0.8676982,-0.038708687
ATP6V1A,0.24825764,0.34405422,-0.052168846,-0.31142616,0.41816235,0.29143238
OR2C1,0.00911808,-0.31276536,1.6836381,1.0038204,-0.53402376,-0.5307231
H6PD,2.0318804,1.3793921,0.24511433,-0.2771864,1.3843842,1.8911572
DNAJC27,-3.4100375,-0.40773344,-0.60941124,-0.609385,0.06386566,-0.5451784
NID2,0.57449377,-0.9887738,1.0044619,0.050603032,-1.9282786,0.5969142
DNAJC28,-0.15637255,-0.17649603,0.16283369,0.29601574,1.2101111,-0.34031773
SEL1L3,0.32352352,-0.23026371,-2.5646768,-1.3011866,0.595314,0.06953335
SDCBP,-0.968462,-0.5267253,-1.6984863,-0.96472406,0.017224312,-0.39934397
TMEM127,-0.15392494,0.19177628,-0.35603714,-0.1769886,0.6068554,0.000407
RPS17P10,0.03142929,0.58168983,-0.13695145,-0.40959167,0.41989326,0.74948025
BCAP31P1,0.5599861,0.66043663,-0.10334301,0.6502285,0.16322136,0.40111637
HSPA8P18,1.2896996,0.25232363,0.8681936,0.6595979,0.53755474,1.2268162
DNAJC21,0.061548233,-0.10428095,0.5118737,-0.38907814,1.135539,0.41060257
STAP1,-2.4687505,-0.017490864,2.6288912,1.0844634,-0.8300166,-1.4444747
ATP6V1D,0.5229683,0.6609249,-0.22803593,-0.12746048,0.6088724,0.9226551
OR2B2,-0.519562,0.67905235,-0.6209376,-1.0431337,-0.34927654,-0.33921075
HSPA8,0.7622719,0.79024696,0.80220604,0.41469955,0.5240221,0.8982487
TGFB2,-0.09320998,-1.5441067,0.41163802,-0.056280613,-0.74946165,0.12562537
TGFB1,0.9121618,0.6653471,-0.52616215,0.072649956,0.28177643,-0.4062767
LRRC75B,0.8380594,0.5684309,-0.31263304,0.0016675,0.88043976,-0.001667976
TGFB3,-0.23028755,0.5287416,-0.2775805,-1.1179144,0.6117022,-1.884921
EPHX1,0.5703831,0.10815048,-0.4958496,1.4217052,-0.19673061,0.038258553
HSPA6,-1.847436,0.117093086,-2.5787115,-2.8361635,-4.17859,-4.79524
HSPA2,0.5236635,0.021607876,0.3865857,1.7099419,0.004729271,0.43118477
DNAJC16,0.22700787,0.19005108,-0.17574835,0.1651969,-0.023697853,-0.004245758
NFKBIA,-0.18040848,-0.4973755,-0.848588,0.56095695,0.11014843,0.66055965
DLG1,-0.3699112,-0.18831825,0.44585323,0.27799988,0.5148058,0.2915573
FER,-0.41552353,-0.007162094,-0.39264488,-0.16922283,-0.54445267,0.12633228
TMEM114,0.7811452,0.09294033,1.3330866,0.2330507,-1.5718952,-1.0980961
DLG3,0.5800929,-0.5549607,1.5118732,0.40529323,-1.5143466,-0.017800212
GDNF,-0.6662286,-0.46322,1.5755945,0.54809034,-1.3051125,-0.81280786
FES,-0.485816,0.099131584,1.5775642,1.7481756,0.16466618,-1.1107368
TMEM116,0.008745194,0.29446173,1.1295676,0.05838728,0.20698881,-0.43124866
DLG5,-0.42445898,-0.46685696,0.606199,0.861284,1.2485862,-0.82895803
TGFBI,1.7443695,2.0258083,0.4454708,0.92870903,0.62433815,1.1376095
CLASRP,-0.035150528,-0.32879448,0.33510208,-0.005710602,0.004303932,-0.118411064
PALS2,0.78483105,0.37083244,-0.8992367,0.008811235,1.1292758,0.5415721
OR2A4,-1.6734347,0.7062504,0.45826483,0.001963615,-0.7763953,-0.4005494
HSPB9,0.3320701,-0.6137891,-0.41258478,-0.12187433,-0.6910374,0.027950525
MCTP1,-1.3599095,-0.8117156,-2.831861,-1.714817,-2.8062959,-1.472002
PDE3B,0.1535964,0.036742687,-2.5254226,-2.1656961,0.5186653,0.1373601
ELAVL4,-1.044637,1.4655962,1.0331094,-0.14079785,1.0189543,-0.5158582
HSPB1,0.6274433,0.6388283,0.84525394,1.07588,1.1783342,0.39604282
ELAVL1,0.2780652,0.41291904,0.3234396,0.68042946,1.1838846,0.10653019
DHTKD1,-0.88290787,-0.36907244,1.238472,1.5416298,0.8876972,-0.47477913
TMEM102,1.3401709,0.7125635,1.7469606,1.9437647,1.8985395,1.1552944
TMEM105,-0.34008598,-0.012273312,-1.6508021,-1.616602,-0.52807,-1.2053208
ENOSF1,-0.76194763,-0.06849861,-2.101665,-0.8851013,-0.849061,0.13864517
PDE4B,-1.8328738,-2.38099,-1.4309697,-1.9173365,-1.4433126,-1.3191605
PDE4A,0.54059887,0.32351208,1.3086758,0.9235468,1.6102953,0.2086811
