,GSM758903,GSM758910,GSM758914,GSM758924,GSM758944,GSM758951,GSM758956,GSM758964,GSM758968
ECHDC1,-0.51545143,-1.128232,-0.09091663,-0.88420486,-1.150053,-0.98479843,0.09852028,-0.6533117,-0.7996521
GNRH1,0.14464474,0.4612813,-0.20869303,0.5380511,1.1363606,0.33619404,0.6450753,0.47654963,0.34939337
NOL10,-0.4123745,-0.6489644,-0.46433306,-0.9572177,-0.52138805,-1.6925292,-0.12737656,-0.50732803,-0.6467705
CALR,-0.6810427,-1.0268459,-0.8808136,-1.499898,-0.78198624,-0.14233112,-0.48097897,-0.98351765,-0.11645985
NRP1,-2.2919512,-3.3543634,-1.9501677,-4.409128,-3.8965015,-3.0864706,-2.4538012,-2.8746824,-3.0654225
NRP2,1.5543804,2.0479412,1.5124226,1.845604,1.5959606,0.8942642,-0.6297169,2.0479832,1.5515995
ICA1,-0.7312808,-1.3380947,-0.8978605,0.44843626,-1.3205533,0.26795387,-0.8523407,-1.3453126,-0.032283306
OTUD7B,2.141415,2.3286738,2.6484976,3.3018007,2.8139625,2.5698357,3.4480171,1.9874668,3.477407
CROT,-0.86104584,-0.3806281,0.20191336,0.521718,-0.3849485,0.30689335,0.7449913,-0.30565262,-0.3653865
BOLL,-0.58690125,1.9715949,-0.8861259,0.2695191,0.4176166,2.312459,3.1987534,-0.09075189,-0.2890358
MIS18BP1,-0.47350502,-0.6856537,-0.26716805,0.18359756,0.007770538,-0.07529831,-0.29516792,-0.46921062,0.18554688
OTUD6B,-0.00551939,0.104973316,-0.5959444,0.13146734,0.49306202,-0.7916546,0.34409904,0.011503696,-0.6023698
MUC12,0.6514931,-0.54350734,0.5879617,0.85488224,0.11216426,0.5182862,1.8339605,-2.1510563,-0.41364145
HSPB1P1,-0.23684692,-0.120334625,0.13683224,1.1201515,0.7542429,1.8804111,0.90242004,-0.19622898,1.8716087
HSPB1P2,-0.03471756,0.045701027,0.4079914,1.0296326,1.1152267,1.8405628,0.17891502,0.014288902,1.4548416
CAP1,-0.47112083,0.02934742,-0.077046394,0.13407707,-0.18101978,-0.7467346,-2.0304375,-0.00357914,-0.41720772
APOBEC1,-0.28932112,0.026957512,-0.82407725,0.5802678,0.7844651,1.1677322,3.400935,-0.18472648,-0.2634927
APOBEC2,1.0786989,1.1586952,-0.9265264,0.49861538,0.35368586,1.4998636,3.1049964,0.7155614,-0.30234694
SFTPD,-0.3226521,-0.6865938,-0.8322468,-1.6064465,-1.0587013,-0.5989568,0.5461273,-1.589395,-1.6522512
KIF6,-0.56878126,-0.24630082,-0.93478143,0.29512656,0.4703089,0.9503876,4.8472204,0.04245639,4.9526095
DUS2,-0.3574953,-0.41406345,-0.4125619,-0.7823181,-0.9064288,-1.0786815,-2.86198,0.05809498,-1.1645188
KIF9,-2.7138166,-2.268462,-3.2731895,1.8444242,-1.6274073,-1.2536061,1.0679274,-2.525281,-2.6480744
CANX,-0.13932037,-0.2050333,-0.42423534,0.12055588,-0.052778244,-0.60985374,0.8291588,-0.002482414,-0.31442928
DEPDC1,-0.40155125,-1.0500256,-2.3869739,-0.7757628,-0.8007722,-0.34262943,1.8978515,-1.7449952,-1.7423499
DEPDC5,-0.08252716,-0.08679485,0.23005772,0.2635727,0.008126259,0.79719925,-0.3981247,0.07629681,0.6455822
MFGE8,-0.6009865,-0.9138036,0.5099902,-1.850158,-1.2535973,-1.3111818,0.33756638,-1.3015046,-1.6698472
DEPDC4,-0.23723507,-0.90183234,0.2195921,-0.44304085,-0.62600946,-1.6939983,0.17445755,-1.1106093,0.14283562
YAP1,-0.26953447,0.6861706,1.5644295,-0.002589822,-0.11829424,0.34762073,2.6334078,0.0810132,-1.0293286
NAPB,0.36029935,0.223104,0.004393816,1.0138152,0.28153896,0.608408,0.8462665,0.17331386,0.5861132
C1orf35,-0.15482903,-0.19397736,-0.8177452,-0.23755074,-0.6134443,-0.10485077,-0.31748772,-0.5061302,0.24084091
CAPG,0.7299547,0.8593559,0.57171917,1.2575483,0.31714153,1.2207174,0.46654224,0.7841816,1.01826
SLED1,0.8773117,-0.012940407,1.5437269,0.039467335,0.92389774,-0.18723297,3.7950506,0.8341713,-0.36402178
HSD17B8,-0.6984172,-1.0012012,-1.526453,-0.8251548,-1.805974,-0.8806362,-1.0725341,-1.3324456,-0.8544035
RANBP3L,-0.44333673,-0.17707402,-0.8396306,1.4665813,0.5518284,1.0688236,3.3337514,-0.40058434,0.3877524
HSD17B1,-0.40638733,-0.7916665,-0.49697685,-1.7640254,-1.269454,-0.42617607,-0.063957214,-0.8591752,-0.97928
HSD17B2,0.19848168,-0.95729107,0.5563446,-0.23381352,-0.3093711,0.18239105,2.510346,-1.2365397,-0.7707211
UVRAG-DT,-0.5312097,0.326535,-0.13866901,-0.68674564,1.2267313,1.2703118,2.5987291,-0.112317085,0.38009667
PGGT1B,-1.411694,-1.5459628,-0.7400379,-0.92260075,-1.0408206,-1.5142002,-0.86740875,-1.6352625,-0.82122135
MAP3K5-AS1,-0.5167086,1.4765646,0.4991114,0.7278116,1.2672257,2.3691092,3.2530897,1.5749564,1.2729964
MON2,-0.095395565,-0.4110813,0.054463387,0.34052944,0.5471568,0.32970142,1.3921442,0.029088974,0.18261623
GABBR1,11.720663,11.743906,11.621351,11.617865,12.530579,11.687372,12.678856,11.651251,12.075554
C1orf21,0.8304529,0.7906532,1.0608711,0.63746357,1.5839529,1.1411009,1.0955629,0.77009964,0.95737934
RBM33-DT,-0.004357815,-0.30797672,-0.008426666,-0.35966492,-0.32342577,0.004358292,2.0680103,-0.23328543,0.1518035
OSM,-0.31041908,1.0639677,2.4719734,0.9019108,0.8164196,2.5202522,2.7099037,1.3572636,1.4526176
PNMA5,-0.7130203,-1.1486678,-0.8778963,-1.3607469,-1.0118837,-0.25367928,0.34792137,-1.43855,-1.9866815
MYO9B,-0.15494347,0.18531704,-0.67466545,0.55443,1.0616436,0.472641,0.51052284,0.59339523,-0.6728077
PNMA2,1.1609516,-0.17314231,-0.24371958,0.44133043,1.6532471,1.0491621,3.2662668,-0.3850745,-0.1208092
TTC9,-0.90003395,0.596118,0.04439068,-1.9395514,-0.9376092,0.090752125,-1.5339975,0.25547647,-1.2735572
NOL4L,0.5266566,0.9918742,0.053929806,0.9940076,1.067081,1.2901516,-0.0788002,1.2270474,0.77193594
TTC5,-1.0320663,-1.108036,-1.0859022,-0.108682156,-1.852943,-0.61763096,-0.59051657,-0.65593815,-0.05551243
TCEA3,3.74924,4.0792236,3.2302504,2.8598127,4.290559,3.2678618,3.8201714,3.9382248,3.295608
TCEA1,1.2475567,1.6179123,1.0403395,1.6186295,2.009305,1.0086689,1.8942385,1.425581,1.1450567
OTC,-0.28934133,-0.07644808,0.29994678,0.281523,0.114797354,0.5670948,2.8601012,-0.80952036,-0.8312599
UBXN2B,-0.23697186,-0.41491318,0.6355858,-0.1489172,-0.2283287,-0.16292095,0.20411587,-0.16490078,-0.15871143
TBC1D29P,-0.048600197,0.74879,0.21303606,-0.33771634,-0.4570787,0.00027,2.3049626,-1.3888404,0.049060106
C1orf56,0.5036993,0.691411,-0.13031006,1.0773554,1.0736666,1.5674353,0.7801094,0.54459095,1.4866724
LOXL4,-0.6571855,0.1366986,-1.2443188,0.49161232,0.363948,0.81924534,3.118878,-0.5475819,-0.5507939
BUB1B,-2.5983434,-2.39389,-3.7159233,-1.942255,-2.7980628,-1.9053068,-1.4928923,-3.3400333,-2.615046
CAAP1,-0.15896559,0.00421238,0.91665125,0.45710993,0.089288235,-0.015690804,1.182673,0.28461552,0.18865871
TTF2,-0.98182654,-0.21282983,-2.640447,0.63708925,0.08958602,-0.97091985,0.68022156,-1.1933632,0.21246386
NR3C1,-0.004055977,0.4114132,0.78798485,0.9552164,0.55845547,0.2687044,0.98920345,0.5237961,0.5244875
DRD5P2,1.4692512,2.2709923,1.0790935,0.23074865,1.1872578,1.5095878,1.5631275,2.3255272,1.0291567
COX6A2,0.35246348,0.17132425,0.6605098,-1.0269495,0.08379364,-0.5407119,1.6555364,-0.267179,-0.6686747
ACTG2,-1.5249689,0.008928537,-0.33716154,-0.10475302,0.64862704,-0.024588823,2.8488188,-0.36590624,-1.4529991
LOXL2,0.9090433,1.6065907,0.28344584,0.6255131,1.2577949,1.1177697,0.9876833,1.2051258,0.5933709
TBC1D32,-0.80200875,0.0800519,0.2557099,0.12497139,-0.8253354,-0.367774,1.9851637,0.29388618,-0.15483189
RPP38-DT,-0.5027044,-0.26121426,-1.1341944,0.50757277,0.47379577,0.94164705,3.2797887,-0.38294876,-0.4562832
TEKT4,-1.161664,-0.20459175,-0.48352146,-0.498312,1.0657768,-0.28387976,-0.2464509,-0.2530265,-0.761827
CAST,0.39677048,0.54748344,0.6130705,0.5729084,0.8877201,0.34685326,0.45584297,0.8893614,0.4602108
MORC4,-1.8561301,-1.7414627,-3.0206952,-1.1908975,-1.9549766,-1.8818955,-1.6370769,-2.2384,-1.4588041
IRAG1,-3.4926405,-3.678032,-5.210899,-4.0859833,-4.9122767,-4.2771196,-2.0675817,-4.9422245,-2.9901147
CASK,0.9091282,0.42284203,1.6334476,0.6250162,0.5773411,0.67780876,0.60505295,0.6567936,0.70855284
TBC1D2B,0.6527014,0.81922436,0.06296539,-0.023497581,0.57437897,1.1084833,-0.15386677,0.76955223,0.04987812
COX6B2,0.8128915,0.1984334,1.1373396,-0.14931583,0.32754135,0.69263506,0.71643543,0.09312487,0.44981813
MUC3A,-0.448357,-0.5629088,-1.2778268,0.8488983,0.17019045,0.7249235,3.0424285,-0.7542051,0.21523654
YBX3P1,0.08712196,-0.020141602,0.61885166,0.5974941,0.73180676,0.64238167,-0.27308083,-0.027269363,0.87813187
EEF1A1,0.86950016,1.5677948,0.13840008,1.3140173,0.9839792,0.19125748,0.20364857,1.1099033,0.6537266
GPRIN2,-0.11495018,0.3450942,-0.48465586,-0.48216105,-0.67558956,0.09334803,1.5792761,-0.087882996,-0.6687155
EEF1A2,0.41059995,2.99595,1.2384117,3.4513319,1.8659418,2.7610672,1.6236012,2.2516716,3.3131282
TBC1D24,-1.0626082,-0.8932748,-1.2839994,-1.1120224,-1.5459704,-0.6581011,-1.4087019,-0.9665699,-0.8409977
WDFY2,-0.8746395,-0.70008564,-0.2050724,-0.39229202,-0.22340775,-0.7622204,-0.7713213,-0.4876175,-0.9172745
WDFY4,-0.033655167,-0.3442936,-0.2780552,-0.3649311,-0.5806227,0.7427559,-0.3965683,-0.21115303,0.75217056
CARS2,-0.26179123,-0.33548832,-0.7467346,-0.8875141,-0.2909317,-0.46557236,0.12950325,-0.5297823,-0.21090126
EMID1,0.2516091,-0.21481371,0.75669813,-1.2759944,-1.2289604,-0.8093965,1.4616361,-1.3940248,-0.55698204
DDX6,0.4655962,0.87937164,-0.037104607,0.9785204,1.1335678,0.6062918,0.5271578,0.6818371,0.91130924
GNAZ,-0.046183586,-0.101970196,-1.4331846,-0.001222611,0.7336521,0.04915142,3.0256338,-0.915936,0.49659586
TCF7,0.7796321,0.67300797,0.43195724,-0.15418792,1.4918664,0.94004965,1.7883716,0.55460215,0.19158983
KCNC4-DT,0.22216105,-0.51691294,0.23198628,0.17615962,0.24774504,0.66414523,2.9518826,-0.7000346,-0.75575626
ADGRG4,0.24707067,-0.11468339,-0.96412325,0.6068133,0.6391063,1.0744154,3.3177311,-0.30652,-0.32476568
VCPIP1,-0.18701553,-0.17327881,0.30258274,-0.015493393,-0.027787209,-0.2506733,0.20436859,-0.001461029,-0.42922592
ODF2L,1.1994205,0.9486475,1.556159,2.137074,1.8920217,0.6152191,1.1689754,1.2366867,1.0600114
LINC01806,0.81341076,-0.000515,0.3616011,1.7973773,0.49926972,1.4897196,1.3472655,0.23821831,1.6440585
ENSG00000255647,-0.6203383,0.55996895,-1.8644996,-0.3402468,0.011871815,0.9722593,2.6577032,-0.51746106,-1.0700393
TBC1D14,-1.8725338,-1.7924461,-2.259492,-2.4743,-2.3678708,-2.8051977,-5.126659,-2.056631,-2.664969
MORC1,0.22167945,0.5129204,0.45523024,-1.223221,-0.5539241,-0.50129414,2.065115,-0.99580836,-0.17426872
MORC2,-0.28504753,-0.5065751,-0.16275883,-0.53778267,-1.1914239,-0.47169447,-2.0797691,-0.09156418,-0.41623402
CAV3,-0.42263556,-0.1880796,-1.0259444,0.61678696,0.5677569,1.0191355,3.3397937,-0.39599,-0.3703434
CAV2,1.5719714,2.5179853,3.1358013,-1.1631647,2.0357714,0.2708497,1.6088309,2.5876522,3.8838673
MUC17,-0.43602437,0.44518232,-0.92075527,0.6848618,0.6178653,1.0713105,3.3818939,-0.31994104,-0.33680427
RARRES2,-0.7910309,-0.5015372,0.9188632,0.17481756,0.26513708,0.6857513,2.9721107,-0.6900265,-0.44083226
RARRES1,0.026580334,-1.6387324,-0.026580334,-3.2810457,-2.9204648,-1.4815688,-0.1354127,-1.5175242,-2.297995
HOOK3,-0.9859476,-0.23758888,-0.96378994,-0.624053,-0.39042425,-1.3647704,-0.40408897,-0.55095863,-0.97509384
GNAO1,0.00683701,0.17058909,-1.1611785,0.40045345,0.37043858,1.0026773,3.1947904,-0.56878304,-0.55263436
HOOK2,0.45732784,1.215601,0.23773098,0.7285757,0.908267,0.568532,-1.0578694,0.95560074,-0.2838354
HOOK1,1.111357,1.6325662,-0.4542837,0.074557304,1.5420225,1.8553371,2.9314528,-0.047876954,0.1722207
ALPP,1.0741017,0.8872793,-0.57957983,1.1525459,1.3695936,0.9020889,2.1940193,-0.06845999,-1.0602486
GNB2,0.147295,0.29343987,-0.3071499,-0.06882095,-0.05783081,-0.48552132,-1.618927,0.13469696,-0.4104557
GNB4,-0.02571249,0.086483,0.19788837,0.019721985,0.1872158,-1.2714372,-0.82023716,0.4009552,-0.61661243
NABP1,-0.088373184,-0.2308197,-0.18196869,0.27157593,0.044470787,0.3718052,-0.24869251,-0.32264137,0.75382996
ALPL,0.025830507,0.057501078,0.28958535,0.12012386,0.022985935,0.6608598,1.0280998,-1.273448,-0.10552502
TCF4,-0.49695015,-0.613626,0.27563763,-0.248981,-0.10753775,0.012868881,-0.98931885,-0.13075209,-0.9202852
DEGS1,0.14180183,0.3323555,0.18660736,-0.045454025,0.29402828,-0.200346,-0.9962158,0.24062157,-0.0912056
AMOTL1,-0.53430426,-0.17526543,-1.111955,0.49086726,0.56253886,0.9503865,3.1108868,-0.3973229,-0.4262476
ALPG,0.7439041,0.9926634,0.010134697,0.28821945,0.9617758,1.0912323,1.4680452,0.5662508,1.1046009
PTMAP11,-0.44477558,-0.65050125,-0.78710747,-0.4258299,0.051054955,-0.6592226,-0.43620586,-0.6595354,-0.10533619
SLC35E2B,-0.009197235,0.17173862,-0.12717152,0.13297653,0.08167839,0.048789978,-1.3779125,0.12541103,-0.11991882
GALK2,0.087509155,-0.030766487,0.3569498,0.06267929,-0.18950844,0.29325294,0.43388557,0.036492348,0.18832397
MRPL42P1,-0.44056058,-0.20220411,-0.8826064,0.5132934,0.5564735,1.3118825,3.2902951,0.06661391,-0.40622783
PINX1,0.12444401,0.05984783,0.39038467,0.5978657,0.48392498,0.97782564,3.3100507,0.006197929,-0.023818016
HP1BP3,-0.45229053,0.07274723,-0.5138645,0.09188366,0.3721466,-0.15076351,-0.30029678,-0.038187027,0.061234474
TCHH,2.2039247,1.9918046,3.7571993,0.06982851,1.3679733,2.285922,3.104972,2.378398,1.495256
TENT4A,2.0080147,2.1995983,2.4345465,2.4584007,2.7981234,2.0049305,1.8996391,2.411211,2.5169487
RND2,0.9078846,0.70360947,1.2836597,-0.08315587,-0.96609116,-0.047868013,2.683698,-0.958313,-0.34908485
TENT4B,0.12679148,0.4105029,0.11660719,0.5597129,0.4438262,-0.42137194,-1.6424599,0.47160673,0.06600237
RND3,-0.000633,-1.6087937,2.3377433,-1.2541353,0.000633,0.7064979,2.0134282,-0.25102353,0.38160467
CABIN1,-0.15235853,-0.00948,-0.17634678,0.46972418,-0.7811303,-0.3467722,-0.44335175,-0.003985405,0.14063501
ADGRE1,-0.45119047,-1.3269129,0.5952959,-1.6853962,-1.2090535,-0.02357626,0.78569317,-1.4642448,-1.1281061
ADGRE2,-0.6720371,-2.443256,-0.3996563,-3.3701286,-2.3042336,-1.8468628,-1.3233261,-1.9513779,-2.0809917
ADGRE5,0.7133541,0.60544205,1.7219028,0.5862198,0.42037296,1.3438587,1.4296207,0.9896326,0.7365742
MYO18B,-1.4820323,0.6054578,0.4642191,-0.27499342,-0.43248343,0.46600127,2.3194168,-0.17128873,-1.3773448
MYO18A,0.6594906,0.5567274,0.8777857,0.14917374,0.036852837,1.0326538,-0.07251549,0.5121231,0.06888962
CARMN,-0.52553356,0.07679498,-1.0340048,0.6634729,0.5148257,0.9740709,3.2611375,-0.41829634,-0.42545557
OR51G1,0.0978806,0.80936766,-0.5149448,-0.52330923,-0.123833895,-0.49898863,1.6172788,-1.6410059,-0.64176583
PDPK1,0.16536236,0.5151634,0.33128834,-0.011785507,0.52740765,0.06745911,-0.8821125,0.49235725,0.3249569
IRAK3,-0.26505852,-0.6871104,0.286067,-0.6205478,-0.6448293,0.5998192,0.32658195,-0.08178234,-0.047214508
IRAK4,0.14328718,0.6003771,0.659276,0.6323929,0.72800255,-0.18586159,-0.2250719,0.56410027,0.20904398
QRSL1,0.71194553,0.93973064,0.84310436,0.8818369,0.96631813,0.7680273,0.026099205,1.130332,0.6173754
TENT5D,-0.4714321,-0.1842283,-0.969128,0.6760063,0.56885123,1.0258234,3.3207252,-0.37245607,-0.3743018
TAPBP,1.4738445,1.3181362,1.6686792,1.6071949,1.6076584,1.5743246,1.1691165,1.5202312,1.1232119
TTI1,0.13009405,0.55815554,-0.26186514,0.05624771,0.09885359,-0.27167416,-0.5808158,0.4407096,-0.5279064
ADGRF1,-0.4123397,-0.17034674,-0.8729589,0.67746437,0.5702543,1.089468,3.359463,-0.36773396,-0.22765857
ADGRF4,0.77666044,0.076263666,0.64192295,-0.5246327,-0.6227286,-0.21931458,2.043788,-0.3587005,-1.6059167
CRY2,0.78902817,1.4358721,0.67849016,1.1941605,0.8388462,0.5388689,0.98472595,1.0164738,0.0804162
CHI3L2,4.269228,1.4134998,3.5606146,0.7852974,-0.033646107,2.988285,3.194522,1.8444643,1.7521243
CHI3L1,3.4954128,1.8187323,3.7904348,1.1684494,1.6175976,3.3866081,2.9122791,1.9320383,2.2672367
RAD51-AS1,0.46919012,0.59455395,0.49816132,0.9703188,1.5783043,-0.818007,-0.6736078,0.25480127,0.61416054
NAT8L,-2.585041,-3.3751242,-2.943807,-2.566773,-2.6232083,-2.169469,0.17030191,-3.5838265,-1.4023876
OTUB1,0.6576185,0.8358145,-0.011226654,0.41466045,0.5829649,0.55129147,0.0585289,0.79356384,0.20254993
CLRN1,-0.33110553,-0.005349159,-0.84387517,0.85383105,0.74153113,1.1945379,3.4595861,-0.19456601,-0.20563811
DNAH3,4.26647,4.3184285,3.2613902,5.079309,3.203249,3.887504,3.650436,3.8422031,4.8636785
DNAH1,-0.48487616,-0.28116274,-0.524549,-0.13072062,-0.3506117,-0.39060497,-0.61407804,-0.19220114,-0.8867712
NAXE,0.32312965,0.10531235,-0.12790012,-0.26228142,0.10476589,0.5378628,0.050792694,0.046539307,0.20851517
DNAH5,-0.32362503,-0.038870573,-0.90063727,0.74173236,0.7218206,1.1497912,3.3887722,-0.21352088,-0.17747116
DNAH6,-0.34844404,-0.041513562,-0.8360772,0.7712858,0.7171711,1.1722814,3.475062,-0.21806633,0.9876789
RNF8,1.282671,1.8634377,1.1819572,1.6179962,1.4103203,0.9066429,-0.048493385,1.9316025,1.5223236
ASAP3,2.3960547,2.3933191,2.1586447,2.2079449,2.2032957,2.3213773,1.6074853,2.3427224,2.7450428
PKD1L1,-0.73687804,-0.43774068,0.27662218,0.474612,0.30906737,0.7645844,3.057209,-0.6169907,-0.63433063
RNF6,0.3345809,0.42629957,0.13138723,0.8218026,1.1759825,0.11195803,1.1835222,0.5506587,-0.3370862
ASB11,-0.38863003,0.1397295,-0.9573058,0.707919,0.6189742,1.0920707,3.399084,-0.29740512,-0.28109866
RNF7,0.24799442,0.36206532,0.21004677,0.40851116,0.26545334,0.39857388,1.0824594,0.5065155,0.4753332
PKD1L3,-1.3897753,-1.0706522,-0.3823197,-0.36219656,-0.3125794,0.10457897,2.3700151,-1.2581941,0.053956747
FTHL17,1.3690186,1.1368198,1.0253544,1.218441,1.4669476,0.34574127,1.4474277,0.080244064,0.42046356
CRYZ,-0.1673851,0.89376926,1.21943,1.1700745,0.75751495,0.7441921,0.4488697,1.1429758,0.8801651
FAM156A,-0.7285404,-1.5773144,-0.56735516,-1.8142319,-1.613739,-1.108532,-0.84500694,-1.2464123,-1.1892166
GNG2,-1.5858436,-0.984416,-1.2427664,-2.6926289,-3.3488445,-1.314168,1.0019846,-1.1852627,-1.5669689
GNG5,0.8897438,1.3119602,0.40141106,1.425745,1.3494167,1.1954346,2.1531315,-0.005975723,0.92020226
ASB10,0.008766651,0.493814,-0.5684819,0.10136223,0.5236397,-0.66566896,-0.34419107,-0.13159895,0.21309519
GNG7,-0.9216709,-1.1305304,-1.0914183,-1.0598922,-1.1842408,-1.3000355,0.8584986,-1.5382767,-0.99174786
TRA2B,0.34487343,0.162776,0.15476799,0.4889145,0.7528572,0.5017624,1.3439598,0.16652393,1.0026436
CTAG1B,-0.9334499,-0.6109184,-1.3196931,1.0846198,0.080123186,0.6584554,2.8908823,-0.28828442,-0.78776085
EYA3,0.83243275,0.26365185,-0.0752306,0.12947893,0.6004505,0.39786625,0.6967406,0.57936525,0.29669905
MUC5B,0.09918356,-0.46143413,0.15706086,0.06788349,0.2402116,1.5882013,3.058298,0.52571654,-0.5400914
RSPH3,1.0153732,0.990078,1.7690516,0.33704567,1.0138226,-0.3815899,-0.3643093,1.4249868,0.6236
MYO15A,1.6749592,1.3588767,1.2238202,1.6515594,1.1089802,1.7093749,1.3287334,1.2589707,1.712306
ACTG1P10,-0.98903656,-0.9639206,-1.464097,-0.051944733,-0.45423317,-0.51885414,-0.9146118,-0.97193146,-0.013694763
NAXD,0.36680412,0.52345085,0.57992554,0.088638306,0.18346596,0.7023945,-0.006576538,0.8278742,-0.003313065
OTUD1,-0.3591094,0.041750908,0.022351265,0.403018,0.5121784,-0.005387306,-0.21784782,0.13790226,-0.31919765
OTUD3,0.47791195,-0.31483555,-0.21262264,0.0120821,0.9802165,-2.2066102,0.010389328,-0.49122763,0.038378716
GPATCH2,0.053605556,0.26457787,0.47690392,0.9941969,0.8113365,0.56391096,0.059342384,0.47646523,0.81531286
XYLT2,1.3338394,1.5210896,1.0058165,1.2728844,2.0268574,1.5743904,0.96414757,1.1210098,1.3120708
XYLT1,-1.2021999,-0.31976604,-1.2366652,-0.54979944,-0.33111715,-0.99647284,-2.3516164,-0.44466496,-0.7668209
GPATCH1,-0.05295801,-0.26225185,0.57083416,0.3546505,0.4569807,0.43470716,1.9340773,0.10029554,0.57224846
PHAX,0.049682617,0.2799368,-0.27363205,0.19822884,0.19261932,0.12724113,0.8733158,0.35832787,0.9432812
ADARB1,0.48557806,1.4646959,1.1035442,2.0842948,3.4733796,1.7143455,1.2190452,1.9305263,1.0467911
GPATCH8,0.103811264,0.36486053,0.46716213,0.6107044,0.31004715,0.45303726,-0.20781612,0.52198696,0.5957947
MIR22HG,0.51189613,1.8635416,1.6044636,1.1013851,1.0999365,0.8278198,1.6248283,2.181326,0.92123795
CMKLR1,0.9957247,-0.78648186,1.5886021,-0.8936262,0.08246517,1.4667387,1.2370768,0.28659725,0.69926167
ALDOAP2,-0.11501694,-0.34883022,-0.47031403,-0.84973717,-0.7525425,-0.7957878,-0.89266396,0.001246452,-1.2731972
FNDC3B,0.094018936,0.7065096,0.3464942,1.0474515,1.3407431,0.10636854,-0.9783201,0.63369465,0.58967733
ATG14,-0.2519188,0.33162498,0.42722654,-0.6475644,0.019414902,-1.1166315,-0.9761114,0.5171032,-0.6439414
GABRG2,-0.3922544,-0.141464,-0.7715882,0.4524219,0.56354856,1.1545078,3.4606404,-0.3444376,-0.23077738
ATG12,-0.07466793,-0.16348648,0.54881,-0.009984016,0.22198296,-0.43028164,1.3661432,0.100883484,-0.018321037
GABRG1,-0.49855423,0.67066145,-1.0503372,2.7196736,0.57252693,0.99407935,3.1466398,0.67812824,-0.35477662
OTULINL,-2.293024,-2.1762114,-1.8585386,-1.949501,-2.0657701,-2.816166,-3.543065,-1.9440031,-2.3774757
ASTN1,0.7732558,-0.98405457,0.2663746,-0.3270657,-0.4220159,0.14520264,2.2456813,-0.10903239,-0.76137185
RHNO1,1.1446877,1.73668,0.6873722,1.9007416,1.3169928,0.75131226,-0.66985655,1.6841764,1.0672264
ZNF397,0.5800166,0.7914181,0.8378258,0.12000561,0.6110287,0.88834,0.31683064,0.6858034,1.0612359
ZNF395,-0.2590747,0.0731101,-0.8189707,-0.42356825,-0.38668346,-0.7473335,1.1941266,-1.0150256,-0.65866375
PRKRIP1,0.5572262,0.5159054,0.8499584,0.6592045,0.9240818,0.54844284,0.8493252,0.7230911,0.7514229
NTHL1,-1.0142374,-1.7085943,-1.2017794,-2.5523896,-2.4986243,-1.7688751,-0.30333662,-1.9534898,-1.6881399
TTPA,-0.38023806,-0.1402049,0.5003499,1.5459751,0.60201085,1.0390648,3.1892447,1.2771891,-0.340909
ALX4,0.6165614,0.053126097,0.2821374,-1.0421515,-0.585098,0.29843378,1.3783107,1.5201912,-0.61955595
ALX1,1.126333,-1.273073,-0.43633676,-0.25155377,0.38571644,-0.18223023,1.9294856,0.10910249,0.2220254
NHEJ1,1.0100808,1.2053523,0.38782072,0.5974908,0.98636246,0.5569706,-0.31758308,1.2419271,0.54516125
NAA50,-0.9632082,-0.97194767,-1.0915608,-1.331008,-1.0800028,-0.8464408,-2.1742244,-0.89477205,-0.96975756
PRELID1,-0.08619976,-0.52712345,-0.36172962,-0.8623705,-0.69356537,-0.056012154,-0.087210655,-0.6236305,-0.486598
STARD13,-2.4313664,-3.026631,-0.62462234,-3.1677122,-3.2842212,-2.3180804,1.9331131,-2.2404752,-2.4616902
ICMT,0.51416206,0.7383642,0.6670151,0.26618195,0.13863945,0.09234238,-1.9451799,0.8121805,0.071928024
ZNF383,-0.2726698,-0.5275774,-0.29097366,-0.80858994,-0.014839172,0.03497696,-1.052434,-0.67958546,-0.24020529
SNAPIN,0.042840958,-0.09859562,0.101986885,-0.46336555,-0.03916073,-0.39126968,0.34710503,-0.101706505,-0.112127304
NFATC3,-0.5445633,0.31145477,-0.78280497,-0.4333768,-0.80265045,-1.4043832,-3.242641,0.4879198,-0.7140999
NFATC2,0.084237814,0.4898417,-0.46814632,1.3624582,0.54567933,-0.94337916,1.4001307,-0.011271477,-0.5915768
PHC3,0.5469065,1.0237846,1.3865061,1.145359,1.3644829,0.79151154,1.621788,1.2416143,0.797699
