,GSM758903,GSM758910,GSM758914,GSM758924,GSM758944,GSM758951,GSM758956,GSM758964,GSM758968
RPS13,-0.552475,-0.41861916,-1.4334183,-0.48070908,-0.7719555,-0.32889366,0.95404434,-0.6079292,-0.40704346
BRICD5,-0.057776928,0.19870043,-0.46326637,-0.7426791,-0.02558279,-0.21453714,0.35191822,-0.012213707,-0.7127266
RPS12,-0.40128136,-0.43593025,-1.7375488,-0.06503105,-0.4891281,-0.22506523,1.2902412,-0.59697247,-0.09780502
SRRM3,-0.2755177,-0.71090984,-0.5108657,-0.26051092,-0.44672513,0.00931406,1.9963207,-1.037154,4.8377514
ARRDC5,0.91290855,1.0960283,0.77576494,1.3505044,0.9629302,0.39109373,-1.740912,0.8907528,0.42533016
COG7,0.1475687,0.15243912,-0.5313101,-0.060845375,-0.06450462,-0.107764244,-1.4923086,-0.00809288,-0.17858028
COG5,0.44800186,0.4044857,0.79837704,0.556551,0.27151108,0.95575523,0.6240835,0.67584705,0.30039215
P3H2,-0.49674368,0.73343754,0.07554674,-0.8937335,-0.048150063,-0.08790398,0.64084435,0.12559319,-0.57953644
HLA-B,1.6146727,1.8111448,1.4839964,1.5633535,1.9393034,0.8648386,0.6356497,1.7225561,1.1500711
COG2,-0.077604294,-0.4304328,-0.5718856,-0.8047795,-0.24920559,-0.5035038,0.9906454,-0.6589074,-0.5670152
HLA-A,1.8857117,2.0500507,1.8227215,1.7872429,2.1093464,1.6805496,2.069353,1.927927,1.5637035
HCG4B,1.04389,1.3025131,0.6141243,1.1711617,1.272438,1.4673862,1.9243813,0.6424103,1.4503727
HLA-G,1.2249098,1.1941891,1.184803,2.3218021,1.5111217,1.9741535,2.2612991,1.2531128,1.6074247
WFDC21P,7.0616903,7.420417,6.4566526,7.167506,7.412756,7.2937574,9.376231,6.746133,8.1145735
HLA-E,1.7962971,1.875042,1.6718864,1.6302891,1.9865379,2.0541534,2.0348454,1.7826424,1.5050068
TIAM2,3.375544,3.2534833,3.8463159,3.9083543,3.5639338,4.144385,3.358273,3.4120488,4.5448155
TIAM1,-1.2224884,-0.9439373,-0.9905462,-0.07056999,-1.8806925,-0.87183,-0.7037716,-1.2340755,-0.451725
ZNF839,0.29808998,0.36989594,0.3574896,0.6051979,0.08200836,0.4940796,-0.102918625,0.38477516,0.57582664
DDX10P2,-0.23241234,-1.0604787,-0.08561516,-0.5749626,-0.53770256,-0.47967196,-0.7307515,-1.1482387,-0.22277498
GK3P,1.9146242,0.76002026,2.4886656,0.7524328,1.2216444,1.9669237,2.4495678,1.2436037,1.4198637
TMEM185B,-0.23447895,-0.3304205,-0.21263266,-0.09867144,-0.002121925,-0.257833,-0.35997057,-0.21112204,-0.20633364
TMEM185A,1.2836008,1.6050005,0.71623325,1.7845697,1.7163839,1.7177801,0.5285015,1.5952072,1.9874659
CSTF3,0.61190987,0.76199245,0.40537643,1.0982189,0.8345146,0.6269913,0.8154974,0.61839104,0.77547646
GSKIP,0.25885534,0.052863598,1.1837645,0.7255058,0.27258778,-0.8100047,-1.4236007,0.77511215,0.43521118
RPAP3,0.9296036,1.287488,1.4108181,1.5328846,1.2663164,0.89199066,0.94562054,1.5333824,1.520916
CD79B,0.13266897,0.03972864,0.20925426,-0.5027075,0.12165165,0.7216301,0.7643666,0.09152603,-0.27957916
FXR1,0.06677961,0.6021857,0.3395052,1.1936111,0.5619869,0.039787292,-0.6980028,0.8899288,0.73673344
CD79A,-0.15500069,-0.4711647,-1.000699,-0.8403053,-0.21787834,0.040496826,2.7417107,-1.1188583,0.002922058
SCFD1,0.36561584,0.4439516,0.35716057,0.20379257,0.4081745,0.71819305,0.000266,0.5374708,1.014143
AP5M1,0.29367018,0.64127636,1.2122874,1.0668097,0.88971424,-0.007070541,-0.020483017,0.87574816,0.029418468
ZNF827,2.1507761,2.6267045,1.4773629,3.6623232,0.96420145,0.19712448,2.307843,2.6085618,3.5878942
PDCD11,-0.07370186,-0.4557209,-0.852396,-0.48023415,-0.80214596,-0.10523605,-0.2947626,-0.30528927,-0.1454258
PDCD10,0.7110634,0.5805378,1.3637094,1.0004349,0.9808817,0.48863983,1.5299702,1.0948334,1.0880623
ZNF823,-0.31809235,-0.38121033,-0.5627036,-0.06365776,-0.48172474,0.030151844,-2.0858912,-0.30825758,-0.07673359
STXBP5,-0.034124374,0.45379496,0.3578248,0.07507563,0.730659,0.034798145,-0.28711176,0.6794548,0.07473469
HLA-P,2.127471,2.2022848,2.0884266,1.3937731,2.4981127,1.4003401,2.4284773,1.8154144,1.7901335
TMEM184A,-0.25187302,-0.001647234,-0.42329955,-1.1999044,0.5832293,-1.4149327,0.84228206,-0.71546125,-0.6030352
TMEM184C,0.24650812,-0.015766144,0.64287186,0.025073051,-0.026241302,0.6426978,-0.73563194,0.30091238,0.41458893
LINC03021,-0.50334835,-0.21898365,-1.0338113,0.6800215,0.5258341,0.98881567,3.2868552,1.1132575,-0.4074102
LIF,1.9786391,1.9362917,3.0197105,1.7759118,0.839808,3.3954492,2.1459694,1.7795362,3.1385298
PARVA,0.56559825,-0.009504557,1.1112251,0.37687898,0.67128444,1.1444299,3.2225988,-0.24533868,-0.37414217
PUM3,-0.011468887,-0.53873444,-0.64357185,-0.21907806,-0.058197975,-0.40927887,0.17011261,-0.23388863,0.25964928
PUM2,-0.53344536,-0.32061577,-0.12984848,-0.17037773,-0.08338165,-0.41612434,-0.23496723,-0.003851891,-0.21540451
TRIM52-AS1,-0.80451345,-0.54401404,-1.421141,0.10283911,0.2160182,0.63796115,2.9115078,-0.75200903,-0.4252193
TPX2,-1.3712621,-1.260459,-1.2947664,-0.81915236,-1.7707348,-1.0308676,-1.1479712,-1.441297,-1.2414432
RPS25,0.09235191,0.17383766,-0.79038906,0.2403965,-0.03168869,0.24180794,2.491497,0.058237076,0.6050415
SMTN,-1.1793113,-1.3232474,-1.2725835,-1.6025672,-1.7582221,-0.53636694,-1.8672004,-1.788898,-1.3508401
RPS27,0.37143707,0.4128189,-0.48480225,0.7007866,0.60978127,0.58153343,3.9065762,-0.17838669,0.7517433
ADCK2,-0.36956072,-0.41468763,-0.21656752,-0.8197541,-1.059309,-1.7199488,-2.1157923,-0.17559814,-1.316638
ZNF813,-0.4065609,0.2121067,-1.7417436,-0.12387848,-0.2470274,0.46229172,2.7944508,-0.63476276,0.42893982
RPS20,0.1310997,-0.036735535,-0.8901377,0.29484177,0.14604568,0.29185677,2.373169,-0.29063416,0.6236267
RPAIN,0.34156227,0.25747108,0.4172287,0.14643097,0.29314423,-0.24403763,0.90634537,0.26836586,0.7041855
HOTAIR,-0.38009524,0.01701188,-0.96587753,1.578057,1.2949924,1.1872518,3.2711477,-0.2061516,-0.20527625
ZCCHC12,0.12860727,1.1114662,-1.0394212,0.11400223,0.359483,0.81924605,2.952112,-0.5722034,0.10696983
ORM1,0.34952736,0.9404111,2.0650783,0.39786482,2.1274333,-0.8089776,4.6665072,1.8186603,-0.10737705
AHCTF1,0.24532652,-0.110034466,0.1363082,0.7717471,0.88474894,0.022693634,-0.42108965,-0.27062702,0.37105322
UBXN1,0.44901085,0.6125765,-0.66214085,0.35144234,0.3562765,0.9236126,-0.12659264,0.3426571,0.43288803
ZCCHC10,0.4138775,0.66187,0.58678055,0.78682137,0.8964405,0.55550575,1.2679787,0.87462044,0.91501045
C2CD3,-0.5448761,-0.54358816,-0.30651283,0.24512148,-0.73648643,-0.9231906,-0.6411462,-0.57256556,-0.43390703
ZCCHC14,-0.45418882,-1.0845251,-0.16742706,-0.9307823,-0.92455006,-0.5259681,-0.90160465,-1.2407708,-1.612668
COIL,-0.23393059,-0.31189728,0.08134365,0.22718382,-0.1334939,-0.30667543,-1.3627291,0.18175888,0.28077602
C1QBP,-0.52960205,-0.8387594,-0.9018831,-0.8453007,-1.0196981,-0.43022156,-0.40886593,-0.836566,-0.310915
UBXN8,0.14424706,-0.011351585,0.16227627,-0.5101185,-0.17633629,0.9028549,1.2798462,-0.39889622,0.3745556
UBXN6,0.25084114,0.33172894,-0.13010788,-0.14436722,-0.14382935,-0.09639931,-0.79136753,0.17867756,-0.381361
PARP6,0.73979187,0.83534527,0.8406391,0.39488983,0.38393974,1.1943054,0.21413803,0.9865608,0.33952713
EDN1,4.7766056,5.0783405,6.0087957,6.176876,5.3218946,6.8623333,6.560259,5.69339,7.0301437
PARP2,-0.026200294,0.075452805,-0.28289032,0.6024065,0.014872551,0.63489056,-0.29812717,-0.003537178,0.45997524
PDCD1LG2,2.255105,3.2877402,2.4832196,2.8858585,3.3620267,1.9296694,1.486248,3.6281786,2.329186
ZDHHC11,1.1628728,1.4837265,1.7389193,1.4194279,1.6713614,2.0488052,0.9183297,1.6152511,1.7522702
PPHLN1,-0.5708003,-0.40016603,-0.66973543,-0.22940254,0.12688112,0.21873283,-0.93340635,0.17846012,0.6319237
CYP7B1,4.3381724,5.5182395,2.44668,5.311069,5.0585113,3.4406462,3.432921,5.6332965,3.3427439
ZDHHC17,-0.33000088,-0.06797314,-0.4219036,-0.06549549,0.112597466,-0.001414299,0.13848019,0.10860634,-0.7716837
MLF2,0.5704937,0.5327606,0.24451637,0.3268528,0.015374184,0.6094799,-1.0674572,0.54915905,0.27323532
VWA8,0.74913406,-0.119199276,2.5138803,0.27010298,0.04657507,1.2765279,1.5068746,0.44619513,0.42795658
SLC66A2,0.39118385,0.2753849,-0.47495747,-0.2677021,-0.36943722,-0.67652893,-0.9791317,-0.029191017,-0.9612179
ZDHHC20,-0.7505207,-0.45036697,-0.6505518,-0.04004097,0.35943127,-0.7734127,0.13318253,0.5532999,-1.0028667
ATP13A4-AS1,-0.20050228,0.21300232,-0.88493633,0.5739738,0.8940562,1.3786577,3.418737,-0.01734221,-0.12692976
AMIGO1,-2.1485224,0.23589921,-1.2390397,0.74227,-0.6545534,-0.6502991,1.6402981,-1.7553657,0.55352736
AMIGO2,-2.3470974,-3.8011289,0.59409666,-1.0903258,-1.4193323,-2.5555346,-0.25286245,-2.695641,-2.3369906
NOL7,0.006316185,-0.09113407,-0.10560036,0.22515011,0.404624,0.2577181,0.55564404,0.09361458,0.6379576
NOL8,-0.37181473,-0.60151196,0.06382656,-0.58971596,0.0696497,-0.2974167,0.6718044,-0.08733463,-0.22065735
GDPD3,-1.0711555,-0.23944616,-1.6723819,-0.9897413,-0.8327575,-1.4481237,-0.8211427,-0.25413275,-1.8963904
ZDHHC22,0.42379963,1.1456898,-0.9982647,0.71021044,0.6221844,1.0725533,3.3864613,-0.2856028,-0.2687887
GDPD5,0.21147537,0.2176261,0.031239986,0.23122978,0.074380875,-0.25000525,-0.6642442,0.46246433,-0.12869883
AIF1,0.31925488,-0.14262342,0.18964767,-1.242707,-0.6799526,0.7354703,0.9949794,-1.0881643,-0.22724533
NOL4,-0.3182081,0.012055516,-0.8504741,0.705143,0.76487136,1.1700066,3.409356,-0.18459952,-0.23259985
NOL6,1.2032547,0.28870344,1.7632732,-0.59815836,0.31911469,0.15097761,-0.1046958,-0.29044962,0.046020985
PURB,0.8090172,1.182437,0.987113,1.2692966,1.1686306,1.4210434,1.2737408,1.2693548,1.5484447
PURA,0.30248213,0.6319661,1.2308769,0.7671931,0.84918404,0.3168087,1.3097658,1.1139383,0.57573366
PPP2CB,0.053463936,0.25547123,0.1002388,0.10948849,0.16028976,0.40136433,0.58412457,0.46551704,0.40393925
ZDHHC19,-0.000707,1.0008388,-0.14676595,-0.945058,0.36903667,0.8182614,2.2462208,0.08549237,-0.12635732
CHRAC1,-0.11913109,-0.16499805,-0.5474405,0.3608837,0.3065815,0.45918465,-0.27676582,-0.047798157,0.07767105
RNF7P1,0.4039011,0.4872532,0.28236198,0.43088436,0.3724861,-0.17953777,0.73429203,0.3699684,0.19791126
LAIR2,-2.0793197,-3.5332055,-1.5322084,-3.0147138,-3.4786558,-1.8724344,0.17335224,-3.6910915,-1.7746327
TRAM1L1,0.23201585,-0.46911526,-0.2683792,0.109920025,0.25803697,0.97624063,3.0083513,-0.6903708,4.4352984
PURG,-0.4940275,-0.24885738,-1.0361648,0.6179348,0.49363577,1.3834318,3.3520832,-0.4561748,-0.42658854
GINS3,-0.6919668,-0.116490364,-0.530777,-0.3519783,-0.25180292,-0.5773096,-0.15791464,-0.2810359,-0.4276371
AIG1,-1.7550163,-0.34796572,-0.556262,-0.5955732,-0.5716257,-1.7519205,0.9048748,-1.037714,-1.7103624
GRHL2,-0.39696383,-0.09076023,-0.9130763,0.81638014,0.65693164,1.1113622,3.4459023,-0.26970923,-0.2897436
ATAT1,-0.53925085,1.3890166,-0.8597126,-0.3492701,-1.2193017,-0.73190427,0.5238142,-0.26504517,-0.55780625
CD40LG,-0.7270261,0.006183386,-1.3372369,-0.700961,-0.460222,0.32899046,2.084579,-0.64663553,-0.033220053
TRIML1,0.22363448,-0.27043605,-1.0169636,0.07393253,1.5720196,1.5056591,3.1021802,0.6220162,-0.48937488
F2RL2,4.507796,4.202735,4.2867723,2.820623,4.7736964,5.481275,5.103078,4.252482,4.5010624
FOLH1B,-0.60259676,-0.36101782,-1.1577358,0.5063449,0.38370943,1.8727167,3.2279127,-0.57164073,0.43175888
NDUFA10,-0.4723363,-0.09842396,-1.0385075,-0.42213774,-0.5194025,-0.9483981,0.93544793,0.111582756,-1.0130363
ARHGDIG,0.3990686,0.2738459,0.8864088,-0.87201893,-0.60249925,1.0871365,2.1571088,-0.8853302,-1.1403972
ARHGDIA,-0.023815155,0.292408,-0.5785656,-0.2630558,-0.19061756,0.17551804,-1.6494064,0.33847523,-0.22386742
ARHGDIB,-2.525897,-4.1100407,-2.50739,-4.96412,-4.31429,-2.4029322,-1.9877272,-3.3301344,-3.0474176
AZI2,-0.13607788,-0.05065441,0.5419111,0.23864937,0.21381569,0.59744644,0.5720911,0.26463985,0.2677021
RPL7P14,0.008220196,0.06890535,-0.20180178,0.20272207,0.19876003,-1.7444735,-1.554307,0.15493631,-0.02862835
RALBP1,-0.01436615,0.10254097,0.00981617,0.6814785,0.7815056,-0.8440609,0.8235798,-0.1832943,0.41955376
LIG1,0.1442194,0.44716167,0.28727055,0.48535442,0.38680935,0.8526201,0.7978029,0.17257977,0.39955807
ATP1B3,0.9462786,1.5532866,0.74765587,1.4849806,0.957942,1.5105238,0.8155813,1.201827,2.014804
VWDE,1.3636029,0.82491636,1.2145307,0.49847484,1.8904359,0.7453177,2.7308156,0.71596766,1.1203351
ATP1B1,0.27778244,-0.38836384,0.9543371,0.23744583,-0.88881016,0.48807716,1.1822948,-0.35019302,0.72964096
PUS7,-0.89274263,-0.96819925,-1.8463321,-1.0227194,-1.6059923,-1.3677607,-1.9152017,-1.2441831,-1.0228119
LOX,-0.14880824,-0.14566815,-0.1237911,0.8426782,0.57595575,1.0802096,3.378767,0.025527477,-0.3101921
SRARP,-0.22940469,0.5468054,0.003764868,-0.417431,-0.544333,1.7684231,2.2084289,-0.3495257,-1.2813431
CERCAM,0.92136383,1.42876,0.5534587,0.78327703,0.09284592,-0.1304326,0.005439282,1.2201972,-0.2680211
UCA1,0.4810872,0.28951836,-0.3634913,-0.7168993,0.020197153,-0.2719705,3.9326782,-1.6767569,0.3086965
ADCY10P1,-2.7398028,-3.3815672,-1.0914879,-2.2972035,-1.2946258,-2.9161813,-0.6359148,-2.6604068,-1.7151005
LMO7DN,-0.6690834,-0.21739697,-1.2458898,0.42429996,0.29953194,1.2312167,3.1120465,-0.65648246,-0.6208363
COPA,-0.056406975,0.117269516,-0.003903389,0.103749275,0.13859653,0.05214405,0.021688461,0.16030788,0.29993725
RPL7P22,-0.14492798,0.16749,-0.43109512,0.120817184,0.23847103,-0.6445999,-1.0468855,-0.12903118,-0.11224365
RANBP1P1,-0.57936335,-1.058702,-0.9492674,-0.8547721,-0.8811865,-2.145928,0.79268456,-1.1981993,-0.8641205
GABPB1-IT1,-0.20142746,-0.50291157,-0.35390568,0.103839874,-0.3511486,-0.016405106,0.30109596,-0.33020306,-0.2938385
CDH23,0.10102749,-0.027368069,-0.91066456,-1.1474915,-0.21022034,0.90687656,0.6185522,-0.65827465,0.054070473
PMAIP1,4.9959817,5.620438,5.350492,6.014294,5.8028092,5.3684163,5.15148,5.608949,6.1125016
SPECC1,0.47845745,0.58774424,-0.23209667,1.1745119,0.5020366,2.452497,-0.82422066,0.67040586,1.5109229
MLKL,0.30690193,-0.1499672,1.034441,-0.48132324,0.09461975,0.058267593,-0.49951744,0.16865826,-0.9411087
COQ5,0.2741928,0.45957565,0.7697735,0.27028084,0.19970608,0.7323036,0.5678215,0.69775105,0.37239456
GRHPR,-0.42307281,-0.28745174,-1.5002308,-1.6696701,-0.85427,-1.4661427,-1.7404804,-0.6063814,-1.4165039
ZSCAN4,-0.49560946,1.2354189,-1.0281105,0.496346,0.48441267,0.99234974,3.2950697,-0.44221616,-0.38786262
BRWD1,0.03666401,0.4811821,0.80650043,0.61793613,0.5432997,0.21458721,0.3006506,0.6985712,0.3378687
COPE,-0.16710281,-0.28291273,-0.12296057,0.12997723,0.34065342,0.41854382,-0.070895195,-0.37483406,0.019373417
BRWD3,-1.8291602,-1.3185527,-1.3452749,-0.9193444,-0.8372922,-2.1054554,-0.6970563,-1.2525635,-1.9937761
GPSM2,-1.1764404,-0.8321272,-2.560813,-1.2055136,-0.8043995,0.6955435,1.6232715,-0.6826942,-0.8125551
ASNSD1,0.11851883,-0.32603264,0.26746655,0.45445633,-0.1626997,0.49967384,0.19378948,0.011695862,0.6025467
SLC40A1,-6.3546762,-5.971162,-5.988508,-6.058078,-6.383664,-5.8548317,-5.433997,-5.326749,-6.612081
ST8SIA6-AS1,-0.5056633,-0.28287083,-0.911654,0.34618473,0.44631648,1.7357507,3.3046587,-0.49001253,-0.34208202
RABEPK,0.19638729,-0.21702099,0.20269585,-0.15482235,0.14543343,-0.47361088,0.3118372,-0.14164448,0.7147913
OASL,5.460252,5.5004873,5.93001,5.241235,5.6949625,6.599921,5.8590097,5.8155613,4.9016714
RPS4X,-0.56150436,-0.5393524,-1.2196789,-0.110795975,-0.26048183,-0.2627716,-0.35464287,-0.5317879,-0.06952095
MFSD8,-0.6935568,-0.66926384,0.06202221,-0.39026594,-0.41973066,-0.45032024,-0.4616766,-0.20636082,-0.2640128
MFSD5,0.4468708,0.490407,0.4149065,0.002305031,0.2185421,1.0841236,0.025381088,0.6814823,0.33140373
BLNK,-0.5888605,-1.2914991,0.13719273,-1.4167633,-0.7430372,-0.5887146,-0.38147974,-0.6536522,-0.97750473
GPSM3,0.47756004,0.5672264,0.38716125,0.33294296,0.33075428,1.7983723,0.5653515,0.12909698,0.72955704
MAPK1IP1L,-0.181983,0.02354145,0.21643257,0.06358814,0.26725006,-0.037514687,0.34976673,0.13508987,0.4351778
HGSNAT,-0.30690432,0.09449291,-0.8072219,-0.4810729,-0.8618741,-0.08690548,-0.94477224,0.002666473,-0.4502983
LINC03040,5.0896373,5.544609,4.429062,5.8471527,5.288382,5.141473,2.2361932,5.648218,5.1550694
LSR,1.8240952,0.45234394,2.3373919,1.2826576,0.25646925,2.5191283,1.2897034,0.16537046,2.8124046
FCHSD1,0.5842843,0.6876221,0.7225752,-0.49579287,0.25407457,0.14234877,0.19376898,0.56792164,-0.48126984
ALDH1A3,-0.27500242,-0.060100734,-0.946684,0.74226904,0.6932347,1.1450202,3.4794543,-0.268798,-0.24575812
IQCK,-1.170784,-2.0948572,-0.36932325,-1.8999062,-2.232544,-2.0184355,-0.3668971,-2.059929,-1.9115367
AIM2,4.831566,5.016618,5.015767,4.3244534,5.421773,5.260315,4.843687,4.9705553,5.1435986
RABEP1,-0.04235649,0.21125603,0.06428337,0.97283745,0.02870369,0.779562,-0.08450985,0.36820602,0.9316635
OAS1,2.5600567,2.6351938,3.033722,2.327198,2.433402,2.159174,1.8864574,2.928896,1.8706493
OAS2,3.3193417,3.5647993,3.3331213,3.3795853,3.479313,3.6401691,2.4691343,3.8669748,3.0242214
THRAP3,-0.12730026,0.2273407,-0.16541386,0.51857185,0.080023766,0.18524551,-0.2755375,-0.033325195,0.43712997
OAS3,3.6291847,3.7559214,4.2327394,3.4353008,3.8909245,3.5768719,2.7755995,3.9670935,2.5840702
COL6A2,-1.6353246,-2.6982517,0.89742064,-1.8068444,-1.9529207,-0.91205454,0.8292272,-0.103530884,-1.4823048
AKT1S1,3.8540688,4.5167,3.527421,4.377163,4.0891914,3.4503784,1.9011164,4.7763786,3.3947926
CDH11,-0.28723663,0.07283616,-0.8794254,0.475083,0.80712783,1.1562693,3.3027952,-0.17894721,-0.29710788
LTA,0.55593777,-0.1485467,0.5002408,-1.5526533,-0.7855835,-0.03680086,0.5819082,-0.33602715,-0.231673
CDH13,-0.6233901,0.5566293,0.44922185,0.4016403,0.3850646,0.8655553,3.1241686,-0.28769255,-0.36779785
COL6A3,-0.62553936,-0.1331017,-1.0680046,0.33295107,0.37968647,0.84156775,3.2329242,-0.5492271,-0.5875683
COL6A5,-0.83640605,-0.62575245,-1.5353003,0.17597449,0.12407637,0.57880926,2.927733,-0.8328588,-0.8147382
CDH17,-0.35172987,-0.06655836,-0.88147724,0.6249176,0.67731893,1.1336272,3.448043,-0.2414366,-0.11536884
LTF,-0.84638834,-0.34268165,1.4064326,0.3217789,0.1714561,1.2316966,3.718124,-0.6350688,-0.20560229
LTK,1.5523486,2.3584313,0.9110184,2.652989,2.0613499,3.2031875,2.3862705,1.8237886,2.2733946
XPOTP1,0.37396002,0.5677905,1.2210569,0.74149084,0.39319944,-0.22334051,0.8270693,0.9446759,0.016789436
ATP1A4,-0.18813396,0.07823229,-0.983245,0.6794038,0.806779,1.2530731,3.5154586,-0.13548589,-0.18995988
ATP1A3,0.3020897,0.094763756,-0.25992107,-0.9041214,-0.79900074,-0.3650608,-1.1905289,-0.36804008,-0.55161667
FAM86DP,-0.14223361,-0.669889,-0.6819196,-1.0498991,-1.1812096,-1.4965181,0.5460701,-0.93633413,-1.333914
OGFRL1,0.48430824,0.9285116,0.95717144,0.6868019,1.3672199,0.63023376,1.3460884,0.9948511,0.8536091
FAM120B,-0.9927764,-0.8547306,-0.70553064,-0.41434765,-0.3905158,-0.32391977,-1.5594745,-0.7220559,-0.7046108
FAM120A,-0.2812767,-0.2577076,-0.08994198,-0.20193624,-0.01965046,-0.23172331,-1.313983,0.22293425,-0.17221642
ERICH4,-0.31962,-0.031714678,-0.8364495,0.6326597,1.3555229,1.1762164,3.4667099,-0.24899185,-0.23928428
S100PBP,-0.5520935,-0.20400238,-0.05051136,0.06821442,-0.37884426,-0.28240967,-1.021883,-0.12943268,-0.31651497
OPCML,0.12008786,0.38225937,-1.2137027,-0.70614743,1.6042888,1.4146659,3.7038786,-0.007489204,-0.74863935
LUM,-0.41169614,-0.15264142,-0.84687805,0.45668447,2.63729,1.0942619,3.361763,-0.361243,-0.19099313
SLC4A7,-3.0065007,-2.9936385,-3.077258,-2.8011765,-1.8947296,-2.5194259,-3.1996675,-2.67382,-2.461429
SLC4A8,-2.77952,-2.3223495,-1.5491471,-2.1220765,-2.1110244,-1.6182084,0.6932788,-0.8703134,-2.8802772
SLC4A9,0.6086774,0.77542996,1.0414171,-0.34199405,0.6398637,-0.40840244,1.9831033,0.07537317,0.8427601
SLFNL1,-0.1815517,0.52082276,-0.09980464,1.0971584,1.2301452,0.6783109,1.9069676,-0.027890205,0.3585539
PAXBP1,-1.0400534,-0.85986805,-1.268239,-0.37017918,-0.039793015,-1.2922969,0.36567736,-0.6991105,-1.3385639
GAGE1,-0.43335783,-0.21733624,-0.9295747,0.5700284,0.53643715,0.98586524,3.3167472,-0.42571414,-0.40597773
USP6NL,-0.14903975,-0.7150202,0.3900385,-0.48121166,-0.10068512,-0.25604248,0.053618908,-0.44864464,-0.76050043
LIPA,-2.7605429,-3.0432177,-1.5163803,-3.1871634,-3.35116,-2.7822847,-2.0625944,-2.8905478,-2.0708075
TSEN54,-0.6586175,-0.5915508,-1.4925451,-0.27444553,-0.7187357,-0.4355321,-0.8430643,-0.8857956,0.4170041
PREX2,0.49639988,0.72858715,0.26394653,-0.47503138,-0.76726294,0.3199253,0.8573103,-0.50053716,-0.2562132
ATP5IF1,-0.16760254,-0.33657742,-0.4897375,-0.276083,-0.5080395,0.11154175,2.101286,-0.46689415,0.5063782
NSDHL,-0.024727345,0.006060123,-0.22570896,-0.1375227,-0.32384968,-1.6736255,-2.4771252,0.14598942,-1.0105152
LIPC,-0.35904193,-0.30515885,0.59271336,1.0499964,-0.7834375,1.2614369,1.306148,-0.059831142,0.8551264
LIPG,-0.6409382,0.6478572,-0.6148,1.4476645,0.93851113,0.8090553,3.0192142,0.7126441,0.3013289
NKX1-2,-0.9860114,0.047044635,-0.5820339,-0.008002043,-0.015209675,0.44102645,2.777248,-0.19502807,-0.96095514
SAMD10,0.550972,-0.68286514,-0.19085789,0.15770292,-1.1269813,0.5406189,1.5305142,-1.6872463,0.6505718
STARD3,0.20685196,-0.009034157,0.13721275,-0.3028202,-0.5024166,-0.114089966,-1.4427633,0.11678696,-0.60671425
GABARAPL2,0.26249695,0.44519806,-0.012677193,0.8816776,0.66159916,0.4342556,0.51760864,0.20122528,1.133913
STARD4,1.2532282,1.2889671,2.0208235,1.8484125,1.5778627,1.6787462,1.7539358,1.3921947,1.4829645
STARD7,0.35603237,0.73441315,0.09334469,0.97467136,0.3478737,0.49986935,-0.026784897,0.7031536,0.49898434
CFAP91,1.2633488,1.149976,-1.0765294,0.42544746,1.341526,0.7418659,3.0289216,-0.7619083,0.60160255
DNTTIP2,-0.00266552,-0.008485794,0.30720425,-0.026181221,0.07402134,0.47033405,0.18377018,0.44707108,0.4291067
SLC5A7,-0.30733544,-0.08736724,-0.7981938,0.60293186,0.65780616,1.189348,3.4619303,-0.2665975,-0.17967498
SLC5A8,-0.407632,-0.19351047,-0.92692566,0.56997514,0.55077946,1.0808105,3.3877246,-0.3808787,-0.33009136
AKIP1,0.61672497,1.0585003,0.06622791,0.5484419,0.6675024,0.805398,0.6185999,0.6350832,0.71108913
PADI3,0.21654725,-0.9279667,-0.44254732,-0.14910328,0.20719957,0.28279996,2.6220922,-1.140432,-1.1225302
PADI2,0.4245038,-1.8480778,-0.23612976,-0.46996164,-1.7536013,0.31696463,0.21520567,-1.8920217,0.040175438
PADI4,1.8934942,-0.23126829,2.928481,0.4735633,0.24391043,1.3141333,2.9843879,-0.11848426,1.7615181
CFAP97,-0.09717369,0.1357398,-0.22293472,0.41179085,0.23557758,0.28863907,0.4129877,0.23121262,0.6639862
HACD1,-0.25119543,-1.0588851,-0.3684106,-1.1046867,-3.2893836,-0.052666187,-0.3050127,-0.9647279,-0.4489565
MTMR2,-0.6644187,-0.43509626,-0.8698945,-0.84311247,-0.9636698,-0.041520596,0.023545265,-0.7305465,-0.4519763
AIRE,0.31847715,0.44136047,0.13326693,0.5409055,0.4875121,0.7556219,1.0655208,-0.453135,0.61845875
MTMR9,-0.15279579,0.24898434,-0.1331873,0.5660038,0.51224995,0.102873325,2.256248,0.25243187,0.28670692
AIDAP1,1.152801,1.4936099,1.6814294,1.3575177,1.6843629,0.5081363,-0.4091673,1.7153659,0.55645275
OAZ1,-0.472435,-0.53580856,-0.58810425,-0.2708931,-0.29065895,-0.5221882,0.480402,-0.49338531,-0.24568558
LY9,-0.12224102,-0.2249918,-0.4386387,-1.5705969,-0.92150784,-1.023222,-0.19807053,-0.8049998,-0.8601203
SLC5A3,1.3801651,1.4450598,1.4158392,0.42212868,1.0041847,0.838089,1.9582539,1.7942553,0.6494007
SLC5A4,0.9928626,0.7005416,-1.3500605,0.21751595,0.16051018,0.6688181,4.1075854,-0.7718108,-0.73475003
OAZ3,-1.6493301,-2.1763053,-1.8777013,-2.92746,-3.2158048,-1.9833283,0.20685768,-2.6091614,-1.9736819
