"Celulas","Enriquecido_En","ID","Description","enrichmentScore","p.adjust","setSize","core_enrichment"
"Hofbauer (HBC)","Femenino","GO:1905330","regulation of morphogenesis of an epithelium",0.609785806696877,4.01272654282598e-05,58,"TACSTD2/BMP7/SFRP1/NTN4/GJA1/MMRN2/SULF1/FGFR1/PAX8/RNF207/HOXB7/PAX2/BMP4/FGF2/SOX9/MAGED1/GATA3/LCN2/STOX1/MDK/GDNF/FGF7/EGF/ADAMTS12/LGR4/NOG"
"Hofbauer (HBC)","Masculino","GO:0006639","acylglycerol metabolic process",-0.482285130649234,4.01272654282598e-05,107,"DGKB/ATG14/DGKE/APOBR/ABHD6/GPAT3/TNXB/PNPLA4/SIRT1/TMX1/AGPAT2/BLVRA/LMF1/ABHD12/ABHD2/SORL1/GPR82/INSIG2/DAGLA/C3/PLB1/PCK2/GPX1/PLA2G4A/APOC2/PLA2G15/NR1H3/LPL/LIPA/APOC1/SIK1/APOE"
"Hofbauer (HBC)","Masculino","GO:0002478","antigen processing and presentation of exogenous peptide antigen",-0.664999218960306,4.03534383553068e-05,39,"PIKFYVE/LNPEP/B2M/HLA-DPA1/HLA-DQB2/HLA-DRA/FCGR1A/UNC93B1/CD74/HLA-DPB1/IFI30/HLA-DQA2/HLA-DRB5/HLA-DRB1/HLA-DMB/HLA-DMA/HLA-DQA1/FCGR2B/CTSD/LGMN/HLA-DOA"
"Hofbauer (HBC)","Femenino","GO:0097485","neuron projection guidance",0.44313802405438,4.03534383553068e-05,205,"BDNF/SEMA5A/SEMA3F/ROBO4/SLIT3/BMP7/NTN4/NEO1/HMCN2/ISL1/SEMA6D/NRXN3/PLEKHG4B/ERBB2/GLI3/EDN1/NFIB/KIF21A/CXCL12/LGR6/DLX5/NTN1/MATN2/NOVA2/EFNA5/DAG1/EFNA1/PTPRH/FLRT3/NRCAM/SEMA6A/BOC/NEXN/TGFB2/ARX/GATA3/ENAH/NCAM1/EXT1/GDF7/MYH10/LAMB2/KIF5C/DVL1/B4GAT1/GDNF/SEMA4F/BMPR1B/CHN1/NOTCH3/WNT7B/SEMA4B/EFNA2/NOG/LHX2/PTK2/CNTN1/FOXD1/SEMA4G/FEZ1/APP/NGFR/EFNB1/PRKCQ/ECE1/IGSF9/SEMA3B/EFNB2/FYN/NFASC/MYPN/KALRN/RAC3/RPS6KA5/EPHA7/TUBB3/PALLD/DSCAML1/LMO4/SLIT2/DRGX/RPL24/DSCAM/CYFIP2"
"Hofbauer (HBC)","Femenino","GO:0061448","connective tissue development",0.417179986551755,4.03534383553068e-05,267,"CCN1/BMP7/CCN2/CD34/BGN/EFEMP1/ACVRL1/MYCN/LOXL2/RXFP1/MSX2/ADAMTS7/PTH1R/MGP/SCIN/STC1/SULF1/LOX/COL27A1/LRP5/FGFR1/GLI3/EDN1/NFIB/BMP4/SULF2/HOXD3/GHR/FGF2/HMGA2/HYAL2/SH3PXD2B/BMP6/ERRFI1/HOXB3/ADGRG6/SOX9/SMPD3/LARGE1/GPR4/NPR2/LUM/EGR1/SERPINH1/TGFB2/SERPINB7/WNT7A/TWSG1/GATA3/TSKU/SELENOM/EXT1/RFLNB/GDF7/TIMP1/ITGB8/OSR2/PTHLH/COL11A1/MDK/RORC/PARP1/SRF/BMPR1B/ADAMTS12/SNORC/WNT7B/BMPR1A/LTBP3/GHRL/NOG/PAXIP1/PKDCC/PPARGC1A/FOXD1/SMAD1/BARX2/NR5A2/HRAS/WNT10B/EVC/ID4/HYAL1/BMP1/SLC26A2/BMP8A/FOXC2/GALNT3/COL5A1/BMP3/CRIP1/NPPC/EBF2/SLC39A13/LEP/BMP2/MAPK3/MATN3/PLAAT3"
"Hofbauer (HBC)","Femenino","GO:0060070","canonical Wnt signaling pathway",0.40736931459084,4.31532662415071e-05,287,"IGFBP1/DKK3/LGR5/SEMA5A/SFRP1/CDH2/TLE6/DKK1/WNK2/TPBG/ISL1/CAV1/FOLR1/LRP5/GLI3/EDN1/PTPRU/CTNND2/NOTUM/RSPO3/APC2/LGR6/SULF2/LYPD6/DLX5/EGFR/FGF2/CDH3/ZNRF3/FERMT1/YAP1/SCEL/SOX9/FZD4/WWTR1/FZD10/EGR1/CTHRC1/WNT7A/GATA3/EXT1/NKD1/FGFR2/TBL1X/DAB2IP/PYGO1/RBMS3/SOX17/POU5F1/MDK/DVL1/PYGO2/ANKRD6/NKD2/EDNRB/TLE2/EGF/RUVBL2/WNT7B/BICC1/IGFBP6/LGR4/SHISA3/NOG/SOX13/TCF7L2/DAPK3/JUP/FOXD1/VCP/SPIN4"
"Hofbauer (HBC)","Femenino","GO:0030513","positive regulation of BMP signaling pathway",0.71453210210451,4.37325776270997e-05,31,"CCN1/CDH5/ACVRL1/NEO1/MSX2/KDR/SULF1/ELAPOR2/BMP4/ZNF423/TWSG1/SCUBE3/PELO/ENG/FOXD1/FKBP8/KCP/HES1"
"Hofbauer (HBC)","Masculino","GO:0002696","positive regulation of leukocyte activation",-0.340905502165706,4.41928833755612e-05,358,"CCR7/TYROBP/NFKBIZ/CD200/EPHB2/HLA-DPA1/CEBPA/STAT5A/AIF1/IL7R/TSLP/SYK/SIRPB1/CCL19/HHLA2/NFKBID/ITPKB/BCL6/HLA-DQB2/RAG1/CD80/CLEC7A/SLC39A10/HLA-DRA/PTPN6/NCK1/CD86/VCAM1/MEF2C/TGFBR2/TNFRSF14/WNT5A/LILRB4/PELI1/CCL3/CYRIB/HAVCR2/PYCARD/RIPK2/SIRPA/HSPH1/FCGR3A/CD74/CD40LG/HSPD1/DUSP10/HLA-DPB1/AXL/CD83/PIK3R6/SOX4/HLA-DQA2/BTN2A2/ABL2/CD4/NR4A3/IL18/GPR65/HLA-DRB5/LGALS9/CLCF1/HLA-DRB1/HLA-DMB/NCKAP1L/BTK/TNFSF13/IL10/CD81/HLA-DMA/HLA-DQA1/IL4I1/CD40/PLA2G4A/CTSC/GPR183/TFRC/TNF/IL23A/TREM2/TLR6/TNFSF9/HLA-DOA"
"Hofbauer (HBC)","Masculino","GO:0002285","lymphocyte activation involved in immune response",-0.389128566502839,4.55755589017254e-05,213,"RC3H1/SHLD2/TLR4/DLL1/TYROBP/NFKBIZ/SOCS3/VAMP7/STAT5A/DOCK10/CCL19/NFKBID/LAMP1/PTGER4/LIG4/BCL6/ATP7A/CD1C/CD80/HLA-DRA/CD86/PLXNA1/JUNB/ICAM1/GAPT/HAVCR2/RIPK2/FCGR3A/CD74/CD40LG/IFNB1/HSPD1/IL27/APLF/IRF8/IL18/NBN/GPR65/LGALS9/CLCF1/HLA-DRB1/CEACAM1/HLA-DMB/NCKAP1L/TNFSF13/IL10/CD81/CD40/CD180/FCGR2B/APBB1IP/GPR183/TFRC/LOXL3/IL23A/TREM2"
"Hofbauer (HBC)","Masculino","GO:0002833","positive regulation of response to biotic stimulus",-0.317038916671921,4.86758525931133e-05,429,"CHUK/ACOD1/TLR4/APPL1/NEK7/ZC3HAV1/IFI16/TYROBP/ERBIN/RTN4/NFKBIZ/HSP90AA1/GRAMD4/PJA2/CD300A/NOD1/STAT5A/KCNK13/DHX58/CASP6/SYK/TRIM5/ALPK1/PEPD/PAK1/HLA-C/KCNK6/CD300LF/RAET1G/CARD8/RNF135/LAMP1/POLR3F/MFHAS1/CLEC7A/PTPN6/GRN/RALB/PAK3/WNT5A/MAPKAPK3/PELI1/BIRC3/TNFAIP3/UNC93B1/HAVCR2/PYCARD/RIPK2/EREG/LY86/HSPA1B/SLC46A2/IFNB1/HSPD1/PPT1/NFKBIA/IFIH1/MR1/WASHC4/SLC15A3/KLRC4/SIGLEC16/LAMP2/TASL/SCIMP/HLA-DRB1/ESR1/EMILIN1/BTK/TLR8/HSPA1A/CADM1/CD180/TIFAB/CD36/LY96/LACC1/MNDA/TNF/TLR1/RAB7B/P2RX7/CARD9/IRF5/NLRC4/NR1H3/TREM2/TLR7/TLR6/TLR5"
"Hofbauer (HBC)","Femenino","GO:0001823","mesonephros development",0.545082423326722,5.15820462202039e-05,88,"TACSTD2/BMP7/SFRP1/FOXJ1/LAMA5/NPNT/FGFR1/GLI3/GREB1L/PAX8/KIF26B/EPCAM/HOXB7/PAX2/BMP4/FGF2/HOXD11/HNF1B/SOX9/BMPER/MAGED1/PBX1/GATA3/FGFR2/OSR2/SALL1/GDNF/LGR4/NOG/FOXC1/FOXD1/SMAD1"
"Hofbauer (HBC)","Femenino","GO:0001654","eye development",0.385745162390895,5.15820462202039e-05,345,"CLDN3/COL8A1/FAT1/SMOC1/GRHL3/VAX2/BMP7/CDKN1C/EFEMP1/ACVRL1/FLT1/PXDN/KDR/SHROOM2/TSPAN12/CLDN19/MFAP5/ADAMTS9/ADAMTS18/COL4A1/RHOJ/PROM1/SLC1A1/CPAMD8/FBN1/TENM3/ARHGEF15/LRP5/GLI3/NFIB/EPHA2/SIX5/PAX2/BMP4/ALDH1A3/SLC17A8/BCAR3/EGFR/FGF2/GRHL2/RAB11FIP4/SH3PXD2B/BMP6/SOX9/LARGE1/FZD4/CRYAB/PPP1R13L/PBX1/BFSP1/FREM2/SMARCD3/TGFB2/WNT7A/TWSG1/GATA3/THRB/MFAP2/TSKU/INHBA/NKD1/UNC45B/RP1L1/MYH10/LAMB2/OSR2/FBN2/PYGO2/NTRK3/TUB/CITED2/MEIS1/RP1/SRF/BMPR1B/NPHP1/WNT7B/NES/LHX2/FOXC1/THY1/SDK1/SLC4A5/RDH13/FJX1/NECTIN3/MEIS2/RRM1/TULP3/VSTM4/FKBP8/RS1/RAB37/TH/FOXC2/COL5A1/FOXP2/NHS/HDAC1/PER2/HES1/CALB1/C12orf57"
"Hofbauer (HBC)","Femenino","GO:0030509","BMP signaling pathway",0.48475338526212,5.21956144855416e-05,137,"FST/CCN1/CDH5/BMP7/SFRP1/DKK1/FSTL1/ACVRL1/NEO1/MSX2/KDR/CRIM1/CAV1/SULF1/FBN1/HTRA3/PCSK6/ITGA3/ELAPOR2/BMP4/ZNF423/FSTL3/DLX5/BMP6/SMPD3/LRP2/BMPER/HTRA1/EGR1/TWSG1/EXT1/GDF7/SCUBE3/ID1/POU5F1/FAM83G/RGMA/RGMB/SMAD9/BMPR1B/BMPR1A/PELO/NOG/ENG/FOXD1/SMAD1"
"Hofbauer (HBC)","Femenino","GO:0002062","chondrocyte differentiation",0.518964667815883,5.32729579235075e-05,107,"CCN2/EFEMP1/ACVRL1/LOXL2/MSX2/ADAMTS7/PTH1R/SCIN/SULF1/COL27A1/FGFR1/GLI3/NFIB/BMP4/SULF2/HMGA2/BMP6/SOX9/SMPD3/NPR2/SERPINH1/WNT7A/TWSG1/TSKU/EXT1/RFLNB/OSR2/PTHLH/COL11A1/MDK/BMPR1B/ADAMTS12/BMPR1A/LTBP3/PKDCC/NR5A2/WNT10B"
"Hofbauer (HBC)","Femenino","GO:0098773","skin epidermis development",0.511555641149128,5.67057275295362e-05,114,"FST/LGR5/GRHL3/DKK1/ABCA12/FOXI3/CLDN4/SOX18/APCDD1/MSX2/TP63/LAMA5/SFN/FA2H/ZNF750/FOXQ1/EGFR/PKP3/LSR/CDH3/FERMT1/MET/SOX9/TGFB2/EXT1/INHBA/CLDN1/KDF1/FGFR2/TFAP2C/FGF7/SRF/GRHL1/GATA6/KRT16/SPINK5/LGR4/LHX2/HPSE/WNT10B"
"Hofbauer (HBC)","Femenino","GO:2000027","regulation of animal organ morphogenesis",0.580513703023613,5.73539878348721e-05,67,"TACSTD2/BMP7/SFRP1/NTN4/CD34/DKK1/APCDD1/PKHD1/SULF1/SP6/FGFR1/EDN1/PAX8/HOXB7/BMP4/FGF2/SOX9/MAGED1/GATA3/STOX1/POU5F1/CITED2/GDNF/FGF7/BMPR1A/LGR4/AJAP1/NOG"
"Hofbauer (HBC)","Femenino","GO:0001657","ureteric bud development",0.547996121056721,6.49821200260916e-05,84,"TACSTD2/BMP7/SFRP1/FOXJ1/LAMA5/NPNT/FGFR1/GLI3/GREB1L/PAX8/KIF26B/EPCAM/HOXB7/PAX2/BMP4/FGF2/HOXD11/HNF1B/SOX9/BMPER/MAGED1/PBX1/GATA3/FGFR2/SALL1/GDNF/LGR4/NOG/FOXC1/FOXD1/SMAD1"
"Hofbauer (HBC)","Femenino","GO:0061564","axon development",0.361104899843918,7.28711890429831e-05,462,"BDNF/SEMA5A/CNTNAP1/UCHL1/SEMA3F/ROBO4/VAX2/SLIT3/BMP7/NTN4/PTPRF/NEO1/PTN/ARHGEF28/HMCN2/ISL1/MAP1B/CDH1/FN1/SEMA6D/FOLR1/NRXN3/PLEKHG4B/FIGNL2/ERBB2/GLI3/EDN1/NFIB/KIF21A/MAP7D2/CXCL12/COBL/PAX2/MAG/LGR6/PLXNB1/CTTN/TNC/PTPRS/DLX5/NTN1/MATN2/NOVA2/OLIG3/EFNA5/DAG1/EFNA1/POTEI/PTPRH/DDR1/DCLK1/FLRT3/NRCAM/NPR2/SEMA6A/FAT4/BOC/NEXN/PARD3/TGFB2/WNT7A/ARX/GATA3/ENAH/NCAM1/TSKU/EXT1/EDN2/FGFR2/GDF7/PLXNB3/MYH10/LAMB2/POTEF/CRTAC1/KIF5C/DVL1/RGMA/NTRK3/B4GAT1/APLP1/VASH2/GDNF/SEMA4F/PARD6B/SRF/BMPR1B/CHN1/NOTCH3/WNT7B/STXBP1/SEMA4B/EFNA2/NOG/LHX2/PTK2/PRDM8/CNTN1/THY1/FOXD1/SIPA1L1/TNFRSF12A/SEMA4G/FEZ1/NDN/DHFR/APP/PRKCA/NGFR/EFNB1/PRKCQ/ECE1/S100A6/IGSF9/MAP1S/SEMA3B/LLGL1/EFNB2/ANK3/KREMEN1/CDKL5/FYN/C12orf57/NFASC/CTNNA2/RTN4R/MYPN/KALRN/RAC3/RPS6KA5/EPHA7/CTNNA1/TUBB3/PALLD/FOXB1/LRP4/INPP5F/DSCAML1/LMO4/SLIT2/DRGX/RPL24/DSCAM"
"Hofbauer (HBC)","Masculino","GO:0019915","lipid storage",-0.513029570672973,7.63795217196928e-05,84,"ITGB3/PPARA/STAT5A/SIRT1/SOAT2/LRAT/HILPDA/ABCA1/NFKBIA/HEXA/SOAT1/LDAF1/C3/NPC2/ABCG1/CD36/MOSPD2/APOC4/TNF/NR1H3/TREM2/LPL/LIPA/MSR1/APOE"
"Hofbauer (HBC)","Masculino","GO:0019884","antigen processing and presentation of exogenous antigen",-0.626592595036935,8.53015550215178e-05,48,"PIKFYVE/LNPEP/B2M/HLA-DPA1/HLA-DQB2/CD1C/HLA-DRA/FCGR1A/UNC93B1/CD74/HLA-DPB1/IFI30/MR1/HLA-DQA2/HLA-DRB5/HLA-DRB1/HLA-DMB/HLA-DMA/HLA-DQA1/FCGR2B/CTSD/LGMN/HLA-DOA"
"Hofbauer (HBC)","Masculino","GO:0007040","lysosome organization",-0.481258432241325,9.6089223093196e-05,114,"ZKSCAN3/SPNS1/TMEM106B/HPS4/ATP6AP1/ATP6V1H/RRAGC/RAB14/RAB7A/ATP6V1F/SPG11/ATP6V0B/PRKAA1/PIKFYVE/CHMP1B/VPS18/MFSD8/SCARB2/ZFYVE26/CLN8/TPP1/LAMP1/ARL8B/GRN/ARSB/TMEM63A/ATP6V0C/ATP6V0A1/MCOLN1/LAPTM5/CLN6/ATP6AP2/RAB39A/LYSET/NAGPA/ABCA1/PPT1/HEXA/ATP6V1A/LAMP2/TASL/ACP2/CREG1/RAB20/RAB7B/P2RX7/LIPA"
"Hofbauer (HBC)","Masculino","GO:0080171","lytic vacuole organization",-0.481258432241325,9.6089223093196e-05,114,"ZKSCAN3/SPNS1/TMEM106B/HPS4/ATP6AP1/ATP6V1H/RRAGC/RAB14/RAB7A/ATP6V1F/SPG11/ATP6V0B/PRKAA1/PIKFYVE/CHMP1B/VPS18/MFSD8/SCARB2/ZFYVE26/CLN8/TPP1/LAMP1/ARL8B/GRN/ARSB/TMEM63A/ATP6V0C/ATP6V0A1/MCOLN1/LAPTM5/CLN6/ATP6AP2/RAB39A/LYSET/NAGPA/ABCA1/PPT1/HEXA/ATP6V1A/LAMP2/TASL/ACP2/CREG1/RAB20/RAB7B/P2RX7/LIPA"
"Hofbauer (HBC)","Femenino","GO:0001763","morphogenesis of a branching structure",0.451935126818689,9.78765383383926e-05,183,"TACSTD2/BMP7/SFRP1/NTN4/NOTCH4/MYCN/MSX2/KDR/TP63/COL4A1/LAMA5/PKHD1/SULF1/NPNT/FIGNL2/LRP5/FGFR1/GLI3/GREB1L/EDN1/PAX8/ESRP2/RSPO3/EPHA2/HOXB7/TIE1/PAX2/BMP4/TNC/FGF2/GRHL2/HMGA2/HHIP/RASIP1/DAG1/MET/YAP1/DDR1/HOXD11/HNF1B/SOX9/MAGED1/PBX1/EXT1/FGFR2/GDF7/GCM1/DLG5/TFAP2C/MDK/CSMD1/SALL1/GDNF/FGF7/SRF/EGF/LGR4/LLGL2/NOG/FOXF1/ENG/FOXD1/ERMN"
"Hofbauer (HBC)","Femenino","GO:0048736","appendage development",0.452617209937874,9.82984517886837e-05,162,"SMOC1/BMP7/GJA5/DKK1/HOXD9/MYCN/MSX2/TP63/PLXNA2/HOXD10/LRP5/FGFR1/GLI3/ITGB4/DLX6/BMP4/FERMT2/DLX5/GRHL2/ZNRF3/IRF6/ERRFI1/SOX9/LARGE1/NPR2/PBX1/FREM2/TGFB2/WNT7A/SLC7A11/EXT1/KDF1/FGFR2/OSR2/FBN2/SALL1/BMPR1A/NOG/PKDCC/ACD/FBXW4/PCSK5/TULP3/INTU/ECE1/GALNT3/FZD6/KREMEN1/HDAC1"
"Hofbauer (HBC)","Femenino","GO:0060173","limb development",0.452617209937874,9.82984517886837e-05,162,"SMOC1/BMP7/GJA5/DKK1/HOXD9/MYCN/MSX2/TP63/PLXNA2/HOXD10/LRP5/FGFR1/GLI3/ITGB4/DLX6/BMP4/FERMT2/DLX5/GRHL2/ZNRF3/IRF6/ERRFI1/SOX9/LARGE1/NPR2/PBX1/FREM2/TGFB2/WNT7A/SLC7A11/EXT1/KDF1/FGFR2/OSR2/FBN2/SALL1/BMPR1A/NOG/PKDCC/ACD/FBXW4/PCSK5/TULP3/INTU/ECE1/GALNT3/FZD6/KREMEN1/HDAC1"
"Hofbauer (HBC)","Femenino","GO:0072163","mesonephric epithelium development",0.543124645698053,0.000100328014023234,85,"TACSTD2/BMP7/SFRP1/FOXJ1/LAMA5/NPNT/FGFR1/GLI3/GREB1L/PAX8/KIF26B/EPCAM/HOXB7/PAX2/BMP4/FGF2/HOXD11/HNF1B/SOX9/BMPER/MAGED1/PBX1/GATA3/FGFR2/SALL1/GDNF/LGR4/NOG/FOXC1/FOXD1/SMAD1"
"Hofbauer (HBC)","Femenino","GO:0072164","mesonephric tubule development",0.543124645698053,0.000100328014023234,85,"TACSTD2/BMP7/SFRP1/FOXJ1/LAMA5/NPNT/FGFR1/GLI3/GREB1L/PAX8/KIF26B/EPCAM/HOXB7/PAX2/BMP4/FGF2/HOXD11/HNF1B/SOX9/BMPER/MAGED1/PBX1/GATA3/FGFR2/SALL1/GDNF/LGR4/NOG/FOXC1/FOXD1/SMAD1"
"Hofbauer (HBC)","Femenino","GO:0030111","regulation of Wnt signaling pathway",0.393794189234488,0.000112446273038133,303,"IGFBP1/DKK3/LGR5/SEMA5A/SFRP1/CDH2/TLE6/DKK1/RNF43/APCDD1/WNK2/TPBG/ISL1/SOX30/CAV1/SULF1/FOLR1/GLI3/PTPRU/ITGA3/CTNND2/NOTUM/RSPO3/APC2/LGR6/SULF2/TMEM132A/LYPD6/DLX5/EGFR/FGF2/HMGA2/CDH3/ZNRF3/FERMT1/APCDD1L/YAP1/SCEL/HNF1B/SOX9/MDFI/WWTR1/EGR1/CTHRC1/TSKU/NKD1/FGFR2/TBL1X/DAB2IP/RBMS3/SOX17/POU5F1/MDK/DCDC2/SALL1/ANKRD6/NKD2/TLE2/EGF/RUVBL2/BICC1/IGFBP6/LGR4/SHISA3/NOG/SOX13/TCF7L2/DAPK3/JUP/VCP/SPIN4/WNT10B/ATP6V1C2/APP/PRKN/DIXDC1/GPRC5B/FZD6/WWOX/SDHAF2/KREMEN1/HDAC1/NFATC4/RACK1/CBY1"
"Hofbauer (HBC)","Masculino","GO:0035751","regulation of lysosomal lumen pH",-0.691909937959444,0.000114057864164155,29,"TCIRG1/VMA21/SPNS1/TMEM106B/ATP6AP1/ATP6V1H/ATP6V1F/ATP6V0B/LAMP1/GRN/ATP6V0C/ATP6V0A1/CLN6/ATP6AP2/PPT1/ATP6V1A/LAMP2/TASL/CREG1"
"Hofbauer (HBC)","Femenino","GO:0001885","endothelial cell development",0.58452285714445,0.000116504194563821,64,"CLDN3/ROBO4/CDH5/S1PR3/NOTCH4/SOX18/AMOTL2/COL18A1/STC1/TJP3/TJP1/RAPGEF3/PTPRS/MET/F2RL1/MAGI1/MARVELD2/CLDN1/ID1/PDE2A/CLDN5/TJP2/EDNRB/AFDN/GSTM3/FOXP3/HPSE"
"Hofbauer (HBC)","Masculino","GO:0002396","MHC protein complex assembly",-0.751666320361192,0.000120880343506195,22,"CALR/B2M/HLA-DPA1/HLA-DQB2/HLA-DRA/HLA-DPB1/HLA-DQA2/HLA-DRB5/HLA-DRB1/HLA-DMB/HLA-DMA/HLA-DQA1/HLA-DOA"
"Hofbauer (HBC)","Masculino","GO:0002501","peptide antigen assembly with MHC protein complex",-0.751666320361192,0.000120880343506195,22,"CALR/B2M/HLA-DPA1/HLA-DQB2/HLA-DRA/HLA-DPB1/HLA-DQA2/HLA-DRB5/HLA-DRB1/HLA-DMB/HLA-DMA/HLA-DQA1/HLA-DOA"
"Hofbauer (HBC)","Masculino","GO:0006638","neutral lipid metabolic process",-0.479956074348244,0.000120880343506195,108,"DGKB/ATG14/DGKE/APOBR/ABHD6/GPAT3/TNXB/PNPLA4/SIRT1/TMX1/AGPAT2/BLVRA/LMF1/ABHD12/ABHD2/SORL1/GPR82/INSIG2/DAGLA/C3/PLB1/PCK2/GPX1/PLA2G4A/APOC2/PLA2G15/NR1H3/LPL/LIPA/APOC1/SIK1/APOE"
"Hofbauer (HBC)","Femenino","GO:0042060","wound healing",0.366781268035413,0.00012448419370099,410,"CLDN3/MMP12/MCAM/SAA1/ANGPT2/GRHL3/CD34/PEAR1/ADGRG1/SYT7/ACVRL1/ANGPT4/CLDN4/NRG1/TSPAN9/VWF/SERPINE1/PLAT/MSX2/KDR/SERPINE2/SELP/ADAMTS18/DSP/FGA/FN1/FKBP10/CAV1/TPM1/ERBB3/FIGNL2/ERBB2/EDN1/ANGPTL2/ITGA2/CTSG/AJUBA/FERMT2/FAP/ANXA8/TSPAN8/FGF2/DAG1/F2R/FERMT1/YAP1/DDR1/F2RL1/C1QTNF1/GPR4/GP1BB/NPR2/FBLN1/CHMP4C/SLC6A4/TGFB2/WNT7A/THBS1/SLC7A11/TSKU/SCUBE1/EXT1/PHLDB2/SYTL4/CLDN1/TIMP1/GZMB/PROCR/MYH10/PRF1/DCBLD2/CD151/PIK3CB/F2RL3/SERPING1/ADRA2C/CYP4F11/TYRO3/MMRN1/GATA2/F5/MYL9/SRF/PRRG4/ITGA5/INSL3/DUOX1/ITPR3/STXBP1/ANXA1/PRRG1/FGB/AJAP1/MYOZ1/NOG/PTK2/ENG/HPSE/TNFRSF12A/NOS3/CX3CL1/HRAS/PRDX2"
"Hofbauer (HBC)","Femenino","GO:0009913","epidermal cell differentiation",0.442347115754332,0.000126658041850705,180,"SLC44A4/ABCA12/SPRR2G/FOXI3/MYCN/CDSN/MSX2/TP63/DSP/SFN/KRT14/PLS1/FGFR1/FA2H/KRT7/EPHA2/MYCL/BMP4/MYO6/FGF2/GRHL2/ANKRD24/CDH3/OVOL2/IRF6/YAP1/ESRP1/ERRFI1/SCEL/BCR/CDKN2A/FLNB/KRT80/KDF1/PLAAT4/TFAP2C/AKR1C3/KRT81/ETV4/KRT5/GRHL1/GATA6/JAG2/KRT16/SPINK5/ANXA1/TECTA/TGM1/AQP3/FOXC1/TMC1/TRIOBP/ELMOD3/PPL/OVOL1/INTU/GSDME/HDAC1/ERCC3/HES1/TRIM16/ZBED2/EXTL3/KRT86/NCOA3/PALLD/LIPN"
"Hofbauer (HBC)","Masculino","GO:0002221","pattern recognition receptor signaling pathway",-0.33924085976643,0.000131531909089276,301,"OASL/CHUK/ACOD1/TLR4/APPL1/NEK7/ZC3HAV1/IFI16/ERBIN/RTN4/NFKBIZ/GRAMD4/PJA2/CD300A/NOD1/KCNK13/DHX58/SYK/ALPK1/PEPD/KCNK6/CD300LF/CARD8/RNF135/MFHAS1/CLEC7A/PTPN6/MAPKAPK3/PELI1/BIRC3/TNFAIP3/UNC93B1/HAVCR2/PYCARD/RIPK2/HSPA1B/SLC46A2/HSPD1/PPT1/NFKBIA/IFIH1/WASHC4/SLC15A3/LAMP2/TASL/SCIMP/ESR1/BTK/TLR8/HSPA1A/TIFAB/CD36/LY96/LACC1/TNF/TLR1/RAB7B/P2RX7/IRF5/NLRC4/NR1H3/TREM2/TLR7/TLR6/TLR5"
"Hofbauer (HBC)","Masculino","GO:0002218","activation of innate immune response",-0.336043592038755,0.000131531909089276,337,"CHUK/ACOD1/TLR4/APPL1/NEK7/ZC3HAV1/IFI16/TYROBP/ERBIN/RTN4/NFKBIZ/HSP90AA1/GRAMD4/PJA2/CD300A/NOD1/KCNK13/DHX58/CASP6/SYK/TRIM5/ALPK1/PEPD/PAK1/KCNK6/CD300LF/CARD8/RNF135/MFHAS1/CLEC7A/PTPN6/PAK3/MAPKAPK3/PELI1/BIRC3/TNFAIP3/UNC93B1/HAVCR2/PYCARD/RIPK2/HSPA1B/SLC46A2/HSPD1/PPT1/NFKBIA/IFIH1/WASHC4/SLC15A3/KLRC4/LAMP2/TASL/SCIMP/ESR1/BTK/TLR8/HSPA1A/TIFAB/CD36/LY96/LACC1/MNDA/TNF/TLR1/RAB7B/P2RX7/IRF5/NLRC4/NR1H3/TREM2/TLR7/TLR6/TLR5"
"Hofbauer (HBC)","Masculino","GO:0002758","innate immune response-activating signaling pathway",-0.334386165464906,0.000131531909089276,317,"OASL/CHUK/ACOD1/TLR4/APPL1/NEK7/ZC3HAV1/IFI16/TYROBP/ERBIN/RTN4/NFKBIZ/GRAMD4/PJA2/CD300A/NOD1/KCNK13/DHX58/SYK/ALPK1/PEPD/PAK1/KCNK6/CD300LF/CARD8/RNF135/MFHAS1/CLEC7A/PTPN6/PAK3/MAPKAPK3/PELI1/BIRC3/TNFAIP3/UNC93B1/HAVCR2/PYCARD/RIPK2/HSPA1B/SLC46A2/HSPD1/PPT1/NFKBIA/IFIH1/WASHC4/SLC15A3/KLRC4/LAMP2/TASL/SCIMP/ESR1/BTK/TLR8/HSPA1A/TIFAB/CD36/LY96/LACC1/TNF/TLR1/RAB7B/P2RX7/IRF5/NLRC4/NR1H3/TREM2/TLR7/TLR6/TLR5"
"Hofbauer (HBC)","Femenino","GO:0072009","nephron epithelium development",0.516267592590915,0.000137144737674528,102,"TACSTD2/CD34/IRX2/FOXJ1/PODXL/IRX3/LAMA5/PROM1/NPNT/GLI3/GREB1L/EDN1/PAX8/KIF26B/HOXB7/PAX2/BMP4/FGF2/YAP1/HOXD11/HNF1B/SOX9/WWTR1/CD24/MAGED1/PBX1/GATA3/EXT1/LAMB2/SALL1/EDNRB/GDNF/WNT7B/LGR4/NOG/FOXC1/FOXD1"
