"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AC019117.1",1.45378201278204,2.54030130988228,0.318311219371934,7.98055850778555,1.45672629722118e-15,3.82631636880967e-15
"AC019117.2",3.4885988145517,1.8976053916076,0.291203146730562,6.51643161453668,7.19996111513925e-11,1.6021471301253e-10
"AC019186.1",0.797204599841884,1.06408505122493,0.386489188742562,2.75320780559715,0.00590144237862953,0.00865983755489149
"AC022816.2",0.803094351257483,2.63858086742904,0.495443473213297,5.32569507943257,1.00567716284712e-07,1.95737217088851e-07
"AC023115.2",0.287113217214251,2.20301939340068,0.862253479944635,2.55495564197913,0.0106201330981818,0.0152044502328184
"AC024560.2",14.070632722346,3.97516744733963,0.274388442923034,14.4873720080647,1.45607974463717e-47,8.88970866221281e-47
"AC025016.1",3.83462864596266,1.59898726650188,0.252551849378658,6.33132273802707,2.43068311958411e-10,5.29526634543714e-10
"AC027119.1",7.3859160573273,0.730306325499493,0.228982876258106,3.18934907899534,0.00142593573703947,0.00220588144306407
"AC037459.4",8.58805879245334,2.28205979622545,0.513414948125839,4.44486434326824,8.79473441917352e-06,1.56131550386991e-05
"AC058791.1",16.3424178601484,2.73398498259984,0.160185649142939,17.067602480171,2.5860368492086e-65,2.32189165675372e-64
"AC068134.6",4.95995467877622,1.4679148299896,0.243427044053445,6.03020439120692,1.63752442961977e-09,3.44496771218754e-09
"AC068282.3",15.8648360027466,0.804901445304413,0.377340918493071,2.13308815942577,0.0329174949136643,0.0448939867339704
"AC069277.2",20.7970233613024,1.19150204470428,0.125374453516853,9.50354726406935,2.02859625495212e-21,6.40689822229853e-21
"AC069513.4",8.63929300077729,1.53689002109746,0.17857307243986,8.60650488956032,7.53219379523812e-18,2.12604062888046e-17
"AC073133.1",0.452087857951686,1.54515806249024,0.563146778557678,2.74379277538917,0.00607338633369799,0.00889714724417292
"AC083843.1",490.770886874769,0.851422457200979,0.112872297374288,7.54323671093214,4.58447902446589e-14,1.14541102481852e-13
"AC084082.3",1.10889320750058,3.0590472310547,0.372361248432374,8.21526741553576,2.11691975493902e-16,5.70683026036583e-16
"AC087762.1",0.937189960898325,3.73348520212107,0.463541995847839,8.05425449163966,7.99646869459692e-16,2.11611813665438e-15
"AC090505.6",4.69858600764674,2.25291492397802,0.258889959926253,8.70221048595233,3.25481174232353e-18,9.29371157014289e-18
"AC092192.1",0.445049825666793,2.02336351698199,0.581243478582869,3.48109456972344,0.000499369143819319,0.000799739966595125
"AC092415.1",2.97118619985053,0.672763794641283,0.222416454950407,3.02479326357077,0.00248803131627591,0.00377281660492318
"AC092431.3",2.1671846054417,0.579210711896714,0.254012125691965,2.28024827680514,0.0225929675530277,0.0313343437449311
"AC092614.2",3.25390927831237,1.66061651278,0.231167811540085,7.18359749878949,6.79005729532904e-13,1.62624998797623e-12
"AC092620.3",0.364762475847328,2.25060808872021,0.629390192834498,3.57585503292393,0.00034908506569039,0.000564332573328863
"AC092718.1",11.9586679922529,1.32194029659566,0.174804053498899,7.56241214168405,3.95662365175681e-14,9.90622626365492e-14
"AC092881.1",1.63553008051444,0.784979600178916,0.322346116328047,2.43520725213284,0.0148832623404279,0.0210087150611094
"AC093063.3",0.846923831319939,1.66414566723386,0.51683546732748,3.21987512938893,0.00128246446086581,0.00199156080243993
"AC093382.1",0.774219431496063,0.971276125537168,0.44896562457909,2.16336412492103,0.0305131845763252,0.0417785969273182
"AC093642.4",0.472458391314867,1.68371370237754,0.614300637665724,2.74086269676598,0.00612781085487946,0.00897571362740355
"AC096574.5",1.85856094091309,0.998107182618932,0.299721713341085,3.3301130288251,0.000868107369670487,0.00136790844391423
"AC097381.1",1.15198284883097,1.26422354201679,0.393610679205544,3.21186291126163,0.0013187728847889,0.00204569829228257
"AC098823.3",1.95538905862962,1.06908889166854,0.279252361520432,3.82839695910797,0.00012898060932117,0.000214345594307807
"AC098828.2",6.00569221405149,3.15681818259481,0.355861380524663,8.87092096911605,7.25434255665653e-19,2.11844030313514e-18
"AC099552.3",8.53074799370109,4.17511477459045,0.292130313473054,14.2919600672511,2.45598352031419e-46,1.4604226841164e-45
"AC099552.4",4.01032684666509,2.21755474729691,0.260921040951019,8.49894948760839,1.91314125576899e-17,5.32563165022506e-17
"AC103564.7",1.2159928375151,2.52377933720533,0.428678887185195,5.88734228031861,3.92455391675556e-09,8.12117769530925e-09
"AC106900.6",0.30570409451408,2.45603164047428,1.12297408533939,2.18707775409796,0.0287368483160488,0.0394610626933859
"AC108004.2",1.33920969994277,4.81403600905311,0.418741885625654,11.4964281680595,1.37488025644803e-30,5.59295948982256e-30
"AC108463.1",1.63163169555134,1.50994666868035,0.329840202650078,4.57781270005531,4.69863104330204e-06,8.45350079403244e-06
"AC108488.4",27.267827461412,0.815056303173297,0.10149106678437,8.03081816949446,9.68247660641365e-16,2.5539253403674e-15
"AC108938.5",188.105276133069,3.6055663635942,0.328646215272487,10.9709657255744,5.27064156157369e-28,2.00362997270186e-27
"AC109642.1",1.47754044763596,2.22058205708248,0.311896134670998,7.11962031663152,1.082247777365e-12,2.57730114836971e-12
"AC109826.1",5.74896256952046,1.07347329702214,0.177937829786505,6.03285596047856,1.61086991979878e-09,3.3895231847268e-09
"AC115522.3",15.2867187930555,0.880575979727934,0.250054505835648,3.52153614183103,0.00042905417673379,0.000690159235232386
"AC129778.2",1.84478248261592,2.94301440292698,0.323171647034323,9.10666028389057,8.49569086383497e-20,2.55412571731504e-19
"AC131097.4",0.799671581021668,2.07596336968935,0.413809863774035,5.01670827939218,5.25642875556957e-07,9.88628071683435e-07
"AC133644.2",4.46359957208606,1.35929468950457,0.203772547886551,6.67064677554774,2.54678521264694e-11,5.76466208696975e-11
"AC133680.1",0.948573822794846,1.32708150304731,0.355246661222601,3.73566214100392,0.000187221899013046,0.000307899599292716
"AC137934.1",45.2161181894316,0.83435684146788,0.116405661816803,7.167665459271,7.62874412287249e-13,1.82480140103724e-12
"AC138035.1",1.6029580419894,1.51383228001579,0.680168875929303,2.22567120253404,0.0260362130348825,0.0358919975706606
"AC138035.2",196.365787583753,0.518141939686121,0.14556610073622,3.55949590643391,0.000371567324711638,0.000599777576437577
"AC139099.5",94.6411623356096,2.89505177751575,0.170020382163582,17.0276748038969,5.1198513413698e-65,4.56249533083234e-64
"AC139099.6",1.53670150817365,1.48073727971085,0.472104855939192,3.13645848180297,0.00171001646689963,0.00262613402430402
