Gene_Symbol,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
PLB1,7.723281,7.450888,3.747777,11.45899
ZC3H15,5799.669,8109.278,6032.519,4393.831
EN1,2.672362,3.316555,4.650109,2.981735
SLC38A11,2.757627,2.909048,3.183346,3.170175
ITGA4,3.324903,3.423742,3.611638,3.503587
AAMP,1473.638,1971.303,1534.597,1205.087
IL37,32.12116,37.55629,37.79655,35.39062
METTL8,1170.904,1921.27,1657.586,1309.426
DHRS9,8.411411,6.693002,3.710732,3.6248
GEMIN6,4545.229,6882.148,4880.005,3847.793
VIT,2.818906,3.571901,4.052286,3.888742
C1D,438.1397,491.4903,429.7437,453.1169
FOXJ3,2357.375,2858.104,2170.58,1744.007
IL1RL2,13.16982,3.654904,15.63886,8.451267
MCEE,241.3703,307.487,295.6098,214.8367
DQX1,12.68097,9.735643,6.300014,5.881017
INO80B,93.97074,124.2504,113.8007,91.44018
ATP5MC3,73925.54,88794.1,72820.42,60208.6
TRABD2A,58.13498,53.89015,171.3343,156.1252
RNF103,515.9619,565.4693,528.2582,448.444
HNMT,2.341124,2.850187,3.095884,2.937742
TUBA3D,170.0196,161.5869,187.0545,193.5787
FAP,3.089544,3.248666,3.552032,3.330343
KRCC1,398.6669,534.4492,663.0831,467.4568
CNTNAP5,8.328203,15.25653,12.91871,5.137741
CFC1,2.601757,2.978853,3.256593,3.080664
ACP1,3608.636,4582.237,3625.945,2670.353
SLC4A1AP,1107.064,1884.389,1200.534,967.445
ASB3,573.3912,853.9444,803.9478,647.4337
TBR1,2.787206,3.420842,3.886306,3.756079
CYP20A1,198.6809,263.9161,225.2457,194.2606
CIB4,3.105577,3.461117,2.898257,2.761036
HSPE1,52644.36,71594.86,53475.75,45783.3
REL,137.8514,204.5904,218.9022,175.9342
PTK6,3.048886,5.830692,3.435909,3.374101
,17.62469,28.02702,38.1773,25.05346
GTSF1L,3.154559,3.17641,3.474443,3.440453
LYG2,26.96329,11.32151,8.696453,16.30958
CD40,662.5243,836.5552,590.6888,467.5145
STAU1,5821.039,7464.541,5457.348,4198.254
SLC2A1,6407.24,7058.937,4967.488,4031.212
SLC52A3,8.351861,5.169297,3.259052,3.114888
TGM3,2.544479,3.19169,15.15353,11.62287
AP5S1,1066.015,1248.955,942.4733,778.9461
CHGB,2.68845,3.146783,3.581413,4.479101
GGTLC1,107.1678,133.7278,164.0923,142.3517
BPIFB3,3.199824,3.310652,3.604777,3.379225
GGT7,38.02895,55.67573,41.47512,34.74225
C20orf173,2.576917,4.280966,3.396906,3.337137
CXADR,215.9179,174.8013,186.3974,141.2977
MAP3K7CL,11.65819,6.061114,3.885323,4.667434
URB1,258.2527,458.4351,313.9845,298.8482
CHAF1B,3073.3428,3874.5869,2850.9503,2340.4632
FAHD2A,647.2743,846.4211,654.6646,556.8038
PCNT,1242.1,1537.171,1210.751,927.0563
TFF2,39.91969,34.0967,33.72512,36.15531
HDHD5,1281.488,1437.225,1528.719,1235.376
CDC45,4437.386,6485.551,3961.798,3324.138
LZTR1,274.1726,340.4268,344.1856,249.0207
PPM1F,208.5744,328.4837,181.0899,169.7016
MMP11,2.796314,2.988395,3.212339,3.25464
CCDC121,70.18179,122.8882,123.1194,96.58358
OSBP2,23.71958,27.33501,8.573446,18.23136
SLC5A4,5.695472,3.254514,3.617533,6.008651
EIF3L,5864.401,6349.676,7749.967,6531.342
DDX17,240.769,323.4493,337.5446,272.5436
SLC25A17,1600.003,2172.957,1814.43,1359.11
TPRKB,2325.844,2974.274,2108.627,1702.582
GTSE1,1416.783,2150.105,1361.02,1201.937
HRASLS,2.33388,3.085566,3.15059,2.957061
PLXNA1,9359.011,10063.42,6841.429,5544.914
DHX36,3694.063,5020.168,3607.282,3102.443
PCOLCE2,1185.788,1858.158,1304.144,1087.405
DRD3,6.952174,3.14585,3.437563,9.76023
PXYLP1,207.1507,248.003,258.2875,208.2401
RAB17,2.559582,5.73707,3.067312,3.042961
CLDN1,2202.846,2619.182,2019.155,1352.971
MKRN2,728.3569,1077.996,923.9701,678.982
TATDN2,2067.167,2842.311,2493.885,1987.118
CPNE9,8.668216,10.67887,6.556793,7.223516
BBS5,81.69162,78.29512,75.89666,79.42899
BCL6,578.5811,404.8985,506.1728,332.9484
ACY1,1820.95,1931.021,1992.859,1940.87
RTP3,2.240564,4.665189,6.718918,2.842203
RBM6,232.2659,261.4604,283.2306,253.478
PLXNB1,57.99062,57.58235,60.46929,60.39302
TCTA,367.9936,459.5452,409.6671,276.0025
C3orf52,504.5715,710.5204,613.9625,454.9113
MAP3K13,12.68335,12.88683,19.15105,11.162
MCCC1,1907.732,2524.643,1774.245,1373.112
A4GNT,9.536619,3.570047,3.293493,3.259875
CCDC80,297.2916,285.4338,664.1993,490.9664
EXOSC7,1664.057,2179.753,1866.931,1489.186
RHOH,3.09471,5.110019,3.476469,3.436015
NPY2R,2.247101,2.635306,2.868847,2.706716
ODAM,2.332169,2.728858,5.327121,3.946181
CPZ,3.133582,3.406525,4.58254,3.540523
S100P,22.62305,13.60582,12.85079,3.569234
GAR1,9044.836,12654.83,8646.43,7323.702
UBE2D3,2896.16,3980.633,2747.892,2156.579
HPCAL1,3732.278,4156.795,2909.134,2217.218
CCNA2,1565.7648,2538.52,1619.8869,1417.5873
ANXA10,2.711732,2.816625,3.08275,2.897168
FIP1L1,1626.922,2107.229,1657.518,1416.199
HNRNPD,30735.1,40210.61,29353.87,24194.82
FAM241A,261.2017,444.9757,277.0629,223.367
PDGFC,4112.885,4543.081,5970.218,4500.912
UGT2B15,3.656517,11.72742,6.189914,11.97574
ANKHD1-EIF4EBP3,549.2149,708.4159,748.1267,597.6148
PCDHB6,3.34665,3.424602,3.624097,3.493356
SMN1,3997.162,5315.497,3998.716,3068.164
MGAT1,2146.95,2349.426,2221.886,1694.052
FASTKD3,479.1911,750.4686,593.7486,443.7825
ELL2,1118.433,1308.951,1028.809,718.075
ERCC8,172.7879,278.9166,238.9742,182.9944
DIMT1,4872.395,7222.649,5169.626,3949.403
SAG,2.403761,3.016136,3.307329,3.09728
EPB41L4A-AS1,7364.16,6951.721,11225.53,9038.78
TRIM52,94.72602,158.5514,152.316,101.7331
SLIT3,223.1645,139.5456,99.3165,77.16987
CCNG1,1237.788,1657.405,1425.232,1050.556
CTNNA1,5888.526,8203.336,5406.754,4314.435
NPR3,21.07893,34.46899,70.44065,35.28047
SPINK13,37.71697,26.03123,11.73871,18.85251
SLC34A1,2.278092,8.908044,2.904511,2.73003
PELO,7148.304,7158.078,6597.791,4878.675
HAND1,5.271382,6.392012,7.848741,3.76167
CDX1,23.55553,20.81791,16.22706,7.370785
RANBP17,77.86859,90.6907,52.83936,47.85752
WNT8A,3.68153,3.255926,3.551464,3.424465
FAM135A,74.48058,109.6831,163.258,149.2493
GSTM2P1,4.290808,6.620355,7.917607,3.280487
GOPC,1207.759,1827.981,1525.575,1200.361
SLC35A1,419.9448,682.2063,474.8185,352.524
NQO2,1624.922,1860.077,1621.394,1290.432
ZC3H11A,7312.572,8848.82,8205.803,6487.09
TBC1D22B,187.6212,287.2201,251.6332,192.2165
MOCS1,92.5559,127.7624,105.7345,81.39207
TAP1,1412.48,2018.258,1603.556,1239.668
TRERF1,468.1159,556.0402,536.2129,479.0844
SLCO4A1,6115.111,8917.015,10862.03,6672.333
HIST1H2AE,1663.414,1771.19,1434.19,1434.864
SLC17A2,2.812164,2.980798,3.486208,3.223735
HIST1H2BO,3542.446,4285.646,3176.119,3251.962
OR11A1,117.4368,114.0023,121.2847,112.9989
MRPS18B,11855.4,16460.76,10034.04,8872.249
YTHDF1,8847.907,10584.2,9047.803,7159.499
LY6G5B,38.22587,55.62238,18.89781,23.19724
POU5F1,331.9248,316.2228,801.5958,626.0898
LSM2,2165.967,3121.509,2021.301,1846.626
RXRB,311.5051,470.3632,424.6067,363.088
SNRPC,24744.6,29541.04,23861.71,20273.32
TAF11,726.2993,1000.392,784.1176,563.0813
TPBG,505.8987,635.0569,669.1886,461.7144
GCM2,2.699758,3.3557,3.755577,3.55854
RREB1,19.5594,16.76684,26.53179,23.35288
GPBP1L1,1143.142,1593.04,1529.373,1161.301
HECA,794.2139,1204.762,1093.03,768.693
CEP57L1,304.4339,491.3688,368.0167,410.9015
DST,30.45424,49.9775,105.0037,76.77284
RSPH3,301.4608,336.9097,270.5061,204.0535
KIF25,2.372918,13.16619,13.87098,8.601959
NRF1,143.9737,178.3526,151.6537,112.4315
PAXIP1,1162.944,1615.333,1516.914,1117.866
DHX35,910.5325,1100.07,1043.003,893.6738
AOC1,9.935322,3.22522,7.200043,10.53974
UBE3C,1063.243,1472.207,1189.127,896.2285
SDHAF3,523.8096,783.3658,551.2001,425.023
NT5C3A,1540.022,1963.596,1998.84,1628.138
MIOS,612.2922,970.096,440.5384,375.3295
FZD9,41.6671,53.26039,66.01509,47.25278
GTF2IRD2,79.77394,43.65702,81.75333,53.91281
PMS2P3,344.4156,449.2365,325.6491,367.7192
DOCK4,1497.868,2251.234,1476.215,1102.367
NPVF,9.899087,7.846385,15.14952,14.84211
RINT1,524.8412,694.7709,501.2798,392.3578
SEMG2,2.693633,2.967223,3.246418,3.046445
RBM48,5.196649,10.44678,8.876658,9.262921
SRI,103.287,144.7727,178.7621,165.4119
MYL7,22.09067,19.10897,13.25396,8.49957
ZSWIM1,72.86626,113.6736,89.65228,60.13254
CLCN1,72.80931,65.9273,59.70467,37.9309
OR2A14,3.433054,3.558174,3.859058,3.676469
LUC7L2,1377.529,1673.045,1377.855,1026.609
MKRN1,4500.22,5378.321,5028.368,3873.086
WNT2,3.738997,5.586224,3.900483,3.772132
TAS2R16,3.148506,3.267199,3.560466,3.333507
PLTP,509.5342,486.6497,568.5969,497.3454
METTL2B,972.0949,1402.066,1146.304,965.9451
ZNF138,65.39441,128.1135,88.43856,88.62822
FABP5,15333.39,23824.96,16456.18,12958.66
NACA4P,4246.416,5171.469,3938.763,3395.161
SLC39A14,7606.039,9203.23,8775.895,6408.099
GML,18.67428,22.75695,22.28952,27.48855
SLC35G5,8.976589,15.43869,11.86312,4.825123
EMC2,2605.944,3570.809,2846.814,2210.358
ANXA13,7.509686,3.302095,3.442253,3.431612
PTTG3P,634.5802,728.6815,520.184,410.0278
ELOC,35759.45,43925.06,30761.13,24275.31
ANGPT2,7.84282,8.164793,17.59223,7.575594
ZNF696,437.0241,854.0581,868.4054,713.4759
MAL2,175.0964,209.4576,488.7918,220.9569
PDGFRL,398.1339,446.4741,303.2138,203.6329
DEPTOR,415.381,501.9349,603.461,351.697
ABL1,2168.113,3155.928,2619.624,2120.264
RLN1,4.008626,3.256839,3.553506,3.428643
GRHPR,2764.382,3565.47,3428.791,2600.996
CCIN,68.84742,71.97437,71.88294,79.44637
PIGO,709.4909,881.9146,690.2364,646.8574
TXN,76396.1,84793.05,76890.7,67708.87
TMEM38B,663.6039,937.9744,699.0416,464.0861
XPA,608.216,741.5767,688.4292,536.589
EIF4B,1281.714,1493.423,1552.433,1412.903
OSTF1,932.2016,1495.236,959.4012,837.953
UBAC1,4050.661,5514.143,4168.599,3429.653
C9orf64,2.850452,5.353277,3.351802,9.645568
SMARCA2,453.4217,671.2283,478.1296,421.3734
EDF1,21164.3,24411.72,19832.1,16804.29
NOTCH1,48.62885,107.9448,63.42969,51.13172
DEFB126,2.407516,3.033898,3.329728,3.146692
PTPA,1955.299,2228.505,2171.939,1744.76
UBAP2,2987.867,3817.277,3062.194,2754.798
ODF2,1121.961,1546.741,1031.364,970.9731
ZNF462,937.2219,1610.672,1290.333,1166.041
FXN,1731.05,2616.117,1904.818,1615.534
TOR2A,1194.654,1714.891,1072.543,964.761
PRPF4,3223.38,4126.032,2760.098,2700.336
ZNF354A,58.60871,121.0958,125.5406,76.92997
MPI,1076.544,1044.956,1106.556,986.2917
DNAJC7,2139.619,2652.101,2508.866,2004.979
UGT1A6,38.48386,39.58075,34.42261,19.95889
ALOX15B,38.26537,29.87433,35.23414,29.54472
RPRD2,1113.829,1393.817,1200.773,1024.747
CPXM1,15.6294,13.66273,3.683393,9.10641
ALG12,252.3919,286.0652,251.9593,212.6832
KCNMA1,82.68677,61.01561,74.09364,60.88162
MYLPF,2.384777,2.696782,2.936594,2.779804
CELF5,2.813912,3.372065,3.264043,3.047276
ASMTL-AS1,45.66829,59.9347,45.26575,43.5864
PDE3A,2.514309,3.236468,3.531557,3.375401
MAPK15,9.057894,20.50859,31.72846,22.27008
PLCB1,18.24637,36.80531,10.25182,7.832776
MAB21L4,3.247338,3.414314,3.729493,3.523043
ZBBX,2.243114,2.787724,3.02476,2.846893
,2.360025,3.014045,3.278941,6.874524
MLKL,631.9089,1484.449,848.7473,704.5195
IL16,2.496948,2.879729,3.141049,2.967438
APOO,2348.788,3309.555,2294.652,1995.233
INPP5D,6.698783,13.61747,4.964664,7.368531
KCNG2,2.609706,2.892307,3.283,6.810633
PLCXD1,1207.558,1704.734,1491.519,1114.139
SEC23B,384.6215,682.8845,532.9208,354.4452
FAM207A,1227.964,1538.165,1414.684,1245.241
HGH1,3818.217,5197.576,3865.862,3518.021
COPG2,143.1823,149.5373,149.5501,144.5338
GKN2,2.570744,3.19003,3.544163,8.759994
TMEM173,1798.11,2356.914,1601.371,1272.584
PIM3,6434.073,8054.198,6749.968,5512.752
SHC3,330.2455,311.5763,8.454463,6.65434
MSRA,1282.86,1448.716,1167.155,964.3356
ETFDH,1005.182,1352.465,924.5066,782.143
CD163L1,4.799681,12.79355,21.62897,25.60056
LRRC20,2173.076,2586.685,2286.589,1915.775
KRT76,15.17617,17.21135,19.28042,12.91037
INSRR,7.995136,5.745341,6.070541,3.76663
CHRNA9,2.492623,3.245861,3.538854,5.318343
PLAGL2,590.2293,793.9482,731.6121,532.9271
CCDC71,246.8553,131.424,154.2249,315.3383
GLB1,1213.231,1381.859,1149.986,886.3316
CD2BP2,136.3934,166.8158,117.1551,81.93488
VAMP4,147.2361,223.2618,158.3952,132.4439
NSUN6,111.5397,206.3557,143.7694,133.9224
TNK2,1029.251,1588.719,1573.465,1365.528
HAL,2.530389,2.983021,3.298719,3.24357
CLK4,96.71625,116.5121,156.1565,91.90475
HPSE2,12.55676,12.92007,14.82059,7.010228
NXN,327.7044,384.9753,546.5061,480.7282
BAIAP2,790.0215,1267.92,840.8455,663.3501
RAB24,981.4344,1136.309,1074.71,892.0598
ARIH2,3852.237,5272.214,4969.027,4108.417
SCAND1,679.4092,772.8233,682.4888,554.6267
ATP6V0E2,230.9342,274.752,180.6979,159.8402
LIPI,2.61412,8.488376,10.07951,5.516987
SCG5,132.9259,199.24,91.0852,73.1629
MAGEC2,2.89633,3.049106,3.2997,3.103784
TIMP1,3933.419,4330.255,3751.447,3088.898
MTM1,16.29419,23.49273,11.21949,14.44676
TEX13A,3.132128,3.280046,6.422912,3.372108
ZC4H2,1124.15,1409.746,1134.721,963.409
CXorf21,3.549814,2.782803,3.016814,3.081464
SCAF4,371.0268,473.5281,353.0963,301.3281
KDM5C,1163.11,1506.145,945.6878,771.8292
NKAP,458.5081,603.3148,461.2774,427.2037
NLGN3,2.977267,3.24842,3.560228,3.364733
AGTR2,3.327401,3.430333,3.730787,3.51741
TMLHE,309.1574,414.1349,175.9069,139.5902
CPXCR1,3.858817,3.376874,3.860284,10.53512
ARMCX6,2603.709,3371.979,2411.273,1943.301
TAZ,178.5159,211.4714,103.6471,91.722
PNCK,2.598811,3.243109,4.309835,3.463531
DSCR8,2.99651,3.127894,3.391313,3.179018
CALML6,14.9789,8.158854,13.63012,9.2082
RPL11,111590.4,135462.8,141256.7,120058.5
IL22RA1,160.4106,184.7372,150.9351,136.5499
MX2,11.49727,15.43461,11.02062,6.609575
RHCE,5.36226,9.308839,6.212761,9.998634
CFAP45,32.24937,36.48218,53.86026,39.31862
SLAMF1,19.93941,19.12222,22.99575,12.66091
PPT1,10023.33,12414.85,9742.151,7776.542
TCEANC2,2.484931,2.769343,4.927301,2.827191
SPRR3,31.84605,27.39242,22.73204,18.20688
MRPS14,2637.851,3704.368,3060.153,2421.718
ADGRL4,783.4947,1236.597,549.2977,441.9951
NPPB,26.8204,24.537,26.53417,28.37702
CCDC28B,400.7731,493.8823,386.4773,318.8902
SCCPDH,10115.84,11916.57,12251.5,9534.405
YRDC,2686.27,4094.799,3302.83,2479.187
EXOSC10,3902.335,4953.199,4613.202,3600.983
SGIP1,6.615751,9.557392,3.140867,2.687843
GBP1,183.6474,235.6535,326.6213,185.0733
BTG2,356.1833,1044.719,993.3034,696.7178
ATF6,1852.149,2681.277,1812.06,1559.758
KIFAP3,1682.789,2308.068,2128.401,1644.496
UBASH3A,3.287797,3.442532,3.620312,3.661256
ATP1B1,13525.37,15771.42,16365.51,12569.58
PBX1,2.70202,4.088644,3.768747,3.542524
DISC1,427.4833,602.7628,604.6818,485.5036
EXTL1,10.92927,12.04602,7.546767,7.823792
MSTO1,119.7583,155.5125,92.91611,76.81418
CERS2,4379.291,6756.91,5566.505,4311.57
LGALS8,1046.909,1528.971,847.1333,704.8988
U2AF1,34757.91,42003.91,34168.5,28881.6
GUCA2B,6.268791,3.136924,3.406704,3.253498
P3H1,1554.526,2216.3,2030.913,1509.271
UROD,8205.126,9152.072,7115.313,6348.69
DAP3,23561.02,30708.5,23564.44,19302.68
VHLL,13.0868,35.40775,34.27149,24.04304
DDX20,1284.415,1629.619,1320.246,1101.79
SPTA1,2.318987,2.923606,3.172372,3.017486
TAF12,1956.125,2897.714,1614.8,1538.364
NRAS,1129.722,1412.687,1277.668,1004.637
HSD11B1,65.75836,126.4079,30.82131,16.53172
POGZ,1044.25,1427.406,1380.54,1323.352
CREB3L4,543.8434,621.4078,495.0093,441.8155
C1orf43,6327.994,8484.925,8280.65,6343.731
CPTP,328.9108,396.6471,398.4385,327.4669
SSU72,7903.921,9502.305,8049.734,6873.034
UTS2,811.7219,1128.768,680.5629,678.2623
TAL1,4.708059,7.494368,3.689547,6.384802
CA14,32.89702,35.61394,33.02554,27.94242
FCGR1B,4.73136,3.271346,3.483956,3.359774
GPSM2,779.6067,1229.941,966.827,694.9738
RHBDL2,13.43498,9.63198,7.631492,3.092106
SDF2L1,23421.78,28736.41,19729.38,16958.97
COA6,5157.263,7643.237,4873.937,4103.616
PMF1,2458.05,2601.981,2659.291,2202.606
LCE2C,3.673256,3.109282,3.477756,6.931206
ATP5F1C,2659.145,3676.055,2651.52,2105.768
PRXL2A,3943.037,4363.561,2295.537,1902.993
IDE,1533.149,2164.032,1746.438,1620.933
CFAP43,8.662644,5.51313,3.602893,3.62777
PRDX3,4405.844,6528.326,4475.277,2877.612
OIT3,2.270974,2.86243,11.4896,2.933838
ZWINT,14514.0,20038.48,12938.52,10316.85
KLF6,7023.375,7403.981,7436.307,6068.348
MN1,9.095744,11.88062,6.798581,8.187999
NRBF2,112.9465,168.8187,133.6204,105.9945
GOT1,2741.57,3761.632,2064.236,1809.854
HSPA14,4196.143,5472.149,3820.418,2977.812
SUPV3L1,1075.687,1528.39,1142.623,935.2244
SAMD8,136.7107,200.724,153.9221,96.76084
FAS,897.689,1544.645,1220.717,859.3259
CTBP2,13557.17,16996.21,18207.92,13913.44
TRUB1,1024.088,1664.741,1156.723,930.1078
WDR11,929.9595,1298.942,905.3796,701.3789
,3.852722,3.424274,3.620703,8.533987
AP1B1,255.1129,395.7621,227.1732,165.2781
LRFN4,1894.506,2693.986,2810.303,2334.673
MTMR2,1244.77,2153.021,1453.621,1150.376
FERMT3,16.58803,9.539073,10.56447,13.5486
RASGRP2,44.27259,34.71356,28.5487,23.6818
SLC25A45,17.71169,15.61165,16.59993,12.89806
SF3B2,6890.655,8467.59,6284.271,5244.3
KIAA1549L,486.2773,837.6942,387.1084,325.6047
HTATIP2,2409.41,3563.675,2769.599,1878.377
SELENOM,1137.587,1187.794,1579.82,1293.163
ANGPTL5,2.431284,3.154747,3.428836,3.264341
CARD16,2.315008,2.878943,36.03564,33.24668
ZW10,1042.302,1411.415,894.4254,666.334
PCSK7,39.56199,60.68514,40.38693,33.57647
RFPL3,2.452098,3.086842,3.390114,3.175341
ZPR1,2342.377,3591.046,2008.9,1658.831
UPK2,2.802434,2.958439,3.230544,3.063237
MSANTD2,32.98077,47.06055,78.71241,99.43412
TRIM48,2.528205,3.25787,3.360186,3.155627
TIMM10,6702.87,9350.682,6163.67,5530.794
TCN1,24.10218,31.86209,8.374606,7.498343
FADS3,219.7414,228.4938,317.6393,217.8706
OR6A2,3.15458,3.073137,3.425909,3.33996
MOB2,672.5527,777.8805,801.5923,613.63
RAG2,3.80173,3.347775,3.28547,3.183674
PGAP2,623.4994,889.1241,813.6726,726.7673
PPME1,107.8678,159.6195,171.7887,113.7334
P2RY6,2818.089,3188.8,1907.523,1493.469
FZD4,190.9215,323.8527,208.4523,182.4403
RNF26,4253.996,5018.428,4856.711,4248.252
PLA2G6,164.6831,210.2442,190.5822,179.5204
TSFM,3725.148,5054.481,4021.832,3112.315
ARHGAP9,26.33263,40.67374,22.89434,13.59969
ZCCHC8,1276.299,2060.012,915.6874,775.3989
PAN2,74.10881,96.51046,57.39213,51.45233
TCTN2,53.15082,49.28528,33.03038,27.49741
HCAR3,10.83129,11.91833,3.454531,3.237296
DDX23,3970.334,5849.827,4505.053,3792.095
ZNF641,46.51491,82.7529,72.41251,62.31282
KCNMB4,136.5221,142.1411,70.05543,52.92716
AAAS,800.0256,1170.325,814.861,725.0287
HOXC13,3.806078,3.258801,3.512779,3.311598
LACRT,3.790471,2.663385,2.894724,2.723992
OAS1,17.51241,23.65562,14.51083,5.433852
SMAGP,647.7963,968.1676,652.3231,528.9795
KRT75,3.156013,3.286449,3.586676,3.360747
SELPLG,49.27526,50.71706,37.05105,42.75295
DCN,16.34675,10.73121,4.64015,6.973521
KCNJ8,3.092869,3.230045,3.525342,3.298878
TAS2R10,29.37288,31.75273,74.61154,62.2074
KLRG1,156.8231,244.9226,261.286,242.6381
TNRC6B,529.457,810.7886,591.2328,467.5195
PDE6H,2.534607,3.219652,3.536172,3.33067
RERGL,2.320116,2.984846,3.233078,3.072696
RIC8B,42.11938,75.1171,61.92398,44.33603
USP5,858.7716,1136.704,768.6023,646.4979
SLC6A13,4.671799,11.64104,23.20824,19.4893
RAD52,551.411,937.1228,661.68,560.2378
ACADS,117.1066,102.784,101.5566,73.87369
DYNLL1,32529.01,40318.31,35022.75,28330.87
RACGAP1P,141.0589,137.2197,115.2735,86.95688
EID3,42.63593,62.29721,104.2935,114.2869
DDX47,8650.429,12300.88,9286.838,7323.324
GALNT8,3.672569,3.369044,3.784291,3.53231
SPRYD3,648.3018,935.0461,701.0033,647.204
COX17,6696.73,9913.84,4966.55,4077.515
PHF11,484.0936,563.7889,544.2461,475.3246
PDX1,5.225997,3.475898,3.810414,3.608256
ZMYM5,180.7841,229.9211,178.9962,147.2242
TGDS,208.1684,372.9489,266.0706,193.9712
TMTC4,860.5229,1334.579,890.9615,655.2045
COL4A1,1382.317,1930.482,2923.13,2653.106
N4BP2L2,315.8804,287.4283,279.6304,186.0283
NBEA,426.3487,423.5725,548.1866,412.3937
SPACA7,7.878271,9.277764,8.611172,4.581577
SLITRK6,2.612311,5.772183,3.406263,3.199988
KLHDC7B,3.093531,5.954785,3.477374,3.454555
SYNJ2BP,668.8309,919.5549,768.9324,676.2259
GLRX5,7094.507,9278.275,7525.494,6236.338
OTUB2,661.642,1111.013,683.2023,520.2146
ZBTB17,677.3258,882.8396,817.4387,681.0676
PSME2,34760.13,37945.08,30720.36,27631.05
IRF9,501.1855,598.2373,511.5746,409.5614
HAUS4,616.8017,925.0673,834.171,647.281
TUBGCP6,195.2908,239.4719,168.1605,125.1825
RAB2B,145.8844,211.3609,199.6495,175.6299
RNASE11,2.457613,2.921173,3.185022,3.022035
TEP1,402.243,627.4066,414.4249,351.112
SPTB,9.935348,6.132068,3.306158,9.338554
DACT1,2.617822,3.286464,3.641881,3.416745
PELI2,28.01439,26.19979,20.84813,9.750981
MGAT2,1650.678,2215.987,1667.554,1239.675
COQ6,228.6738,345.6664,229.3852,190.6128
GTF2A1,579.9673,829.5842,753.3632,727.7781
EBLN2,116.9091,161.0134,257.7467,211.9046
TGM1,33.6563,42.73377,31.20017,25.04381
KCNK10,7.872326,18.60915,15.81871,11.76366
WARS,1701.605,2279.621,1185.517,1014.034
TMOD3,1318.426,1660.552,1479.922,1416.388
SPG11,697.717,981.861,863.3569,791.2105
RAMAC,1116.375,1524.129,1013.623,828.8057
ZNF770,195.6052,254.9188,282.2194,254.0305
DIS3L,1332.503,1606.077,1687.192,1383.624
CCNB2,8960.663,10853.09,7148.748,6255.961
RSL24D1,3480.71,4102.856,3562.689,2722.72
MCTP2,7.376295,14.20369,4.047897,3.892556
KLHL25,557.3938,963.222,730.1405,597.5063
HDDC3,791.2337,973.1029,642.4052,651.8405
TMCO5A,4.093117,9.732287,5.44286,5.400797
FBXO22,999.0809,1808.684,1271.177,1026.04
ITPKA,1300.646,1273.148,688.1136,635.7329
ZFYVE19,1507.207,1861.48,1491.983,1179.732
HES1,145.8474,217.1776,142.9289,115.3711
BFAR,1837.907,2404.056,2023.0,1815.251
SLC38A7,647.3028,742.9388,675.2253,659.5021
CCDC102A,594.1549,678.8086,751.7317,610.6586
NECAB2,5.539905,3.303009,5.332512,11.44701
PRRT2,17.34158,27.45914,25.51154,17.2259
ZDHHC1,14.0189,8.543011,18.62286,15.77621
B3GNT9,76.27499,72.34048,72.16446,47.84894
TSC2,264.9102,332.0228,276.7627,232.555
FAM234A,1420.0,1639.396,1270.059,1149.303
SOX8,13.25891,21.52129,17.43599,21.69413
CPB1,2.585696,3.21009,9.270446,7.464267
KNOP1,1511.603,2382.617,1987.777,1760.28
CACNG3,15.54371,13.3841,17.15208,3.195355
UMPS,7145.647,9909.658,7222.549,5689.431
MT1M,2377.796,1976.27,937.7687,1169.329
ZNF267,212.8692,267.1838,260.99,272.6579
ALG1,2391.135,2958.334,2436.273,2081.094
DNASE1,26.16315,41.66968,37.64611,24.59045
ACSM2B,3.935571,3.470012,55.785,25.38
MED9,511.0062,703.9259,562.6251,452.456
NAT9,1323.51,1799.47,1923.388,1477.148
TTYH2,17.386,33.48025,21.3564,13.76592
