Gene_Symbol,WT_1.gProcessedSignal,WT_2.gProcessedSignal,RNA5_TLR4_1.gProcessedSignal,RNA5_TLR4_2.gProcessedSignal
HBE1,2.257064,2.825829,3.059715,2.894766
NRIP3,2292.818,4026.938,1457.755,1240.83
TRIM21,97.5686,156.9492,114.3911,94.10919
UCP2,506.9388,452.391,763.9918,596.7755
FOLR2,10.22742,16.99037,15.96253,23.84749
MAP6,10.63098,9.624038,9.819021,3.19715
LILRB5,3.180193,3.278276,3.530553,3.331391
MARCH9,435.7997,518.8983,545.4343,467.014
METTL1,1360.781,1718.76,1365.848,1159.273
DIABLO,3871.874,5242.836,4691.058,3817.727
,2.831058,4.356678,3.368833,6.041754
CACNG7,42.72852,50.2438,34.01812,25.81968
DDX55,595.1335,959.9731,444.2761,366.6809
TM7SF3,4148.401,6053.498,4475.671,3607.218
STAT6,2093.188,2689.322,2523.415,2300.449
LRIG3,137.292,243.8607,287.9379,255.1596
CCDC65,2.957732,3.322547,3.662327,3.445166
PTPRR,11.39702,17.05023,6.727944,9.133426
HOXC11,2.349053,2.648346,2.878523,2.708364
LHX5,2.412772,3.009497,3.30787,3.098021
ZNF581,450.7251,574.051,717.2598,570.5558
MED13L,475.919,662.6991,601.3798,479.6991
TAS2R8,4.69899,3.275441,3.54177,3.535914
CLEC4A,20.26058,24.81328,27.09685,22.56023
CKAP4,5313.09,7227.846,5532.548,4513.999
ING4,224.4567,251.6133,301.864,224.2
PTGER1,10.32367,3.078339,7.761067,6.678428
CD27,27.00275,50.55707,37.62401,35.71364
NUP37,2635.897,3957.543,2671.111,2056.786
NINJ2,128.3803,135.0831,110.5729,93.87902
ADIPOR2,4427.353,4985.693,3886.388,2834.555
TWF1,4202.855,5622.862,3801.997,2667.332
TMEM106C,10677.19,12440.58,11504.54,9884.498
GLT8D2,169.4143,265.1625,250.9869,248.1831
APOLD1,45.56501,95.91051,57.10628,56.98254
KCNA1,3.180362,6.050809,3.538899,3.541653
MCRS1,1138.611,1468.581,1153.484,886.7845
CDADC1,37.63421,59.38883,40.55364,37.30664
PABPC3,27463.92,30552.06,29207.76,27695.92
KCTD4,202.7563,245.9621,52.29969,41.40647
IFT88,258.9149,328.0891,277.0163,239.5639
PCCA,5889.494,5154.82,6762.919,5371.778
CCNA1,87.1057,63.16829,46.1627,33.98296
AMN,355.1467,339.0166,293.5063,268.258
RAD51B,74.57108,85.77171,73.91072,70.87325
TCL1B,25.92009,43.20663,100.2526,112.3598
ZNF625,17.99938,23.67915,31.01648,23.99044
INSM2,2.916587,3.065493,3.334732,3.117562
ARHGAP5,289.5468,371.6286,364.565,395.7263
CEP170B,6285.043,8574.153,6195.526,4973.877
EFS,3.296742,3.456597,3.771104,3.569344
C14orf93,443.6444,552.0141,597.7157,514.7637
SALL2,29.76866,25.41008,15.70187,8.10335
RNASE1,80.71159,91.04713,75.18619,59.8955
PIP4P1,1356.235,1449.492,1137.64,887.2985
ZBTB25,88.93122,169.0351,181.7834,157.1519
OTX2,2.639119,2.851935,3.105899,3.24251
CDKN3,7429.51,9084.596,5789.176,4493.031
PYGL,6115.473,7591.242,7668.265,6403.204
ADAM20,6.177832,3.796672,5.14611,12.64968
UCK2,5779.666,8505.571,6944.156,5505.269
PTGR2,82.11085,111.0927,122.7422,103.0818
NPC2,10456.21,11674.42,8446.899,7983.745
DIO2,13.03082,12.09609,7.614669,18.74158
DHRS1,556.0622,693.76,498.2529,394.1981
DGLUCY,478.0542,616.6425,731.6959,640.2552
CYP46A1,19.02031,12.94927,11.16872,3.269617
TMOD2,21.06936,18.90909,5.785824,9.773293
GALK2,766.3156,1016.03,777.6053,594.3774
SLC28A2,3.166968,6.516071,7.49709,3.608432
TRIM69,168.2929,189.9433,217.7003,119.5161
KIF23,6414.623,8112.287,5024.381,4105.85
AP2A1,200.12,252.1796,211.1832,164.0396
ADAM10,504.7716,523.3817,483.6417,376.473
SMAD3,4191.036,6331.305,6629.026,5571.326
VPS33B,135.824,197.5033,133.0686,121.5509
MRPS11,4312.43,5924.667,3897.114,3386.255
SH3GL3,223.4194,289.2935,328.223,292.8342
NTF4,21.11168,15.05959,49.74225,46.21246
PSTPIP1,36.47294,50.03585,38.21623,29.91671
LPCAT4,122.4418,181.577,144.3205,112.3297
WDR61,1908.729,2361.467,1647.873,1296.719
TMEM62,246.5768,322.1895,333.5735,278.3936
SPINT1,2.754131,2.800804,5.786684,3.015108
NUBP2,544.9517,690.8971,524.9944,449.3137
SNRNP70,1846.391,2783.29,1818.03,1463.44
ZG16,5.777583,3.244925,5.283107,3.484837
CDH3,20.19874,29.12142,19.93456,10.9068
LRRC29,3.304263,3.378555,3.656668,3.441605
KDELR1,2184.487,2557.088,2396.932,1970.342
ZSWIM9,1170.385,1096.741,1669.79,1387.118
TCF25,765.2007,855.2336,649.9351,562.2766
HBQ1,98.18509,89.63569,69.99848,64.44724
C16orf87,191.3081,324.9265,331.9394,308.2033
TNFRSF12A,22963.87,25799.65,22795.43,19300.38
CETP,4.109279,3.014788,3.562132,3.653536
PRR14,398.2452,638.0211,532.1009,423.1702
NUDT16L1,1199.418,1485.57,1242.483,1011.348
CALM3,4645.204,5695.96,4630.748,3727.606
FA2H,3.235417,7.319022,3.567038,3.571398
REXO5,200.9248,308.4638,165.4248,176.0417
ST6GALNAC2,4.857946,3.310374,3.168401,3.012387
BAHCC1,247.1438,279.2754,324.065,286.1304
GRIN2C,63.29792,43.14041,51.61486,39.08196
GPR142,4.428546,3.083977,3.351036,15.99264
NLRP5,28.29016,31.23415,17.33808,9.816302
GRAP,2.67276,10.24347,3.09515,3.298179
PRPSAP2,822.7474,1211.887,886.4978,659.2171
MYH1,2.411443,2.719264,2.946416,2.857595
ARHGEF15,1209.937,1668.079,1338.408,1300.527
CCL1,9.072661,3.313687,3.517333,3.493211
MRPL27,4680.891,5613.109,3952.758,3373.598
ADAP2,4.850592,6.911784,4.483841,10.80331
UNC119,446.5178,642.0032,457.4604,366.449
SEZ6,5.422454,12.47704,3.522393,3.508198
TRPV3,2.35342,3.049228,3.30681,3.150302
YBX2,32.71134,32.00659,31.17398,27.02474
NT5C3B,506.56,683.0928,614.4675,448.6892
KRT10,14546.58,19746.07,12384.07,10408.4
KRTAP4-2,4.604751,17.39541,19.7201,21.67842
FAM57A,865.2112,924.2205,856.7005,730.0218
SCEL,110.4053,278.1676,22.76819,39.86423
KLK12,4.617517,4.169658,3.066949,2.878003
TTC19,1442.302,1533.238,1608.832,1345.125
RGS13,2.806398,3.508223,3.94945,3.744322
KANK1,688.1515,1154.402,1080.136,779.2977
MAP4K1,22.50168,18.43643,19.10821,13.75244
IL17RE,99.51294,117.3593,89.11911,77.91064
IRF5,139.0934,171.7767,151.1817,141.1718
PACS1,644.504,780.6285,740.9855,639.5999
TRIM15,5.257362,2.788472,3.052197,2.947036
OR3A1,3.146132,5.344606,3.531189,3.306841
DCX,2.920704,3.153064,3.453586,3.246002
SSBP3,94.14945,141.0929,96.35093,88.09713
KCNN2,10.45221,14.04447,9.208531,10.15651
BCL7B,2808.139,3314.661,2600.191,2250.67
HTR7,733.2138,973.1412,459.1706,376.7984
MC5R,13.48208,10.14302,9.32347,3.316869
ABCA6,3.908976,6.017176,3.849623,4.561032
ATP6V1G2,19.41064,32.88934,24.67751,23.37298
CARD9,80.65986,73.1908,40.9367,40.23273
COL2A1,2.831062,3.023608,3.256028,3.239553
FGFR3,239.3943,337.794,236.083,210.7808
C18orf12,417.5512,430.5745,368.0018,287.7196
DMBX1,13.1049,30.07629,19.51403,19.14096
TRIM4,690.2852,906.6798,843.2666,686.3236
TNFRSF8,9.298086,7.878906,12.08841,8.635624
POGZ,1365.781,2215.459,2084.542,1655.436
CBFA2T3,13.42469,9.917141,10.65817,9.950936
MAP3K7,1184.096,1739.413,1353.375,1147.021
CASP6,1125.529,1553.423,1350.402,920.2263
IMPA2,1007.043,590.0227,3315.251,2755.472
SYNE1,433.5254,511.5893,537.4991,472.1721
RAD51D,183.8448,266.2878,207.8087,210.6296
CLDN15,30.46212,40.5037,29.15229,20.93242
TUB,437.8173,699.2456,743.7794,540.5217
B3GNT2,159.7074,247.1301,237.6267,165.079
TYMS,32295.76,37327.6,29369.77,22382.43
PAX7,28.50713,21.34225,14.90592,21.18352
HOXA9,2.318664,2.940598,3.190072,3.034978
EFEMP1,2886.383,3838.267,735.9754,607.2632
COL17A1,478.1389,1042.766,162.8107,149.1464
NDC80,6679.592,9192.808,4866.174,3995.663
ZNF92,479.2108,603.3407,406.9531,339.0107
LIG3,59.93053,109.0407,81.35292,65.39326
KCNJ16,436.8604,319.7175,1187.524,747.1902
MC4R,2.226011,2.793907,2.956077,4.675397
ASB4,2.590088,2.962088,3.302474,3.271854
CDIPT,404.8842,490.8012,446.3376,319.3105
MEX3C,1166.272,1884.644,1718.752,1270.849
MIEF2,500.1797,478.7876,504.2929,404.0418
KAT14,1404.055,1490.61,1222.544,1015.928
SIGLEC15,6287.795,8889.216,8087.429,7437.163
HOXA3,72.66035,119.9237,7.532364,4.387383
ADCY6,261.6517,410.0555,328.3099,250.3618
BTN2A1,180.4524,269.1413,269.672,187.6615
IL1F10,14.0215,16.59687,6.644402,9.674036
TSPAN32,2.319708,2.650415,11.6529,15.96106
PEX10,236.9429,296.2899,274.4487,246.7492
CSF3,4.030127,7.433402,2.917518,2.763187
ATRIP,110.4567,162.1795,103.3124,87.35094
MED22,663.2648,1026.112,946.3492,733.6677
CEBPA-DT,4.908117,9.15034,3.933509,5.064424
LIPT1,180.8743,309.5653,233.3216,193.8652
JUP,671.8188,485.923,1099.16,711.8605
FAXDC2,37.01499,48.09397,34.62676,30.04668
RPL13,25485.09,28662.62,34394.22,29987.32
ZFP64,636.3017,825.0223,849.2069,725.8819
DHPS,813.1529,1070.619,887.3103,689.4784
CACNG6,65.23803,74.88625,67.22457,62.11577
L3MBTL1,48.01617,72.05349,89.54662,60.5159
CSF2RA,2.272055,2.850683,3.086578,3.813772
UBE2V1,7147.034,9585.054,7337.139,6130.581
GALT,524.3173,567.2805,559.036,446.8403
CHRD,352.4219,488.8551,220.1426,193.5967
AQP6,2.258636,2.782855,3.031292,6.132044
MAPK8IP2,80.3254,89.6644,67.22168,56.13946
MAGEC3,2.512045,2.889794,3.180003,3.152778
FYN,217.101,178.1665,46.38069,32.41829
ZNF671,189.6039,328.9304,286.1025,252.7762
DYNC2LI1,81.13561,89.93734,105.743,90.04424
CYB5R3,29202.82,34902.72,27673.32,24672.47
POLDIP3,1799.027,2313.668,1823.684,1427.178
ADGRE5,4638.56,5829.616,5213.34,4651.424
AURKC,9.571554,12.05494,4.103612,12.52779
ADGRE2,11.89136,3.038376,8.563245,6.087279
ADAM33,28.23759,36.59703,78.22626,73.07665
RFX2,107.3682,110.1176,111.1645,80.62377
PHF2,1159.348,1674.137,1461.003,1122.353
CLPTM1,1846.832,2268.104,1630.762,1348.933
SERPINB4,3.993364,3.196973,3.494145,3.26922
MRPL47,10499.79,14736.87,10442.14,8301.651
NOS2,25.51226,18.36114,4.201529,22.78566
IL6ST,360.0023,437.8796,489.727,537.2857
CKM,2.317806,2.962074,3.213504,3.036157
TRIM35,524.231,527.6991,530.5682,406.7959
CSNK2A1,1885.911,2315.661,1963.929,1785.883
KIR2DS4,12.5452,13.47544,7.138033,5.310558
PIGQ,642.9856,675.742,614.7028,526.3453
ZXDA,26.07296,16.38357,20.56449,18.52961
SEC22C,610.7429,821.5237,572.7084,444.1796
SHMT1,559.5655,603.4993,561.2781,421.1291
TM2D2,2045.707,2687.18,2128.045,1640.916
CXCL17,2.8164,2.899951,3.14625,3.239351
RASAL2,115.0172,139.367,109.5387,92.89376
MDM2,156.1122,273.7671,215.7776,179.3841
ANGPTL6,3.210548,8.218205,4.416325,14.58587
WDFY1,557.1437,693.1474,671.5414,509.0453
PRIMA1,150.124,143.416,141.3264,127.1709
RBM12,550.6156,716.1486,519.9288,463.5846
CBFA2T2,102.643,129.9929,140.476,104.9652
RDH8,7.411547,3.281834,5.993023,3.500671
FASTK,10566.86,12501.28,10579.97,9460.948
CDH26,4.115845,2.9015,9.30421,2.980796
DGKH,18.01392,27.15907,27.52264,32.29903
SLC24A4,23.6822,8.321473,13.33321,10.62906
CNTN5,3.843123,3.239489,3.57348,3.354459
KL,2.225008,2.713012,2.947558,2.769257
CCL28,9.899375,3.662713,3.897526,8.080906
LGALS13,3.901239,2.823317,6.182337,6.770698
SEPT3,2.722827,7.932655,2.93555,5.076598
ABR,6208.842,9001.714,7547.134,6121.116
PHF10,884.6208,1040.419,656.788,506.5485
EDARADD,40848.27,42635.15,42642.33,37906.57
FAM32A,1549.403,1934.259,1243.957,1032.847
TRIP10,640.9217,866.8117,895.2466,718.1379
ARHGEF18,2414.592,2987.286,1714.838,1382.614
OSCAR,2622.307,3784.797,1709.792,1585.24
NAT14,1726.507,1842.26,1580.983,1327.522
DCAF15,156.8733,251.3506,160.181,140.5382
ZNF791,190.7323,263.496,267.0319,221.2377
KANK2,9972.774,10187.41,9607.862,7687.752
POLD1,3307.338,3929.399,3150.015,2915.159
FTL,27503.69,31908.71,26053.2,21788.62
PLA2G4C,4.453637,25.72917,13.00572,2.688566
ZNF541,2.298109,2.625227,2.853299,2.694092
DMPK,1529.348,1178.484,1699.047,1389.651
KCNK6,22.79767,15.92334,9.07506,3.595371
LRG1,3.023313,6.003249,19.27994,20.83497
CADM4,2.905357,3.097418,3.310964,3.220939
PINLYP,120.2359,115.0788,92.24855,82.0148
IZUMO4,19.61579,14.92911,10.19064,3.404145
MATK,2.743305,3.46897,3.660706,7.081932
PSG1,3.24545,3.326816,3.890369,12.30935
CYP4F2,2.926822,3.299743,3.637988,3.42218
ZNF181,19.56612,39.00839,49.86027,19.75158
LRFN3,1582.275,1934.427,1955.356,1601.668
CLIP3,6.604678,4.429541,13.73999,6.025216
OR10H2,244.6503,278.5319,255.5081,172.9412
TTYH1,192.0706,135.8471,132.124,188.8182
MBD3,2211.887,2492.823,2283.022,2055.214
NDUFB7,2897.738,3231.711,2982.008,2502.088
ATP5F1D,3892.929,4522.242,3826.638,3338.672
NIFK,1411.623,1820.746,1507.71,1215.11
ITGAV,2562.5587,3526.0936,4165.381,2646.0721
SERPINE2,474.5296,681.7041,472.2994,392.3987
C1QL2,2.957479,3.106991,3.953996,3.170195
RAB3GAP1,1718.348,2003.577,1626.591,1431.299
RAMP1,67.51891,54.35499,1022.399,811.8001
CENPO,278.2935,338.7774,265.9081,253.3834
PLD5,2.454507,2.823514,3.078146,2.900651
SULT1C2,5.514799,4.245374,10.49253,3.644783
SCN2A,2.604642,2.958833,3.233598,3.053646
INHA,4.417487,10.96918,6.348376,6.980747
ZNF142,192.781,328.5987,266.1291,209.7344
SPC25,3118.912,4047.922,1944.527,1601.697
ETAA1,288.6008,409.1638,400.8986,309.2072
IL1RL1,2.369475,2.999107,3.271077,3.107184
PRKCZ,98.1391,101.159,49.47531,49.40013
ZNF436,177.7458,290.466,252.7072,193.8104
MYOM3,2.610296,2.803962,3.125525,3.09605
CLCA1,4.291621,7.295391,2.938629,2.822596
RUNX3,8.71228,16.79871,2.954669,5.686189
PARS2,84.8361,176.2519,153.1566,131.4601
ISYNA1,727.2249,768.988,999.5806,875.5469
LELP1,2.322385,2.693483,2.934746,6.965789
TRMT13,189.311,298.5117,240.6118,198.6853
NKAIN1,312.2945,341.7959,95.89864,101.5258
ENAH,4309.266,5604.772,5664.296,4195.687
SMYD3,172.8574,264.6659,265.7225,212.7358
INSL5,2.566499,2.915336,3.234624,3.316306
GBP3,778.9857,1400.356,724.5119,586.3869
DUSP12,6011.985,7329.637,6892.138,5560.516
MGST3,16353.35,15575.7,17243.76,13780.24
TNNI1,3.235454,3.345304,12.12846,9.421908
HSD3B2,11.70116,20.08839,8.636001,8.399793
RGS7,3.516071,6.285317,3.868087,3.73519
ATP13A1,512.2025,624.1177,528.1988,451.5924
PLK3,629.0866,1118.746,789.1395,618.8256
MUTYH,1159.586,1720.924,1096.845,1087.111
MEF2D,1033.828,1251.485,1122.391,1038.712
RHBG,12.32401,13.81214,9.391908,7.735788
ARHGEF2,232.1436,496.1746,305.4138,272.3116
CELA2B,5.112451,3.005851,3.278934,8.046442
PROK1,7.233146,3.405959,2.959621,2.879516
OR6K2,45.05135,59.1439,48.82436,42.38386
AMPD1,3.144659,3.274883,3.496695,3.351311
VTCN1,5.900781,2.739771,25.0225,18.47062
ZDHHC18,204.1002,303.3815,164.4878,119.0415
PUSL1,5235.323,6431.727,5523.175,4789.518
PFDN2,22040.48,32411.53,24094.32,20772.44
SEC16B,3.050262,9.591126,10.98907,10.21367
TNFRSF9,233.4024,318.7279,721.5461,572.8834
STXBP3,1244.183,1831.661,1540.774,1126.899
NPHS1,3.363568,5.298401,3.724217,4.394454
ASPM,6656.797,9077.586,7456.532,5932.912
PGM1,3270.198,3402.931,3550.293,2629.237
TARBP1,425.475,664.177,601.3991,505.5031
GRHL3,9.183594,13.55146,15.08336,10.32338
INTS7,949.7779,1356.473,913.063,740.4179
CYB5R1,3213.784,3822.177,2409.217,1993.846
MUC16,3.022395,3.154028,3.433198,7.009299
PDZK1,27.02524,17.35572,263.5362,168.9289
ACBD6,5485.747,6437.84,5791.632,4890.898
TBCE,8229.713,9990.942,8982.305,6757.103
ZNF124,434.2017,686.909,736.5303,639.5988
BAMBI,612.594,956.6306,695.899,526.6914
ZNF333,38.00315,66.56515,61.13921,57.47648
ERLIN1,261.502,369.9738,261.5282,222.5454
GDF10,3.489186,3.607016,3.89107,3.732391
IFIT1,589.1434,668.2555,607.9556,437.0831
NPM3,8458.359,8250.944,7715.202,8279.683
TAF5,215.6449,425.0499,263.0384,208.5535
UNC5B,470.5587,744.4195,316.5534,259.4841
NDST2,372.9142,497.4151,351.2656,281.3605
PITRM1,1192.385,1679.543,1152.184,910.3036
WNT8B,2.430331,3.137915,3.414142,3.815345
CYP2C18,2.583796,3.099398,3.198468,3.173209
SLC18A2,25.124,19.94515,17.38585,15.65093
FAM24B,453.5547,803.291,617.1038,526.9183
OR10H4,18.28405,9.987706,10.55166,6.266137
DDB2,4061.07,5172.228,3854.486,2734.412
COX8A,39026.47,43840.02,37212.57,33340.62
EHD1,12253.5,14765.19,11575.36,9365.332
NAALADL1,2.809862,3.587046,3.422018,3.233373
CATSPER1,830.3442,1076.243,1036.609,960.2754
NAV2,78.80045,78.22114,41.69871,42.76343
DCPS,2197.964,3275.694,2093.902,1722.493
MMP7,2.741537,2.914574,3.178374,3.169646
BACE1,1752.787,2118.547,1962.749,1697.165
BUD13,1249.264,1782.065,1401.539,1144.158
MSANTD2,74.19107,113.1242,104.9306,91.3616
OR4C15,6.349242,3.095381,9.906165,13.76697
SLC43A1,172.6899,211.8235,249.3506,201.3316
CBLIF,3.008282,3.211129,3.70213,3.903137
VWCE,135.7422,45.95339,67.35695,38.85621
TFCP2L1,2.795551,3.008154,3.222597,3.15154
TUT1,62.54487,138.6009,81.54952,75.67166
HRASLS5,272.5083,316.3104,337.8138,204.3217
LDHC,135.1267,121.3684,118.895,103.6906
ZNF215,314.2787,546.5823,457.6748,368.6446
OSBPL5,961.7812,800.8668,933.3571,766.4573
LMO2,11.4254673,34.898175,15.531479,12.2151217
HBG1,2.379441,3.053621,3.333228,3.168253
AKIP1,1075.157,1542.863,1058.147,883.2178
STIM1,924.5763,824.3744,937.9814,685.0129
FOLR1,79.26402,70.51018,83.36257,84.41613
SYTL2,903.0559,811.9272,705.8537,606.7147
DGAT2,144.9923,267.4713,93.74634,72.44537
EED,4340.168,6300.38,4372.539,3303.193
ERCC3,814.6873,1145.105,922.802,662.2023
RSRC2,3348.934,4223.381,2463.497,1821.908
TIMELESS,7835.938,10981.37,7754.009,6367.374
CNPY2,13539.1,16669.19,15205.52,11967.36
FLJ13224,11.57112,12.10161,11.72165,12.7149
ARNTL2,606.9783,1042.834,732.0045,758.1966
ATP23,532.3237,689.8802,503.3559,394.7502
RND1,27.48471,22.59142,12.92313,6.480424
TMEM177,2117.051,3340.015,3506.399,3152.704
PTPRB,86.98429,118.9875,216.5314,169.4746
LRP1B,4.097798,5.4437,11.75496,3.173391
KRT82,2.237567,2.692737,2.934071,2.758205
IKBIP,1314.778,1964.729,1610.276,1160.194
LDHB,87648.45,101638.6,91836.75,84306.22
MTERF2,212.0591,376.5909,317.6889,230.1553
CHD4,1434.737,1927.283,1538.393,1267.375
LTBR,2507.551,3084.715,3490.841,2717.779
WASHC3,968.9357,1104.305,959.504,816.3756
WNT5B,691.5584,674.0518,1211.949,843.0463
BRAP,217.9559,300.6105,249.7145,254.3637
NAP1L1,8213.137,10485.96,11607.99,9192.961
PAWR,1945.332,2538.288,3564.801,3693.383
NFYB,334.8106,502.4195,347.2965,329.924
RPRM,2.270738,4.156864,2.876529,2.727644
CLSTN3,24.75972,24.59726,27.06499,21.61466
FBXO21,1658.928,1901.9,1715.62,1232.904
RUBCNL,3.110902,3.264771,3.474821,3.36281
MTIF3,1375.301,1982.607,1408.081,1128.322
N4BP2L2,2863.99,4889.514,4607.477,3453.713
COG6,552.8388,765.8712,683.0955,543.2668
MAB21L1,4.946662,2.651317,2.885103,5.442418
DPY30,2217.205,2900.82,1870.475,1508.055
KLF5,258.1119,132.8,130.3279,86.30421
TP53I3,2243.165,3066.257,2567.097,2000.793
COX16,7037.687,8352.372,6362.248,5259.107
SNX6,2477.433,3257.726,2991.495,2386.677
HECTD1,4845.687,7086.918,5982.036,4671.284
THTPA,441.042,626.9142,709.6062,629.8523
AJUBA,2577.881,3717.129,4189.985,3181.034
OSGEP,1246.553,1764.07,1175.259,1041.999
OR4K17,2.459426,2.740747,2.986793,2.796059
ESR2,2.70353,6.194163,3.156703,4.155199
DAAM1,55.18637,77.8764,59.39313,43.19759
BMP4,135.6281,139.3368,126.5548,83.7268
NIF3L1,2755.281,4300.045,2786.439,2275.374
MED6,515.6786,663.9395,490.472,440.7858
ZNF410,2255.999,2685.104,2413.074,2101.019
GPATCH2L,30.60587,50.35014,47.07055,30.17567
RABGGTA,130.0926,186.1023,114.8542,93.02736
ZC3H14,384.3157,498.2213,489.0665,483.7057
DUOX1,2.667187,2.868593,3.135402,3.129267
MEGF11,6.457165,8.023013,3.3181,3.134544
LDHAL6B,2.231989,2.739987,2.976951,2.79693
STOML1,2015.844,2531.879,1389.164,1366.648
ABCB6,3288.866,3458.677,3075.744,2184.034
LINC00597,12.8447,40.74584,82.01037,60.15251
ISL2,2.226945,2.68561,2.915194,4.916703
NOP10,21257.84,29190.01,21469.66,17014.87
ACSBG1,13.90654,23.73984,19.99203,11.59438
TYRO3,837.0422,1125.248,1004.52,790.8434
EIF2AK4,2145.842,3151.062,2635.066,2115.444
MRTFB,1077.276,1146.857,1152.069,869.1092
KIFC3,247.1457,236.7482,321.5155,243.2575
FEV,2.811735,3.147989,3.451063,3.264864
RSL1D1,3357.058,3974.773,3910.759,3367.744
DNAAF1,3.308999,3.320797,3.632613,3.419122
KIF22,1771.094,2426.158,1573.605,1537.328
ATP6V0D1,3029.212,3244.621,2736.912,2302.459
TRADD,2526.289,2935.53,2416.588,2053.574
TOX3,2.750808,3.164291,3.480806,3.287876
,122.2661,102.5994,114.8893,103.0615
FAM173A,1553.034,1813.284,1578.64,1360.017
GNG13,63.1678,93.04279,118.3168,118.454
GDE1,1765.744,2124.237,1643.548,1259.989
APOBR,4.201537,2.852206,3.135452,3.126258
ATP6V0C,62483.99,75388.7,56120.23,46177.42
MT1A,74083.95,89962.05,41256.07,41107.11
HERPUD1,14400.23,15079.85,12545.46,9853.975
ADAM6,2.525991,3.273494,3.614736,3.470623
C16orf58,572.7136,630.4261,552.6428,451.8535
UBN1,3229.722,3754.394,3076.311,2516.358
LDHD,35.65832,27.70061,17.35911,25.30534
LYRM1,315.8828,491.1028,338.2419,238.487
SAP30BP,516.9019,696.1897,404.4212,381.6633
MRPL38,834.7343,1134.039,863.6891,725.1287
ST6GALNAC1,3.189719,3.200432,5.705555,3.468401
DYNLL2,2225.247,2439.738,1674.513,1342.291
TEX14,2.28278,2.804761,3.062953,2.873987
SLC38A10,4225.47,5339.457,4098.926,3687.897
CD300LF,2.747648,2.955101,3.191242,3.1771
WRAP53,147.162,180.5338,128.0398,106.5656
NOL11,1594.113,2537.031,1593.531,1240.165
FTSJ3,3943.858,5631.656,4289.328,3614.017
ULK2,169.129,171.8362,245.5015,208.4418
COX10,258.1331,343.8343,270.0482,212.4066
ADPRM,346.6569,487.689,493.8335,360.7296
RANGRF,1448.919,1941.999,1245.513,993.3406
G6PC3,303.3983,355.4238,277.0135,235.8737
EFTUD2,9023.943,11936.12,9206.635,7720.168
ITGA3,6034.23,6285.942,7811.621,6743.777
ZNF652,401.0275,486.901,440.2427,346.7499
CCL18,2.36151,2.67959,2.916157,2.733758
HOXB7,3.162485,3.246205,3.508509,3.499577
OMG,2.467083,2.937604,3.238385,3.14571
TARS2,741.741,1005.273,743.3785,722.198
FLOT2,1707.355,1710.944,2040.627,1742.509
DVL2,2187.979,2609.358,2568.741,2238.659
VMO1,24.14454,28.7242,28.55473,27.1304
ALOX15,2.831154,3.120195,3.417798,3.224003
KANSL1,1108.293,1469.735,1435.768,1111.682
KLHL11,145.8989,145.9016,179.7149,150.2049
KRT36,3.189866,3.241167,5.531932,11.19826
CBX8,113.5586,183.8919,181.8533,171.7679
KRT12,2.553155,2.970532,3.245191,3.075318
TIMM22,1173.147,1292.533,1350.306,1043.766
ADORA2B,2180.9,2646.727,2901.005,2411.16
OR3A2,3.305753,3.38904,3.609957,5.233696
NCL,45531.69,57499.57,45653.59,41097.62
RNMT,675.2298,725.9907,663.6148,691.3515
SMAD7,465.6758,543.3589,578.0639,497.933
CCBE1,46.66018,82.02366,61.79131,47.51776
CDH20,2.6497,3.175012,3.549691,3.478244
ZNF236,108.4879,187.1622,212.6444,149.7643
SLC14A1,15.24994,6.93571,26.1481,12.73732
SERPINB3,3.486578,3.671043,3.933844,3.814023
FPR2,4.428826,3.389211,3.725322,3.520606
SFT2D3,133.217,173.3785,174.1825,147.8925
ZSCAN18,2.732171,3.276807,5.07398,2.996402
ZNF416,109.0367,144.9272,150.3239,114.389
RELB,3957.835,6465.879,7851.171,6069.232
CIC,1288.608,1424.728,1420.511,1092.051
COL5A3,2.684558,3.354983,3.738369,3.511348
CYP2A13,28.56096,28.37291,30.00147,11.68276
AP1M1,2005.282,2733.199,2132.943,1762.984
CCL25,4.639359,4.357387,8.015021,3.492265
MPHOSPH10,1769.031,2411.025,1692.227,1542.31
CC2D1A,726.0114,769.0746,652.4773,552.6556
ZNF564,62.72663,125.548,113.7548,114.0042
SYT3,61.04806,57.64514,43.09073,27.98673
NR1H2,295.714,384.0917,287.3893,195.8735
FCGRT,4952.968,4902.66,4792.623,4223.656
PRR12,668.6122,1123.54,820.4338,689.1801
TULP2,2.761785,15.01596,3.832538,3.704522
NAPA,551.7186,726.081,480.9589,437.5361
SLC1A5,1324.575,1761.625,1274.66,1058.025
DOK1,2924.293,4092.849,3495.895,3086.02
RIF1,555.6401,725.1425,592.7026,491.105
SMG9,360.226,526.9261,404.5928,322.9519
CSNK1G2,652.5664,726.9565,774.9375,594.2605
RAX2,2.783739,27.40532,22.99158,25.76034
MED16,697.9645,850.4303,551.5257,491.6336
GRAMD1A,87.4752,120.8082,175.1652,149.5775
GMIP,389.2665,554.63,367.4415,344.4469
TBCB,8709.939,10589.04,9239.608,7720.873
POLR2I,3722.164,4663.958,3755.955,3378.256
LENG8,242.9301,291.815,296.6691,233.526
ZNF430,59.58295,70.14607,72.86811,60.97976
UQCR11,27476.97,28792.96,30127.99,26512.54
PLVAP,5.611374,2.843352,11.91962,7.3231
PSG3,2.267414,2.740902,5.575814,4.946574
