"ProbeID","Gene_Symbol","x.WT_1.gProcessedSignal","x.WT_2.gProcessedSignal","median.1","std.dev.1","p.outlier.x","flag.outlier.x","y.RNA5_TLR4_1.gProcessedSignal","y.RNA5_TLR4_2.gProcessedSignal","median.2","std.dev.2","p.outlier.y","flag.outlier.y","median.diff","pooled.std.dev","z.stats"
"A_19_P00318284","LINC01122",8.33299043839692,8.07750674170712,8.20524859005202,0.225234391119688,0.42351769955067,".",8.0956718001152,8.17763718186372,8.13665449098946,0.139257576529219,0.677062164963574,".",0.0685940990625582,0.187247434647111,0.366328645259315
"A_19_P00318361","KIF9-AS1",6.70734634049585,6.93427496987154,6.8208106551837,0.264640257296243,0.543410012577504,".",7.19226614413882,7.23949092644111,7.21587853528997,0.161484538819373,0.835632406576239,".",-0.39506788010627,0.21921647070821,-1.80218155519951
"A_19_P00318404","LINC00989",8.09823739568727,7.93804555693099,8.01814147630913,0.231825608342148,0.624991577078978,".",8.27950248878392,8.02458691288366,8.15204470083379,0.13892551427726,0.194222772457918,".",-0.13390322452466,0.191106529454658,-0.700673205184389
"A_19_P00318409","NEAT1",8.2260570128117,7.97519941790689,8.1006282153593,0.228919344622289,0.438772034150464,".",8.56990123040099,8.81612680540192,8.69301401790145,0.128528160929427,0.17666901670672,".",-0.592385802542159,0.18563883550351,-3.19106614160461
"A_19_P00318418","TBXAS1",8.55883685004091,8.41064015984225,8.48473850494158,0.215641392169524,0.628808155099738,".",8.37836315969615,8.45270199744181,8.41553257856898,0.133540990815753,0.694250762527736,".",0.0692059263726001,0.179352176241136,0.385866108920551
"A_19_P00318492","LINC00887",6.3711537635562,5.30216378181394,5.83665877268507,0.288530617100597,0.00918538697723492,"*",6.09580448452946,6.13439612597581,6.11510030525264,0.197869743793179,0.890756711871856,".",-0.278441532567566,0.247388714893414,-1.1255223694724
"A_19_P00318519","",6.44666448901198,5.84228158137283,6.14447303519241,0.279223260504118,0.127970286979644,".",5.81700868791448,5.8863811372311,5.85169491257279,0.209381158697091,0.815650602881334,".",0.292778122619615,0.246785431928109,1.18636712196571
"A_19_P00318537","lnc-BTBD10-3",7.85485404359274,8.05833370372804,7.95659387366039,0.233984619084565,0.538109730875359,".",7.87381014087359,8.21166279054681,8.0427364657102,0.141320608284975,0.090473655792586,".",-0.0861425920498107,0.193287759951561,-0.44567018662433
"A_19_P00318559","PURPL",4.76417315833958,5.0888828016091,4.92652797997434,0.324626259206808,0.477582135044282,".",4.63598899290641,5.44259866755693,5.03929383023167,0.251087369268417,0.02296854554386,".",-0.11276585025733,0.290195688435183,-0.388585546757758
"A_19_P00318587","LINC01023",7.3030194136128,7.10105528716722,7.20203735039001,0.257008913842136,0.575648613192482,".",6.93661075590787,6.99424053539512,6.96542564565149,0.168353202667058,0.808445407984661,".",0.236611704738515,0.217251447224834,1.08911451574196
"A_19_P00318600","LOC648987",8.88076687804789,8.97126849484641,8.92601768644715,0.202478366409661,0.753329603923308,".",8.80991782235306,8.62610524579244,8.71801153407275,0.128111209229884,0.311618898104333,".",0.208006152374399,0.169425456756457,1.22771486857137
"A_19_P00318761","",5.94705694857793,5.49338772220713,5.72022233539253,0.29264658734804,0.275314808001711,".",5.28819781818679,5.2825826235359,5.28539022086134,0.237760240143085,0.986703127839169,".",0.434832114531185,0.266619538743273,1.63090865951082
