NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING		25	-0.37437993	-1.1070962	0.23828125	0.6482368	1.0	3246	tags=40%, list=20%, signal=50%	
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING		40	-0.41451478	-1.105322	0.30518234	0.65119016	1.0	3626	tags=45%, list=22%, signal=58%	
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING		16	-0.450331	-1.1051342	0.3089431	0.6503642	1.0	350	tags=13%, list=2%, signal=13%	
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE		6	-0.59523606	-1.1029389	0.3815029	0.654439	1.0	1439	tags=50%, list=9%, signal=55%	
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE		10	-0.526927	-1.1029106	0.27450982	0.65302557	1.0	859	tags=30%, list=5%, signal=32%	
REACTOME_CELLULAR_HEXOSE_TRANSPORT	REACTOME_CELLULAR_HEXOSE_TRANSPORT		19	-0.41499847	-1.1022718	0.31526104	0.6530852	1.0	2104	tags=26%, list=13%, signal=30%	
REACTOME_TRYPTOPHAN_CATABOLISM	REACTOME_TRYPTOPHAN_CATABOLISM		10	-0.4702434	-1.1011103	0.3234714	0.65472746	1.0	103	tags=10%, list=1%, signal=10%	
REACTOME_SUPPRESSION_OF_APOPTOSIS	REACTOME_SUPPRESSION_OF_APOPTOSIS		6	-0.5222751	-1.1010976	0.46019417	0.65331215	1.0	1376	tags=33%, list=8%, signal=36%	
REACTOME_G2_PHASE	REACTOME_G2_PHASE		5	-0.54430944	-1.1009187	0.40936863	0.652296	1.0	4068	tags=60%, list=25%, signal=80%	
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA		5	-0.6543154	-1.1008775	0.3759542	0.65098655	1.0	203	tags=20%, list=1%, signal=20%	
REACTOME_REPRESSION_OF_WNT_TARGET_GENES	REACTOME_REPRESSION_OF_WNT_TARGET_GENES		13	-0.5107642	-1.100617	0.35247526	0.65032	1.0	1960	tags=38%, list=12%, signal=44%	
REACTOME_RUNX3_REGULATES_WNT_SIGNALING	REACTOME_RUNX3_REGULATES_WNT_SIGNALING		8	-0.60480785	-1.099577	0.36039603	0.6521151	1.0	2042	tags=63%, list=13%, signal=71%	
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS		5	-0.61416894	-1.0984418	0.3972332	0.6533795	1.0	492	tags=20%, list=3%, signal=21%	
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION		5	-0.50367653	-1.0958668	0.4078675	0.6586296	1.0	2116	tags=60%, list=13%, signal=69%	
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS		39	-0.3941503	-1.0950896	0.3313253	0.6593927	1.0	5508	tags=59%, list=34%, signal=89%	
REACTOME_ATTACHMENT_AND_ENTRY	REACTOME_ATTACHMENT_AND_ENTRY		5	-0.58131546	-1.0948194	0.42495126	0.6589782	1.0	3626	tags=60%, list=22%, signal=77%	
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS	REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS		19	-0.41798759	-1.0938765	0.3498965	0.6599841	1.0	3734	tags=42%, list=23%, signal=55%	
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION		16	-0.49047184	-1.093349	0.32149902	0.660246	1.0	3425	tags=50%, list=21%, signal=63%	
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING		72	-0.3349784	-1.0926473	0.34122288	0.6606143	1.0	3951	tags=40%, list=24%, signal=53%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX		34	-0.37750798	-1.0921396	0.366	0.66036135	1.0	2247	tags=29%, list=14%, signal=34%	
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS		114	-0.31592622	-1.0912024	0.30470347	0.66145766	1.0	2223	tags=18%, list=14%, signal=21%	
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN		44	-0.36606136	-1.0906845	0.351626	0.66180205	1.0	1746	tags=18%, list=11%, signal=20%	
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS	REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS		11	-0.42727798	-1.0905352	0.31054688	0.6607392	1.0	5618	tags=64%, list=35%, signal=97%	
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS		289	-0.33026958	-1.0886657	0.2556701	0.6642969	1.0	1908	tags=13%, list=12%, signal=14%	
REACTOME_NUCLEOBASE_BIOSYNTHESIS	REACTOME_NUCLEOBASE_BIOSYNTHESIS		13	-0.3811946	-1.0883213	0.34911242	0.6634424	1.0	5108	tags=54%, list=31%, signal=78%	
REACTOME_DECTIN_2_FAMILY	REACTOME_DECTIN_2_FAMILY		22	-0.41422307	-1.0882975	0.2570281	0.662108	1.0	1490	tags=18%, list=9%, signal=20%	
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS		8	-0.48701867	-1.0876877	0.20907298	0.6624446	1.0	2451	tags=38%, list=15%, signal=44%	
REACTOME_HIV_LIFE_CYCLE	REACTOME_HIV_LIFE_CYCLE		132	-0.2698345	-1.0867388	0.35059762	0.66379255	1.0	4158	tags=33%, list=26%, signal=43%	
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES		7	-0.6443061	-1.0866413	0.45665962	0.6627396	1.0	3465	tags=57%, list=21%, signal=73%	
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS	REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS		28	-0.38449872	-1.0824116	0.3013972	0.673324	1.0	1746	tags=18%, list=11%, signal=20%	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA		26	-0.33493435	-1.0818447	0.3670103	0.673417	1.0	4009	tags=31%, list=25%, signal=41%	
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS		17	-0.47054166	-1.0794824	0.4008016	0.6783238	1.0	2148	tags=35%, list=13%, signal=41%	
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS		6	-0.6772365	-1.0788201	0.40582526	0.67849416	1.0	2816	tags=50%, list=17%, signal=60%	
REACTOME_RAB_REGULATION_OF_TRAFFICKING	REACTOME_RAB_REGULATION_OF_TRAFFICKING		101	-0.3024853	-1.0780169	0.2122449	0.6794394	1.0	2679	tags=22%, list=16%, signal=26%	
REACTOME_HCMV_INFECTION	REACTOME_HCMV_INFECTION		79	-0.32342753	-1.0752382	0.37777779	0.68554205	1.0	4159	tags=30%, list=26%, signal=41%	
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION		31	-0.41577613	-1.0745554	0.32868525	0.685663	1.0	3036	tags=42%, list=19%, signal=51%	
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION		14	-0.34170178	-1.0739743	0.33333334	0.68531245	1.0	3626	tags=43%, list=22%, signal=55%	
REACTOME_CHYLOMICRON_CLEARANCE	REACTOME_CHYLOMICRON_CLEARANCE		5	-0.57400674	-1.0736164	0.43664718	0.6847416	1.0	4316	tags=60%, list=27%, signal=82%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES		61	-0.27217263	-1.0733727	0.33528265	0.6840019	1.0	4532	tags=39%, list=28%, signal=54%	
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION		60	-0.33487833	-1.0719746	0.3764706	0.68693227	1.0	3877	tags=33%, list=24%, signal=44%	
REACTOME_SUMOYLATION	REACTOME_SUMOYLATION		161	-0.30562004	-1.0718396	0.22244489	0.6858714	1.0	3439	tags=28%, list=21%, signal=35%	
REACTOME_AGGREPHAGY	REACTOME_AGGREPHAGY		32	-0.37861001	-1.0709609	0.41417912	0.68666	1.0	3276	tags=34%, list=20%, signal=43%	
REACTOME_SIGNALING_BY_PTK6	REACTOME_SIGNALING_BY_PTK6		52	-0.3232978	-1.0708816	0.20481928	0.685337	1.0	1137	tags=17%, list=7%, signal=19%	
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE		12	-0.4745522	-1.0708137	0.3025048	0.68402505	1.0	1439	tags=33%, list=9%, signal=37%	
REACTOME_RHOBTB_GTPASE_CYCLE	REACTOME_RHOBTB_GTPASE_CYCLE		30	-0.3430306	-1.0706236	0.38217822	0.68342173	1.0	5208	tags=60%, list=32%, signal=88%	
REACTOME_SIGNALING_BY_HIPPO	REACTOME_SIGNALING_BY_HIPPO		18	-0.4177692	-1.0700867	0.372	0.68359274	1.0	2776	tags=39%, list=17%, signal=47%	
REACTOME_HOMOLOGY_DIRECTED_REPAIR	REACTOME_HOMOLOGY_DIRECTED_REPAIR		86	-0.31299236	-1.0688112	0.2797619	0.68499666	1.0	3257	tags=27%, list=20%, signal=33%	
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS		28	-0.42893106	-1.068401	0.42768595	0.68459964	1.0	841	tags=14%, list=5%, signal=15%	
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS		12	-0.4945583	-1.0679358	0.3499006	0.6846279	1.0	2116	tags=33%, list=13%, signal=38%	
REACTOME_ONCOGENE_INDUCED_SENESCENCE	REACTOME_ONCOGENE_INDUCED_SENESCENCE		30	-0.37240797	-1.0676594	0.3858586	0.6841066	1.0	2059	tags=30%, list=13%, signal=34%	
REACTOME_VLDL_CLEARANCE	REACTOME_VLDL_CLEARANCE		5	-0.6241407	-1.0660557	0.4019608	0.68662316	1.0	242	tags=20%, list=1%, signal=20%	
REACTOME_ACTIVATION_OF_C3_AND_C5	REACTOME_ACTIVATION_OF_C3_AND_C5		6	-0.6168748	-1.0655044	0.47283703	0.6862868	1.0	3270	tags=67%, list=20%, signal=83%	
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES		28	-0.33409095	-1.0642282	0.3888889	0.6877922	1.0	2228	tags=29%, list=14%, signal=33%	
REACTOME_LDL_CLEARANCE	REACTOME_LDL_CLEARANCE		18	-0.32990658	-1.0634305	0.39679357	0.68810827	1.0	2188	tags=22%, list=13%, signal=26%	
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET	REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET		8	-0.4925176	-1.0629307	0.46516395	0.6880604	1.0	1134	tags=25%, list=7%, signal=27%	
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA	REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA		11	-0.4085597	-1.0620867	0.37864077	0.6889584	1.0	1512	tags=27%, list=9%, signal=30%	
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA		8	-0.44116887	-1.0608348	0.334004	0.6899128	1.0	971	tags=25%, list=6%, signal=27%	
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX	REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX		13	-0.49471575	-1.0607493	0.3243243	0.6886487	1.0	2773	tags=38%, list=17%, signal=46%	
REACTOME_L1CAM_INTERACTIONS	REACTOME_L1CAM_INTERACTIONS		106	-0.33207697	-1.0596654	0.43835616	0.6903575	1.0	2841	tags=27%, list=17%, signal=33%	
REACTOME_SIGNALING_BY_PDGF	REACTOME_SIGNALING_BY_PDGF		56	-0.3700248	-1.0583007	0.37371662	0.69305646	1.0	1392	tags=14%, list=9%, signal=16%	
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS		51	-0.3440884	-1.0563521	0.41129032	0.6963126	1.0	1161	tags=16%, list=7%, signal=17%	
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION		17	-0.37937835	-1.0560843	0.36570248	0.6953171	1.0	1512	tags=24%, list=9%, signal=26%	
REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING	REACTOME_SHC1_EVENTS_IN_ERBB2_SIGNALING		22	-0.42124704	-1.0558808	0.36809817	0.694372	1.0	1387	tags=18%, list=9%, signal=20%	
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS		31	-0.34182468	-1.0554982	0.31944445	0.69385165	1.0	3716	tags=39%, list=23%, signal=50%	
REACTOME_SYNTHESIS_OF_PG	REACTOME_SYNTHESIS_OF_PG		7	-0.42370728	-1.0553303	0.4183267	0.6931028	1.0	564	tags=14%, list=3%, signal=15%	
REACTOME_SENSORY_PROCESSING_OF_SOUND	REACTOME_SENSORY_PROCESSING_OF_SOUND		66	-0.3332519	-1.0551026	0.2800789	0.6922753	1.0	2932	tags=20%, list=18%, signal=24%	
REACTOME_RHOV_GTPASE_CYCLE	REACTOME_RHOV_GTPASE_CYCLE		29	-0.38851693	-1.0547609	0.2746615	0.6916364	1.0	4379	tags=41%, list=27%, signal=57%	
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION		15	-0.40007824	-1.0528075	0.36792454	0.6949412	1.0	3651	tags=40%, list=22%, signal=52%	
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2	REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2		10	-0.43731898	-1.052283	0.37406015	0.69486755	1.0	4323	tags=60%, list=27%, signal=82%	
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS		45	-0.3411604	-1.0518425	0.38508064	0.6951002	1.0	2735	tags=24%, list=17%, signal=29%	
REACTOME_ORGANIC_ANION_TRANSPORTERS	REACTOME_ORGANIC_ANION_TRANSPORTERS		10	-0.46598858	-1.0510411	0.35329342	0.6959307	1.0	607	tags=20%, list=4%, signal=21%	
REACTOME_FLT3_SIGNALING_IN_DISEASE	REACTOME_FLT3_SIGNALING_IN_DISEASE		28	-0.34242764	-1.0484259	0.38866398	0.70070153	1.0	3734	tags=39%, list=23%, signal=51%	
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS		30	-0.31661507	-1.047385	0.38696536	0.7017584	1.0	2547	tags=27%, list=16%, signal=32%	
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	REACTOME_IRAK1_RECRUITS_IKK_COMPLEX		14	-0.42365828	-1.0473583	0.41366223	0.70055014	1.0	4307	tags=50%, list=27%, signal=68%	
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS	REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS		10	-0.5345435	-1.0463725	0.3900415	0.7017928	1.0	3166	tags=40%, list=19%, signal=50%	
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS		37	-0.3531445	-1.0463078	0.42519686	0.700568	1.0	2271	tags=19%, list=14%, signal=22%	
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS		5	-0.6465501	-1.04571	0.46492985	0.70037115	1.0	5140	tags=40%, list=32%, signal=59%	
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION	REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION		13	-0.4447438	-1.0456535	0.3365949	0.6990747	1.0	2197	tags=38%, list=14%, signal=44%	
REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA	REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA		30	-0.38648167	-1.0453333	0.41568628	0.69854	1.0	1746	tags=20%, list=11%, signal=22%	
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS		42	-0.354679	-1.041078	0.2969697	0.70803577	1.0	4227	tags=40%, list=26%, signal=55%	
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR		54	-0.32894066	-1.0400758	0.28716904	0.70891964	1.0	2988	tags=26%, list=18%, signal=32%	
REACTOME_PERK_REGULATES_GENE_EXPRESSION	REACTOME_PERK_REGULATES_GENE_EXPRESSION		30	-0.31757075	-1.0379763	0.44930416	0.71216434	1.0	2982	tags=30%, list=18%, signal=37%	
REACTOME_MET_RECEPTOR_RECYCLING	REACTOME_MET_RECEPTOR_RECYCLING		10	-0.45817533	-1.0340183	0.3604888	0.71982723	1.0	4013	tags=50%, list=25%, signal=66%	
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING		41	-0.33798173	-1.0328581	0.35306123	0.72128487	1.0	1699	tags=20%, list=10%, signal=22%	
REACTOME_MRNA_EDITING	REACTOME_MRNA_EDITING		8	-0.5994997	-1.0323241	0.42942345	0.7211476	1.0	1044	tags=25%, list=6%, signal=27%	
REACTOME_CIRCADIAN_CLOCK	REACTOME_CIRCADIAN_CLOCK		61	-0.30066267	-1.0300164	0.34545454	0.72566	1.0	3455	tags=38%, list=21%, signal=48%	
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION		15	-0.45793128	-1.0271888	0.48412699	0.73184013	1.0	5141	tags=80%, list=32%, signal=117%	
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT		133	-0.24744622	-1.0248449	0.3754717	0.73623526	1.0	4229	tags=32%, list=26%, signal=42%	
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR		111	-0.28528294	-1.0244051	0.3010101	0.736109	1.0	3257	tags=24%, list=20%, signal=30%	
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	REACTOME_SIGNALING_BY_EGFR_IN_CANCER		24	-0.3649551	-1.0230823	0.37281552	0.7383132	1.0	4323	tags=54%, list=27%, signal=74%	
REACTOME_NEGATIVE_REGULATION_OF_FLT3	REACTOME_NEGATIVE_REGULATION_OF_FLT3		15	-0.38415098	-1.0221709	0.42300195	0.7389447	1.0	4654	tags=60%, list=29%, signal=84%	
REACTOME_DEFENSINS	REACTOME_DEFENSINS		39	-0.5211746	-1.0211538	0.39337474	0.740122	1.0	261	tags=3%, list=2%, signal=3%	
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA		15	-0.4083904	-1.0169375	0.41188118	0.7491041	1.0	3758	tags=40%, list=23%, signal=52%	
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION		164	-0.23775545	-1.0163934	0.3952569	0.7491119	1.0	4229	tags=31%, list=26%, signal=42%	
REACTOME_RHO_GTPASE_CYCLE	REACTOME_RHO_GTPASE_CYCLE		380	-0.2897158	-1.0161444	0.46706587	0.7485306	1.0	3859	tags=32%, list=24%, signal=41%	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS		9	-0.5172655	-1.0158331	0.45009786	0.74791276	1.0	3755	tags=33%, list=23%, signal=43%	
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION	REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION		49	-0.31732848	-1.0148956	0.46421662	0.7499278	1.0	4816	tags=49%, list=30%, signal=69%	
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION	REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION		65	-0.29905123	-1.0146729	0.36072144	0.74925536	1.0	4872	tags=49%, list=30%, signal=70%	
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE		36	-0.33904114	-1.0144628	0.4084507	0.7483363	1.0	2984	tags=22%, list=18%, signal=27%	
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS		35	-0.30639404	-1.0136739	0.41828793	0.7488852	1.0	3861	tags=34%, list=24%, signal=45%	
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE		34	-0.3662546	-1.0124973	0.48541668	0.7506752	1.0	1474	tags=12%, list=9%, signal=13%	
REACTOME_RAC1_GTPASE_CYCLE	REACTOME_RAC1_GTPASE_CYCLE		158	-0.31782925	-1.0116471	0.41351888	0.75186086	1.0	3738	tags=32%, list=23%, signal=41%	
REACTOME_MEIOTIC_RECOMBINATION	REACTOME_MEIOTIC_RECOMBINATION		25	-0.43072286	-1.010688	0.47895792	0.7523295	1.0	657	tags=12%, list=4%, signal=12%	
REACTOME_TRAIL_SIGNALING	REACTOME_TRAIL_SIGNALING		8	-0.49195796	-1.009885	0.5049702	0.75298417	1.0	3386	tags=75%, list=21%, signal=95%	
REACTOME_REGULATION_OF_SIGNALING_BY_CBL	REACTOME_REGULATION_OF_SIGNALING_BY_CBL		22	-0.3860197	-1.0093185	0.4692623	0.7530117	1.0	945	tags=18%, list=6%, signal=19%	
REACTOME_HCMV_EARLY_EVENTS	REACTOME_HCMV_EARLY_EVENTS		60	-0.32509792	-1.0092	0.46092185	0.75212544	1.0	946	tags=10%, list=6%, signal=11%	
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT		49	-0.2984654	-1.0087881	0.43222004	0.7517492	1.0	881	tags=10%, list=5%, signal=11%	
REACTOME_DISEASES_OF_GLYCOSYLATION	REACTOME_DISEASES_OF_GLYCOSYLATION		121	-0.27068332	-1.0074469	0.4916318	0.7540139	1.0	1774	tags=15%, list=11%, signal=17%	
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS		69	-0.3124819	-1.0066965	0.45891783	0.75448054	1.0	3439	tags=28%, list=21%, signal=35%	
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE		5	-0.5524808	-1.0051169	0.48508945	0.7571075	1.0	1077	tags=40%, list=7%, signal=43%	
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS		17	-0.3573471	-1.0043823	0.4059406	0.75718206	1.0	3341	tags=29%, list=21%, signal=37%	
REACTOME_LEISHMANIA_INFECTION	REACTOME_LEISHMANIA_INFECTION		242	-0.26953578	-1.0036702	0.498062	0.757414	1.0	2235	tags=16%, list=14%, signal=18%	
