NAME	TITLE	SCORE	
RNF13	ring finger protein 13	0.22034225	
NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	0.22014517	
LOC339166	-	0.22013931	
CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)	0.22012255	
IPW	imprinted in Prader-Willi syndrome	0.22005457	
PLA2G6	phospholipase A2, group VI (cytosolic, calcium-independent)	0.22003695	
NARS2	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)	0.21983038	
GAS1	growth arrest-specific 1	0.2197849	
PSAPL1	prosaposin-like 1	0.21972941	
GNPDA1	glucosamine-6-phosphate deaminase 1	0.21971372	
TMEM125	transmembrane protein 125	0.21934958	
UQCRC1	ubiquinol-cytochrome c reductase core protein I	0.21931665	
PRRX1	paired related homeobox 1	0.21928547	
ECHDC2	enoyl Coenzyme A hydratase domain containing 2	0.21926439	
LOC728175	-	0.21914583	
SNORA62	small nucleolar RNA, H/ACA box 62	0.21911876	
APOD	apolipoprotein D	0.21911518	
GLT1D1	glycosyltransferase 1 domain containing 1	0.21906887	
USP24	ubiquitin specific peptidase 24	0.21898426	
CCDC59	coiled-coil domain containing 59	0.21893214	
NACAP1	nascent-polypeptide-associated complex alpha polypeptide pseudogene 1	0.21852334	
NPC1L1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1	0.21849091	
ABHD14B	abhydrolase domain containing 14B	0.2183833	
EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	0.21826471	
GPR179	G protein-coupled receptor 179	0.21823674	
NPM2	nucleophosmin/nucleoplasmin, 2	0.21822669	
SCGB1D2	secretoglobin, family 1D, member 2	0.21814908	
QPCT	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)	0.21807228	
CHEK2	CHK2 checkpoint homolog (S. pombe)	0.21801709	
APEH	N-acylaminoacyl-peptide hydrolase	0.21795999	
ZMYM2	zinc finger, MYM-type 2	0.21793514	
MBNL3	muscleblind-like 3 (Drosophila)	0.21787772	
MEF2A	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)	0.21774039	
HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	0.21771763	
NRXN1	neurexin 1	0.21750177	
HCN4	hyperpolarization activated cyclic nucleotide-gated potassium channel 4	0.21745682	
ZFAND2B	zinc finger, AN1-type domain 2B	0.21719311	
TBL2	transducin (beta)-like 2	0.21716487	
GTF2IRD2	GTF2I repeat domain containing 2	0.21714377	
ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	0.21706897	
UGP2	UDP-glucose pyrophosphorylase 2	0.21701379	
DPH1	DPH1 homolog (S. cerevisiae)	0.21694039	
MRPL47	mitochondrial ribosomal protein L47	0.2167715	
SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	0.21675247	
ACACA	acetyl-Coenzyme A carboxylase alpha	0.2166753	
IL11RA	interleukin 11 receptor, alpha	0.21660323	
PARP16	poly (ADP-ribose) polymerase family, member 16	0.21654171	
ANAPC1	anaphase promoting complex subunit 1	0.21647294	
ZNF107	zinc finger protein 107 (Y8)	0.21642275	
IARS2	isoleucine-tRNA synthetase 2, mitochondrial	0.21631433	
FH	fumarate hydratase	0.21623686	
RNF180	ring finger protein 180	0.21623668	
SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)	0.21621194	
HCRT	hypocretin (orexin) neuropeptide precursor	0.21619652	
DLL4	delta-like 4 (Drosophila)	0.2159389	
MAST1	microtubule associated serine/threonine kinase 1	0.2159303	
CHID1	chitinase domain containing 1	0.2159218	
NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	0.2159172	
MORN2	MORN repeat containing 2	0.21591187	
WASL	Wiskott-Aldrich syndrome-like	0.2158591	
RPL7L1	ribosomal protein L7-like 1	0.21581571	
SNORD6	small nucleolar RNA, C/D box 6	0.21577162	
LIX1	Lix1 homolog (mouse)	0.21577135	
WISP3	WNT1 inducible signaling pathway protein 3	0.21577126	
ARHGAP28	Rho GTPase activating protein 28	0.21577106	
COL8A1	collagen, type VIII, alpha 1	0.21577053	
ST7L	suppression of tumorigenicity 7 like	0.21575932	
NEK5	NIMA (never in mitosis gene a)-related kinase 5	0.21569051	
ZNF717	zinc finger protein 717	0.21557163	
VCL	vinculin	0.21534409	
TIMP2	TIMP metallopeptidase inhibitor 2	0.21530047	
DUSP3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	0.21511123	
ESPNP	espin pseudogene	0.21498398	
PROSC	proline synthetase co-transcribed homolog (bacterial)	0.21497813	
TPM1	tropomyosin 1 (alpha)	0.21485355	
OSGIN2	oxidative stress induced growth inhibitor family member 2	0.21483609	
TMCO2	transmembrane and coiled-coil domains 2	0.21475184	
LOC149134	-	0.2146486	
MPPED1	metallophosphoesterase domain containing 1	0.21446772	
OXA1L	oxidase (cytochrome c) assembly 1-like	0.21442884	
TMIGD2	transmembrane and immunoglobulin domain containing 2	0.21439338	
ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	0.21439281	
ROPN1L	ropporin 1-like	0.21437669	
ANKRD45	ankyrin repeat domain 45	0.21430959	
LOC641367	-	0.21428895	
ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	0.21416792	
PDZD4	PDZ domain containing 4	0.2140742	
CPSF1	cleavage and polyadenylation specific factor 1, 160kDa	0.21392684	
MOG	myelin oligodendrocyte glycoprotein	0.2138733	
SLC22A2	solute carrier family 22 (organic cation transporter), member 2	0.21384735	
THAP8	THAP domain containing 8	0.21346278	
VKORC1	vitamin K epoxide reductase complex, subunit 1	0.21344899	
NT5M	5',3'-nucleotidase, mitochondrial	0.21344264	
FLJ13197	-	0.21332271	
CHN2	chimerin (chimaerin) 2	0.21321681	
IL16	interleukin 16 (lymphocyte chemoattractant factor)	0.2129875	
TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	0.21287939	
DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	0.21287148	
KIFAP3	kinesin-associated protein 3	0.21284899	
PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	0.21239114	
SLC17A5	solute carrier family 17 (anion/sugar transporter), member 5	0.21236171	
MRPL23	mitochondrial ribosomal protein L23	0.21198061	
LRRC32	leucine rich repeat containing 32	0.21180467	
AEBP1	AE binding protein 1	0.21179342	
METTL2A	methyltransferase like 2A	0.21166651	
ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	0.21159773	
CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	0.21143754	
WDR90	WD repeat domain 90	0.2113466	
GPR113	G protein-coupled receptor 113	0.2113413	
UBE3C	ubiquitin protein ligase E3C	0.21124725	
ERCC4	excision repair cross-complementing rodent repair deficiency, complementation group 4	0.21123852	
DGCR6L	DiGeorge syndrome critical region gene 6-like	0.21118909	
SULT2A1	sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	0.2111227	
TM9SF3	transmembrane 9 superfamily member 3	0.21101783	
DCK	deoxycytidine kinase	0.21083465	
GPR119	G protein-coupled receptor 119	0.210787	
DYDC1	DPY30 domain containing 1	0.21056959	
CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4	0.2105592	
FAM72B	family with sequence similarity 72, member B	0.21051048	
SNURF	SNRPN upstream reading frame	0.21046574	
PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide	0.21034962	
CDC20B	CDC20 cell division cycle 20 homolog B (S. cerevisiae)	0.21030211	
MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	0.21029872	
A3GALT2	alpha 1,3-galactosyltransferase 2 (isoglobotriaosylceramide synthase)	0.21029794	
RNASE13	ribonuclease, RNase A family, 13 (non-active)	0.21008958	
TPP1	tripeptidyl peptidase I	0.21003316	
TXNDC5	thioredoxin domain containing 5	0.21001416	
CUEDC2	CUE domain containing 2	0.20992371	
POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	0.20990677	
SVOP	SV2 related protein homolog (rat)	0.20973317	
ZFP57	zinc finger protein 57 homolog (mouse)	0.20966583	
NDUFAB1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa	0.2095241	
MRPL35	mitochondrial ribosomal protein L35	0.20946774	
CCDC38	coiled-coil domain containing 38	0.20945352	
MEP1A	meprin A, alpha (PABA peptide hydrolase)	0.20944099	
NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	0.20935796	
TOMM40	translocase of outer mitochondrial membrane 40 homolog (yeast)	0.20922391	
LIX1L	Lix1 homolog (mouse) like	0.20905277	
NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)	0.20899667	
ZNF781	zinc finger protein 781	0.20851316	
SCARA3	scavenger receptor class A, member 3	0.20839803	
CHMP2B	chromatin modifying protein 2B	0.20834595	
COPS6	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)	0.20820263	
TMEM14B	transmembrane protein 14B	0.2081981	
SNORD65	small nucleolar RNA, C/D box 65	0.20817655	
RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	0.20797175	
AIF1	allograft inflammatory factor 1	0.20783712	
SFXN4	sideroflexin 4	0.20780648	
AP1B1	adaptor-related protein complex 1, beta 1 subunit	0.20774601	
SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	0.20774095	
COL3A1	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	0.20772181	
COX4I1	cytochrome c oxidase subunit IV isoform 1	0.20753552	
VWF	von Willebrand factor	0.207453	
RNF123	ring finger protein 123	0.20739147	
BAI2	brain-specific angiogenesis inhibitor 2	0.20735857	
KIR2DS4	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4	0.20725498	
PRKRIR	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	0.20724337	
PRND	prion protein 2 (dublet)	0.20723085	
NUP133	nucleoporin 133kDa	0.20703673	
FBXL15	F-box and leucine-rich repeat protein 15	0.20678896	
RECQL5	RecQ protein-like 5	0.20677601	
UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	0.20665409	
DPP7	dipeptidyl-peptidase 7	0.20664926	
SYNPO2L	synaptopodin 2-like	0.20664655	
B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	0.20653492	
SRI	sorcin	0.2063601	
SDC1	syndecan 1	0.20627095	
SUMO3	SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)	0.20599827	
CUL2	cullin 2	0.2058756	
SUMO1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	0.20568456	
BMP2	bone morphogenetic protein 2	0.20546946	
LOC644050	-	0.20546654	
GLRA2	glycine receptor, alpha 2	0.20522623	
CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 9	0.20512235	
PI16	peptidase inhibitor 16	0.20507792	
SLC25A12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	0.2050635	
UNC93A	unc-93 homolog A (C. elegans)	0.20505108	
HPCAL1	hippocalcin-like 1	0.20500739	
TRPM8	transient receptor potential cation channel, subfamily M, member 8	0.20497087	
NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	0.20497054	
CENPN	centromere protein N	0.20475727	
KLHL12	kelch-like 12 (Drosophila)	0.20473835	
E2F2	E2F transcription factor 2	0.20464022	
HMOX1	heme oxygenase (decycling) 1	0.20441891	
KCNK10	potassium channel, subfamily K, member 10	0.20428056	
PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	0.20423529	
LRP12	low density lipoprotein-related protein 12	0.20420389	
SLC37A2	solute carrier family 37 (glycerol-3-phosphate transporter), member 2	0.20406495	
LANCL2	LanC lantibiotic synthetase component C-like 2 (bacterial)	0.20388536	
GPR37L1	G protein-coupled receptor 37 like 1	0.20377934	
PCYOX1L	prenylcysteine oxidase 1 like	0.20335704	
RSPO4	R-spondin family, member 4	0.20329738	
DAP3	death associated protein 3	0.20326225	
ASL	argininosuccinate lyase	0.20321363	
LUZP2	leucine zipper protein 2	0.20320086	
AGBL4	ATP/GTP binding protein-like 4	0.20318335	
NANOS3	nanos homolog 3 (Drosophila)	0.2031831	
HIGD1C	HIG1 domain family, member 1C	0.203183	
FRRS1	ferric-chelate reductase 1	0.20308834	
PRSS2	protease, serine, 2 (trypsin 2)	0.20288454	
NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	0.2028655	
HGD	homogentisate 1,2-dioxygenase (homogentisate oxidase)	0.20278724	
HSD17B12	hydroxysteroid (17-beta) dehydrogenase 12	0.20277251	
NODAL	nodal homolog (mouse)	0.20264818	
AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	0.20249878	
PERP	PERP, TP53 apoptosis effector	0.20243841	
PCBP4	poly(rC) binding protein 4	0.20240666	
DGCR5	DiGeorge syndrome critical region gene 5 (non-coding)	0.20235908	
HERC2	hect domain and RLD 2	0.20235525	
BBS1	Bardet-Biedl syndrome 1	0.20229635	
PSPN	persephin	0.20223194	
SYT17	synaptotagmin XVII	0.2020148	
KLF5	Kruppel-like factor 5 (intestinal)	0.20199521	
IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2	0.20191157	
FARP1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)	0.20186663	
LYPD5	LY6/PLAUR domain containing 5	0.20180541	
UBTF	upstream binding transcription factor, RNA polymerase I	0.2013849	
EMD	emerin (Emery-Dreifuss muscular dystrophy)	0.20119485	
FABP6	fatty acid binding protein 6, ileal (gastrotropin)	0.20110767	
NCOR2	nuclear receptor co-repressor 2	0.20095713	
COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	0.20088011	
YTHDC2	YTH domain containing 2	0.20087111	
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	0.20084795	
S100A8	S100 calcium binding protein A8	0.20082846	
KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	0.20077701	
LOC440905	-	0.20073211	
CTDSP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	0.20060563	
CLU	clusterin	0.20058778	
SESTD1	SEC14 and spectrin domains 1	0.20037317	
GPSM2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	0.20030327	
MTERFD2	MTERF domain containing 2	0.20010486	
ACVR2B	activin A receptor, type IIB	0.20002636	
PMF1	polyamine-modulated factor 1	0.20001455	
PPARA	peroxisome proliferative activated receptor, alpha	0.19996311	
ALG3	asparagine-linked glycosylation 3 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)	0.19994561	
NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	0.19986175	
KIAA1462	KIAA1462	0.19971465	
ANKH	ankylosis, progressive homolog (mouse)	0.19965379	
TPST1	tyrosylprotein sulfotransferase 1	0.19962357	
ATP5J2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2	0.19958676	
KYNU	kynureninase (L-kynurenine hydrolase)	0.19944943	
NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	0.19927539	
CABP7	calcium binding protein 7	0.19919448	
GLS	glutaminase	0.19911137	
NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa	0.19903715	
SH2B1	SH2B adaptor protein 1	0.19897646	
PLD1	phospholipase D1, phosphatidylcholine-specific	0.19880708	
PTHLH	parathyroid hormone-like hormone	0.19874382	
HOOK2	hook homolog 2 (Drosophila)	0.19869618	
PKP3	plakophilin 3	0.1986961	
CMTM6	CKLF-like MARVEL transmembrane domain containing 6	0.19856007	
CCNJ	cyclin J	0.19851442	
NUP88	nucleoporin 88kDa	0.19846252	
S100PBP	S100P binding protein	0.19840802	
SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	0.1983442	
VBP1	von Hippel-Lindau binding protein 1	0.19833735	
SUPT4H1	suppressor of Ty 4 homolog 1 (S. cerevisiae)	0.19823952	
TCP11L1	t-complex 11 (mouse) like 1	0.19794792	
TAS2R14	taste receptor, type 2, member 14	0.19769537	
FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	0.19766249	
ECM2	extracellular matrix protein 2, female organ and adipocyte specific	0.19741043	
BMPR1B	bone morphogenetic protein receptor, type IB	0.19737886	
MCM2	MCM2 minichromosome maintenance deficient 2, mitotin (S. cerevisiae)	0.19736935	
CFHR2	complement factor H-related 2	0.19722216	
EVC	Ellis van Creveld syndrome	0.1969808	
ERMAP	erythroblast membrane-associated protein (Scianna blood group)	0.19686152	
CCDC103	coiled-coil domain containing 103	0.19676444	
MYSM1	myb-like, SWIRM and MPN domains 1	0.19618551	
PDP2	-	0.19592752	
KLC4	kinesin light chain 4	0.19581735	
NR5A2	nuclear receptor subfamily 5, group A, member 2	0.19548821	
ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	0.19539313	
PRKCG	protein kinase C, gamma	0.19534661	
CPVL	carboxypeptidase, vitellogenic-like	0.19530559	
PLG	plasminogen	0.19527237	
FLJ44511	-	0.19526497	
SLC22A1	solute carrier family 22 (organic cation transporter), member 1	0.19522904	
PLXND1	plexin D1	0.1951726	
ATPIF1	ATPase inhibitory factor 1	0.19510113	
TSPYL4	TSPY-like 4	0.19504476	
ZAP70	zeta-chain (TCR) associated protein kinase 70kDa	0.19483754	
IGLL1	immunoglobulin lambda-like polypeptide 1	0.19480546	
ING5	inhibitor of growth family, member 5	0.19475469	
ZNF211	zinc finger protein 211	0.19472064	
RP9	retinitis pigmentosa 9 (autosomal dominant)	0.19459113	
NLGN3	neuroligin 3	0.19452634	
UBE2MP1	ubiquitin-conjugating enzyme E2M pseudogene 1	0.19448256	
ANKDD1A	ankyrin repeat and death domain containing 1A	0.1943714	
ANXA3	annexin A3	0.19429588	
HLCS	holocarboxylase synthetase (biotin-(proprionyl-Coenzyme A-carboxylase (ATP-hydrolysing)) ligase)	0.19412345	
NUMA1	nuclear mitotic apparatus protein 1	0.19391769	
GBE1	glucan (1,4-alpha-), branching enzyme 1 (glycogen branching enzyme, Andersen disease, glycogen storage disease type IV)	0.19381131	
YY1	YY1 transcription factor	0.19370376	
TSNAXIP1	translin-associated factor X interacting protein 1	0.19363067	
ACBD3	acyl-Coenzyme A binding domain containing 3	0.19362646	
ZNF430	zinc finger protein 430	0.19342801	
SCNN1D	sodium channel, nonvoltage-gated 1, delta	0.19319285	
ZNF215	zinc finger protein 215	0.19295962	
HIBADH	3-hydroxyisobutyrate dehydrogenase	0.19270675	
RAB36	RAB36, member RAS oncogene family	0.19263546	
ANTXR1	anthrax toxin receptor 1	0.19247885	
ZFP30	zinc finger protein 30 homolog (mouse)	0.1923297	
DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	0.19202879	
FUNDC2	FUN14 domain containing 2	0.19202544	
SLC36A4	solute carrier family 36 (proton/amino acid symporter), member 4	0.19196223	
MYO15B	myosin XVB pseudogene	0.19195926	
SP6	Sp6 transcription factor	0.19169879	
SLAMF9	SLAM family member 9	0.19144693	
GNRH1	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	0.1914052	
PCDHB6	protocadherin beta 6	0.19120558	
NICN1	nicolin 1	0.19113767	
TTC13	tetratricopeptide repeat domain 13	0.19097589	
PNPLA6	patatin-like phospholipase domain containing 6	0.19097023	
FOXD4L4	forkhead box D4-like 4	0.1908863	
BAIAP2	BAI1-associated protein 2	0.1908399	
BTBD10	BTB (POZ) domain containing 10	0.19071443	
YPEL5	yippee-like 5 (Drosophila)	0.19053173	
SEMA4A	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	0.19046484	
NDUFB2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa	0.19042343	
POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)	0.19032772	
DNAH17	dynein, axonemal, heavy chain 17	0.19028427	
HAO1	hydroxyacid oxidase (glycolate oxidase) 1	0.19023375	
ZNF652	zinc finger protein 652	0.19019327	
ACOX2	acyl-Coenzyme A oxidase 2, branched chain	0.19016813	
COX8A	cytochrome c oxidase subunit 8A (ubiquitous)	0.19012493	
HIGD2A	HIG1 domain family, member 2A	0.1899215	
PRKCI	protein kinase C, iota	0.18983921	
FAM9B	family with sequence similarity 9, member B	0.18983516	
ANXA8	annexin A8	0.18978441	
MDN1	MDN1, midasin homolog (yeast)	0.18965097	
DDAH2	dimethylarginine dimethylaminohydrolase 2	0.18951257	
SEC14L2	SEC14-like 2 (S. cerevisiae)	0.18944521	
HIF1A	hypoxia-inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	0.18942043	
ATP6V0D2	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2	0.18933553	
ATXN1	ataxin 1	0.18926868	
GLUL	glutamate-ammonia ligase (glutamine synthetase)	0.18913306	
EFHD1	EF-hand domain family, member D1	0.18906297	
VENTX	VENT homeobox homolog (Xenopus laevis)	0.18884937	
TTC23	tetratricopeptide repeat domain 23	0.18880752	
ZNF780B	zinc finger protein 780B	0.1886854	
CYP4F3	cytochrome P450, family 4, subfamily F, polypeptide 3	0.18867879	
GCLM	glutamate-cysteine ligase, modifier subunit	0.18861	
