NAME	TITLE	SCORE	
CNTNAP1	contactin associated protein 1	0.036238287	
TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	0.03622682	
WFDC13	WAP four-disulfide core domain 13	0.036224358	
CNOT4	CCR4-NOT transcription complex, subunit 4	0.036135454	
ESX1	extraembryonic, spermatogenesis, homeobox 1 homolog (mouse)	0.036132816	
GLYATL2	glycine-N-acyltransferase-like 2	0.036052868	
KIAA2013	KIAA2013	0.035995323	
CCK	cholecystokinin	0.03589827	
PRODH2	proline dehydrogenase (oxidase) 2	0.035883073	
LOC339822	-	0.035843555	
PPAPDC1A	phosphatidic acid phosphatase type 2 domain containing 1A	0.035843555	
SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	0.0358127	
IGJ	immunoglobulin J polypeptide, linker protein for immunoglobulin alpha and mu polypeptides	0.035756335	
APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	0.03574841	
ZNF438	zinc finger protein 438	0.035728842	
LOC392196	-	0.03572255	
CNOT7	CCR4-NOT transcription complex, subunit 7	0.035698716	
DCUN1D1	DCN1, defective in cullin neddylation 1, domain containing 1 (S. cerevisiae)	0.035653774	
KBTBD4	kelch repeat and BTB (POZ) domain containing 4	0.03560193	
NOL9	nucleolar protein 9	0.03552997	
ARID2	AT rich interactive domain 2 (ARID, RFX-like)	0.035496604	
SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	0.0351234	
ARID3A	AT rich interactive domain 3A (BRIGHT- like)	0.035037134	
AQP2	aquaporin 2 (collecting duct)	0.034863874	
FAM81B	family with sequence similarity 81, member B	0.034814592	
TEPP	-	0.034615636	
MTX2	metaxin 2	0.034592614	
INSIG2	insulin induced gene 2	0.03458711	
BFSP2	beaded filament structural protein 2, phakinin	0.03448457	
CXCR6	chemokine (C-X-C motif) receptor 6	0.034446217	
MRPS26	mitochondrial ribosomal protein S26	0.034366082	
UOX	urate oxidase	0.03436199	
DPM2	dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	0.034356657	
BMP10	bone morphogenetic protein 10	0.034321982	
ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	0.034232244	
LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	0.034218278	
PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)	0.034167297	
SLC4A3	solute carrier family 4, anion exchanger, member 3	0.034157366	
SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	0.034153078	
PITPNA	phosphatidylinositol transfer protein, alpha	0.03407845	
DPP6	dipeptidyl-peptidase 6	0.03404151	
TNRC6C	trinucleotide repeat containing 6C	0.03392115	
ATP5H	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d	0.03389878	
FBXO31	F-box protein 31	0.03388808	
TTLL9	tubulin tyrosine ligase-like family, member 9	0.03379812	
LIG4	ligase IV, DNA, ATP-dependent	0.03364157	
PPIA	peptidylprolyl isomerase A (cyclophilin A)	0.033109315	
IRGC	immunity-related GTPase family, cinema	0.033105176	
PTPRF	protein tyrosine phosphatase, receptor type, F	0.033064246	
ZNF770	zinc finger protein 770	0.033011954	
TNNI3K	TNNI3 interacting kinase	0.03296464	
SPERT	spermatid associated	0.032951772	
MARCH4	membrane-associated ring finger (C3HC4) 4	0.032946922	
CAMKV	CaM kinase-like vesicle-associated	0.032910213	
KRTAP16-1	keratin associated protein 16-1	0.032909013	
NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	0.032836434	
IZUMO1	izumo sperm-egg fusion 1	0.03277818	
UBP1	upstream binding protein 1 (LBP-1a)	0.03264515	
RLN2	relaxin 2	0.032553867	
PARVB	parvin, beta	0.032497693	
GPR87	G protein-coupled receptor 87	0.032443948	
MYCBPAP	MYCBP associated protein	0.032442328	
CCDC73	coiled-coil domain containing 73	0.032437176	
TAS2R13	taste receptor, type 2, member 13	0.032436516	
RABGAP1	RAB GTPase activating protein 1	0.032351114	
HDGFRP3	-	0.03227437	
MMP27	matrix metallopeptidase 27	0.032226548	
CACNB3	calcium channel, voltage-dependent, beta 3 subunit	0.032202885	
CSNK1E	casein kinase 1, epsilon	0.032133177	
CTPS2	CTP synthase II	0.032071967	
PAX9	paired box gene 9	0.032039855	
CNTN5	contactin 5	0.032017548	
STX6	syntaxin 6	0.0320119	
PKD1L2	polycystic kidney disease 1-like 2	0.032010976	
NBPF1	neuroblastoma breakpoint family, member 1	0.031993296	
PRSS33	protease, serine, 33	0.031953532	
LOC285084	-	0.03191837	
GABARAPL1	GABA(A) receptor-associated protein like 1	0.03188399	
ZNF551	zinc finger protein 551	0.031879213	
MLXIPL	MLX interacting protein-like	0.031860184	
CYP27A1	cytochrome P450, family 27, subfamily A, polypeptide 1	0.031799853	
WTAP	Wilms tumor 1 associated protein	0.031780366	
CAMKK1	calcium/calmodulin-dependent protein kinase kinase 1, alpha	0.031778652	
EPHX2	epoxide hydrolase 2, cytoplasmic	0.03176688	
PFDN6	prefoldin subunit 6	0.03171705	
ACAD10	acyl-Coenzyme A dehydrogenase family, member 10	0.03170435	
RSPO2	R-spondin 2 homolog (Xenopus laevis)	0.031645175	
TPCN2	two pore segment channel 2	0.031616725	
CAPN1	calpain 1, (mu/I) large subunit	0.031602502	
AKAP3	A kinase (PRKA) anchor protein 3	0.03158729	
LY75	lymphocyte antigen 75	0.031469803	
ZNF480	zinc finger protein 480	0.031410575	
GOLGA1	golgi autoantigen, golgin subfamily a, 1	0.03133358	
LHFPL3	lipoma HMGIC fusion partner-like 3	0.031313132	
CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit	0.031158563	
SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	0.03103601	
DGAT2L6	diacylglycerol O-acyltransferase 2-like 6	0.031002274	
RFC4	replication factor C (activator 1) 4, 37kDa	0.030930595	
KIAA1257	KIAA1257	0.030925276	
DKFZP434A062	-	0.03084893	
UBQLN1	ubiquilin 1	0.030795882	
ANGPT2	angiopoietin 2	0.030781703	
GPR116	G protein-coupled receptor 116	0.030737305	
CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	0.030733822	
SH3GL3	SH3-domain GRB2-like 3	0.030680032	
LOC645166	-	0.030669222	
MRPS2	mitochondrial ribosomal protein S2	0.030641226	
HAPLN2	hyaluronan and proteoglycan link protein 2	0.030481163	
XIST	X (inactive)-specific transcript	0.030422324	
LOC285548	-	0.030230379	
COQ7	coenzyme Q7 homolog, ubiquinone (yeast)	0.03022763	
FCGR3A	Fc fragment of IgG, low affinity IIIa, receptor (CD16a)	0.030190634	
BET1L	blocked early in transport 1 homolog (S. cerevisiae)-like	0.030101445	
ASTE1	asteroid homolog 1 (Drosophila)	0.030062454	
CENPM	centromere protein M	0.030032143	
ZNF157	zinc finger protein 157	0.029987834	
FNDC8	fibronectin type III domain containing 8	0.02988812	
COLEC10	collectin sub-family member 10 (C-type lectin)	0.029837565	
SLC25A31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	0.029751118	
AMY1B	amylase, alpha 1B; salivary	0.029694116	
EPN1	epsin 1	0.029610978	
SH2D4B	SH2 domain containing 4B	0.029608374	
CD3D	CD3d molecule, delta (CD3-TCR complex)	0.0295512	
LSM7	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	0.029515872	
SIRT2	sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae)	0.029457973	
TINAG	tubulointerstitial nephritis antigen	0.029253371	
HOXC6	homeobox C6	0.02909709	
AHCY	S-adenosylhomocysteine hydrolase	0.029086957	
MAGEA4	melanoma antigen family A, 4	0.029018024	
SAG	S-antigen; retina and pineal gland (arrestin)	0.029001942	
ABCC10	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	0.028776826	
PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	0.028744398	
ILKAP	integrin-linked kinase-associated serine/threonine phosphatase 2C	0.028678982	
PRAMEF4	PRAME family member 4	0.02864839	
KRT15	keratin 15	0.028647287	
ABT1	activator of basal transcription 1	0.02855612	
NAT14	N-acetyltransferase 14	0.028397515	
OVCH2	ovochymase 2	0.028391315	
DPT	dermatopontin	0.028252041	
USP1	ubiquitin specific peptidase 1	0.028054113	
ARHGAP15	Rho GTPase activating protein 15	0.02801863	
FGA	fibrinogen alpha chain	0.028008996	
CHAC2	ChaC, cation transport regulator homolog 2 (E. coli)	0.027716862	
STRA6	stimulated by retinoic acid gene 6 homolog (mouse)	0.027681412	
CPXM2	carboxypeptidase X (M14 family), member 2	0.027681012	
DPCR1	diffuse panbronchiolitis critical region 1	0.027545495	
PRAMEF17	PRAME family member 17	0.027431188	
PRAMEF16	PRAME family member 16	0.027430879	
GPC1	glypican 1	0.027427211	
ZNF561	zinc finger protein 561	0.027411921	
VSIG4	V-set and immunoglobulin domain containing 4	0.027351787	
KCTD16	potassium channel tetramerisation domain containing 16	0.027303662	
GSTO2	glutathione S-transferase omega 2	0.027280295	
NFE2L2	nuclear factor (erythroid-derived 2)-like 2	0.027249675	
REXO4	REX4, RNA exonuclease 4 homolog (S. cerevisiae)	0.027173717	
FLJ46066	-	0.026952362	
RPS29	ribosomal protein S29	0.026832657	
GADL1	glutamate decarboxylase-like 1	0.02679324	
QPRT	quinolinate phosphoribosyltransferase (nicotinate-nucleotide pyrophosphorylase (carboxylating))	0.0266383	
EDEM2	ER degradation enhancer, mannosidase alpha-like 2	0.026469257	
SOCS5	suppressor of cytokine signaling 5	0.026446095	
ZNF407	zinc finger protein 407	0.026340757	
RGS5	regulator of G-protein signalling 5	0.026311995	
ZNF296	zinc finger protein 296	0.026308307	
AP4S1	adaptor-related protein complex 4, sigma 1 subunit	0.02625616	
SH3BGR	SH3 domain binding glutamic acid-rich protein	0.026152285	
CSMD2	CUB and Sushi multiple domains 2	0.02613993	
POU4F1	POU domain, class 4, transcription factor 1	0.026123172	
USP12	ubiquitin specific peptidase 12	0.026114283	
GFRA3	GDNF family receptor alpha 3	0.0261088	
LOC285627	-	0.02606725	
KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13	0.026031006	
HOXA9	homeobox A9	0.025996149	
CLCF1	cardiotrophin-like cytokine factor 1	0.025990542	
WRN	Werner syndrome	0.0257672	
OR13A1	olfactory receptor, family 13, subfamily A, member 1	0.025750333	
LOC400685	-	0.025724355	
SNTG2	syntrophin, gamma 2	0.025723455	
MAEL	maelstrom homolog (Drosophila)	0.02554863	
MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	0.02552628	
PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	0.02550405	
GUCA1A	guanylate cyclase activator 1A (retina)	0.025479723	
USP40	ubiquitin specific peptidase 40	0.025471253	
NEDD8	neural precursor cell expressed, developmentally down-regulated 8	0.025410788	
TMEM126B	transmembrane protein 126B	0.02534129	
ARMCX4	armadillo repeat containing, X-linked 4	0.025299447	
SLC6A11	solute carrier family 6 (neurotransmitter transporter, GABA), member 11	0.025277432	
ZIC3	Zic family member 3 heterotaxy 1 (odd-paired homolog, Drosophila)	0.025105989	
UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	0.025095407	
HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	0.02502512	
NEGR1	neuronal growth regulator 1	0.025015289	
JARID2	jumonji, AT rich interactive domain 2	0.025001267	
LOC286359	-	0.02493464	
KRT4	keratin 4	0.024882386	
KAAG1	kidney associated antigen 1	0.024878327	
MRPL38	mitochondrial ribosomal protein L38	0.024839588	
MIP	major intrinsic protein of lens fiber	0.024738284	
INSC	inscuteable homolog (Drosophila)	0.024618197	
VAX1	ventral anterior homeobox 1	0.024601854	
TMEM57	transmembrane protein 57	0.024600461	
CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	0.024524909	
CUL4B	cullin 4B	0.024375025	
MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	0.024334267	
AMBP	alpha-1-microglobulin/bikunin precursor	0.024184957	
NDP	Norrie disease (pseudoglioma)	0.024159607	
STIM2	stromal interaction molecule 2	0.02411799	
LILRB2	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	0.024017338	
SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	0.023987463	
PHF20L1	PHD finger protein 20-like 1	0.023986759	
SNRPF	small nuclear ribonucleoprotein polypeptide F	0.023951413	
BCCIP	BRCA2 and CDKN1A interacting protein	0.023902021	
CREB3L3	cAMP responsive element binding protein 3-like 3	0.023846887	
H3F3A	H3 histone, family 3A	0.023660744	
CHGA	chromogranin A (parathyroid secretory protein 1)	0.023647109	
RFT1	RFT1 homolog (S. cerevisiae)	0.023568923	
CREB3L2	cAMP responsive element binding protein 3-like 2	0.023531461	
FLJ42393	-	0.023515353	
NMUR2	neuromedin U receptor 2	0.023392832	
CUZD1	CUB and zona pellucida-like domains 1	0.023293536	
ORMDL2	ORM1-like 2 (S. cerevisiae)	0.023256527	
TMPRSS11F	transmembrane protease, serine 11F	0.023238204	
VEGFC	vascular endothelial growth factor C	0.023144083	
IRX2	iroquois homeobox protein 2	0.023120206	
FLJ38576	-	0.023114834	
POLR3K	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa	0.02304153	
CRISP3	cysteine-rich secretory protein 3	0.022896325	
EXOSC2	exosome component 2	0.022846144	
NHSL1	NHS-like 1	0.02283446	
EGFLAM	EGF-like, fibronectin type III and laminin G domains	0.022786014	
VAMP1	vesicle-associated membrane protein 1 (synaptobrevin 1)	0.022750512	
APOM	apolipoprotein M	0.022726519	
NET1	neuroepithelial cell transforming gene 1	0.022668727	
LOC649133	-	0.022650816	
PRH1	proline-rich protein HaeIII subfamily 1	0.022642367	
LRRC36	leucine rich repeat containing 36	0.022616064	
KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	0.0225995	
SLC35D3	solute carrier family 35, member D3	0.022557259	
EML5	echinoderm microtubule associated protein like 5	0.022501664	
YPEL2	yippee-like 2 (Drosophila)	0.022470754	
GINS3	GINS complex subunit 3 (Psf3 homolog)	0.022400057	
TRIM72	tripartite motif-containing 72	0.022385241	
EEF2K	eukaryotic elongation factor-2 kinase	0.022352152	
ITIH4	inter-alpha (globulin) inhibitor H4 (plasma Kallikrein-sensitive glycoprotein)	0.0223055	
LRRC42	leucine rich repeat containing 42	0.022240289	
UBQLN3	ubiquilin 3	0.022196824	
ANKRD27	ankyrin repeat domain 27 (VPS9 domain)	0.022141935	
OTOA	otoancorin	0.022107417	
COL20A1	collagen, type XX, alpha 1	0.022008177	
CCDC50	coiled-coil domain containing 50	0.022003427	
ZNF354A	zinc finger protein 354A	0.021875676	
NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	0.021860113	
PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	0.021840276	
KIAA1467	KIAA1467	0.0217809	
MRPL54	mitochondrial ribosomal protein L54	0.021691723	
L3MBTL3	l(3)mbt-like 3 (Drosophila)	0.021663282	
COMP	cartilage oligomeric matrix protein	0.021655722	
DMRT1	doublesex and mab-3 related transcription factor 1	0.02164245	
PNLIPRP3	pancreatic lipase-related protein 3	0.021637645	
RPL36AL	ribosomal protein L36a-like	0.021571433	
OR11A1	olfactory receptor, family 11, subfamily A, member 1	0.021570932	
ETF1	eukaryotic translation termination factor 1	0.021563314	
F13B	coagulation factor XIII, B polypeptide	0.021525694	
LAPTM5	lysosomal associated multispanning membrane protein 5	0.021508109	
PROC	protein C (inactivator of coagulation factors Va and VIIIa)	0.021496184	
PCDHA10	protocadherin alpha 10	0.02145932	
RBM28	RNA binding motif protein 28	0.021406721	
PTPRH	protein tyrosine phosphatase, receptor type, H	0.021354761	
ZNF649	zinc finger protein 649	0.021352358	
B3GAT1	beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	0.021344993	
PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	0.021329546	
PADI4	peptidyl arginine deiminase, type IV	0.021210609	
GNG3	guanine nucleotide binding protein (G protein), gamma 3	0.021071265	
TAS1R2	taste receptor, type 1, member 2	0.021038618	
DMXL1	Dmx-like 1	0.020853054	
GPR176	G protein-coupled receptor 176	0.020844512	
YARS2	tyrosyl-tRNA synthetase 2 (mitochondrial)	0.020760372	
EDF1	endothelial differentiation-related factor 1	0.020731391	
SMNDC1	survival motor neuron domain containing 1	0.020720426	
NUP35	nucleoporin 35kDa	0.020706167	
ABCB7	ATP-binding cassette, sub-family B (MDR/TAP), member 7	0.020675575	
COPS7B	COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)	0.020653786	
MYOCD	myocardin	0.020460397	
WDR49	WD repeat domain 49	0.02043096	
ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	0.02038772	
GPR12	G protein-coupled receptor 12	0.020372503	
PNOC	prepronociceptin	0.020364445	
PDE10A	phosphodiesterase 10A	0.020360425	
LGR5	leucine-rich repeat-containing G protein-coupled receptor 5	0.020360123	
TTC19	tetratricopeptide repeat domain 19	0.020357717	
KRT1	keratin 1 (epidermolytic hyperkeratosis)	0.02031778	
PLA2G3	phospholipase A2, group III	0.020132137	
DDX4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	0.02012684	
GIMAP6	GTPase, IMAP family member 6	0.02012308	
RNF14	ring finger protein 14	0.020014659	
ATP1B4	ATPase, (Na+)/K+ transporting, beta 4 polypeptide	0.0198757	
OLIG2	oligodendrocyte lineage transcription factor 2	0.01978613	
CD53	CD53 molecule	0.019783715	
SNORA71B	small nucleolar RNA, H/ACA box 71B	0.01970344	
MAPK14	mitogen-activated protein kinase 14	0.019619107	
TMPRSS11B	transmembrane protease, serine 11B	0.01957847	
ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	0.019519206	
ACSBG2	acyl-CoA synthetase bubblegum family member 2	0.019500243	
GPR111	G protein-coupled receptor 111	0.019476965	
LOC339622	-	0.019470342	
CSPP1	centrosome and spindle pole associated protein 1	0.019258283	
APOBEC4	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)	0.019019647	
CYFIP1	cytoplasmic FMR1 interacting protein 1	0.019009816	
SERPINB5	serpin peptidase inhibitor, clade B (ovalbumin), member 5	0.018854178	
NUDT17	nudix (nucleoside diphosphate linked moiety X)-type motif 17	0.01879886	
OMD	osteomodulin	0.01879433	
CPSF4	cleavage and polyadenylation specific factor 4, 30kDa	0.01872862	
TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	0.018685155	
EPHA10	EPH receptor A10	0.018556783	
PNMA1	paraneoplastic antigen MA1	0.018539988	
KIF3A	kinesin family member 3A	0.01851272	
TCEAL4	transcription elongation factor A (SII)-like 4	0.01836621	
TCP1	t-complex 1	0.018306695	
IRX6	iroquois homeobox protein 6	0.01822743	
RAB1A	RAB1A, member RAS oncogene family	0.018218942	
NOX5	NADPH oxidase, EF-hand calcium binding domain 5	0.01821079	
BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	0.018185327	
SMCR5	Smith-Magenis syndrome chromosome region, candidate 5	0.01815693	
MAP4	microtubule-associated protein 4	0.018075773	
LOC151174	-	0.018034738	
PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog)	0.017800251	
HIST1H2BC	histone cluster 1, H2bc	0.017791389	
ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	0.017705513	
FOXL2	forkhead box L2	0.01768609	
YY1AP1	YY1 associated protein 1	0.017490864	
GAS2L2	growth arrest-specific 2 like 2	0.017479312	
SLC25A4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	0.017408412	
ANKRD10	ankyrin repeat domain 10	0.017372195	
AKAP4	A kinase (PRKA) anchor protein 4	0.017302647	
SAMD8	sterile alpha motif domain containing 8	0.01717605	
GSTA1	glutathione S-transferase A1	0.017126122	
GARNL3	GTPase activating Rap/RanGAP domain-like 3	0.017092016	
KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	0.017079217	
INPPL1	inositol polyphosphate phosphatase-like 1	0.017043954	
LHCGR	luteinizing hormone/choriogonadotropin receptor	0.017017875	
RNPEPL1	arginyl aminopeptidase (aminopeptidase B)-like 1	0.016923405	
E4F1	E4F transcription factor 1	0.016849272	
PHTF1	putative homeodomain transcription factor 1	0.016823307	
HDAC11	histone deacetylase 11	0.016774284	
COX6B2	cytochrome c oxidase subunit VIb polypeptide 2 (testis)	0.016754463	
LAMB4	laminin, beta 4	0.01675342	
KIAA1751	KIAA1751	0.01671747	
CHRM5	cholinergic receptor, muscarinic 5	0.016696334	
GPR22	G protein-coupled receptor 22	0.016658487	
ACYP1	acylphosphatase 1, erythrocyte (common) type	0.016640754	
CCDC127	coiled-coil domain containing 127	0.016625583	
ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	0.016465839	
USH1C	Usher syndrome 1C (autosomal recessive, severe)	0.016457614	
LPHN3	latrophilin 3	0.016426241	
NANS	N-acetylneuraminic acid synthase (sialic acid synthase)	0.016380588	
PRPSAP1	phosphoribosyl pyrophosphate synthetase-associated protein 1	0.016306711	
GPR115	G protein-coupled receptor 115	0.016269898	
KCNS2	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2	0.016248604	
POM121L2	POM121 membrane glycoprotein-like 2 (rat)	0.016227426	
ZHX1	zinc fingers and homeoboxes 1	0.01622459	
VASH2	vasohibin 2	0.016191414	
HTR1F	5-hydroxytryptamine (serotonin) receptor 1F	0.016185295	
KLF13	Kruppel-like factor 13	0.016178912	
OPHN1	oligophrenin 1	0.016155837	
MAN2A1	mannosidase, alpha, class 2A, member 1	0.016138433	
PRDM13	PR domain containing 13	0.01604961	
TSPAN4	tetraspanin 4	0.016025165	
DPEP3	dipeptidase 3	0.016001124	
TBC1D13	TBC1 domain family, member 13	0.015985418	
SEPT7	septin 7	0.015955886	
PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	0.015845843	
IQGAP1	IQ motif containing GTPase activating protein 1	0.015687354	
SHANK2	SH3 and multiple ankyrin repeat domains 2	0.015628505	
LOC254099	-	0.015607029	
MBNL1	muscleblind-like (Drosophila)	0.015388802	
ALG1	asparagine-linked glycosylation 1 homolog (S. cerevisiae, beta-1,4-mannosyltransferase)	0.015359598	
MRPL28	mitochondrial ribosomal protein L28	0.015322091	
ADCY5	adenylate cyclase 5	0.015322085	
IPO13	importin 13	0.015311271	
LXN	latexin	0.015222684	
HDAC6	histone deacetylase 6	0.015197711	
NEDD1	neural precursor cell expressed, developmentally down-regulated 1	0.015109904	
SLC6A2	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2	0.014999489	
PABPC5	poly(A) binding protein, cytoplasmic 5	0.014883613	
NUBP2	nucleotide binding protein 2 (MinD homolog, E. coli)	0.014843258	
DAD1	defender against cell death 1	0.014837732	
FCRL4	Fc receptor-like 4	0.014830303	
SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	0.014827866	
DDX21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	0.014793415	
ACSBG1	acyl-CoA synthetase bubblegum family member 1	0.014777415	
HHIP	hedgehog interacting protein	0.014742369	
RERG	RAS-like, estrogen-regulated, growth inhibitor	0.014639559	
KCNV1	potassium channel, subfamily V, member 1	0.01463943	
GRM3	glutamate receptor, metabotropic 3	0.014639018	
DUPD1	dual specificity phosphatase and pro isomerase domain containing 1	0.014639016	
PCBP3	poly(rC) binding protein 3	0.014638229	
TMEM75	transmembrane protein 75	0.014637908	
BLACE	B-cell acute lymphoblastic leukemia expressed	0.01463709	
CLPX	ClpX caseinolytic peptidase X homolog (E. coli)	0.014554068	
USP29	ubiquitin specific peptidase 29	0.014527875	
RNF182	ring finger protein 182	0.014430401	
FREM3	FRAS1 related extracellular matrix 3	0.014408943	
ATP4A	ATPase, H+/K+ exchanging, alpha polypeptide	0.014401279	
SYT10	synaptotagmin X	0.014391023	
SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	0.014381607	
PRIMA1	proline rich membrane anchor 1	0.014347864	
GLI2	GLI-Kruppel family member GLI2	0.014298709	
TCL6	T-cell leukemia/lymphoma 6	0.01429644	
TMEM41A	transmembrane protein 41A	0.014215484	
TM9SF4	transmembrane 9 superfamily protein member 4	0.014053615	
ADAMTSL5	ADAMTS-like 5	0.013991207	
OBSL1	obscurin-like 1	0.013978045	
FLJ46300	-	0.0139601575	
KTN1	kinectin 1 (kinesin receptor)	0.013778247	
GPI	glucose phosphate isomerase	0.013675889	
SLC29A4	solute carrier family 29 (nucleoside transporters), member 4	0.013675547	
NRIP3	nuclear receptor interacting protein 3	0.013670536	
ZNF69	zinc finger protein 69	0.013576816	
FCRL1	Fc receptor-like 1	0.01357025	
NEFL	neurofilament, light polypeptide 68kDa	0.013315091	
RPTN	repetin	0.013213456	
ENC1	ectodermal-neural cortex (with BTB-like domain)	0.013062859	
TPH2	tryptophan hydroxylase 2	0.013047752	
SNORD29	small nucleolar RNA, C/D box 29	0.013047313	
PGLYRP1	peptidoglycan recognition protein 1	0.0129906265	
OVCH1	ovochymase 1	0.012990168	
LOC646278	-	0.012950555	
CLLU1OS	chronic lymphocytic leukemia up-regulated 1 opposite strand	0.012870745	
DNAJA4	DnaJ (Hsp40) homolog, subfamily A, member 4	0.0128697585	
TTC25	tetratricopeptide repeat domain 25	0.012827113	
PRDM9	PR domain containing 9	0.012766649	
CRIPAK	cysteine-rich PAK1 inhibitor	0.012738881	
CYP4B1	cytochrome P450, family 4, subfamily B, polypeptide 1	0.012736223	
ORAOV1	oral cancer overexpressed 1	0.0127286175	
KIAA0754	-	0.012691991	
PCA3	prostate cancer antigen 3	0.012608335	
ZIC1	Zic family member 1 (odd-paired homolog, Drosophila)	0.012581728	
UXS1	UDP-glucuronate decarboxylase 1	0.012543062	
LOC730668	-	0.012539316	
MYO5A	myosin VA (heavy chain 12, myoxin)	0.012516209	
ELK1	ELK1, member of ETS oncogene family	0.012494701	
POU3F2	POU domain, class 3, transcription factor 2	0.012493095	
ZNF697	zinc finger protein 697	0.012473607	
SCRT1	scratch homolog 1, zinc finger protein (Drosophila)	0.0124605335	
SIN3B	SIN3 homolog B, transcription regulator (yeast)	0.012428263	
FLJ36000	-	0.012392901	
CSF2	colony stimulating factor 2 (granulocyte-macrophage)	0.012392781	
TASP1	taspase, threonine aspartase, 1	0.0123830205	
FBXO16	F-box protein 16	0.012338836	
CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1	0.0123127615	
HTR7	5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled)	0.012268633	
DUSP27	dual specificity phosphatase 27 (putative)	0.01212851	
ASTN1	astrotactin 1	0.012107241	
LOC606724	-	0.012054084	
TRPM5	transient receptor potential cation channel, subfamily M, member 5	0.011970891	
KLHL14	kelch-like 14 (Drosophila)	0.011970366	
LBX2	ladybird homeobox homolog 2 (Drosophila)	0.011945852	
GNG4	guanine nucleotide binding protein (G protein), gamma 4	0.011942231	
ZNF140	zinc finger protein 140	0.011878243	
BTNL8	butyrophilin-like 8	0.011866911	
WDR73	WD repeat domain 73	0.011746443	
KCNA10	potassium voltage-gated channel, shaker-related subfamily, member 10	0.011709356	
CACNG2	calcium channel, voltage-dependent, gamma subunit 2	0.011515915	
