,001_C_Female,001_F_Female,002_A_Male,002_C_Male,014_D_Female,015_A_Female,015_D_Female,015_E_Male,022_B_Male,022_F_Male,023_B_Male,023_D_Female,023_E_Male,029_A_Male,029_E_Female,030_B_Male,030_E_Male,030_F_Male,033_A_Female,033_C_Male,033_D_Male,054_B_Male,054_D_Female,054_F_Female,072_C_Male,072_F_Male,087_A_Female,087_C_Female,087_E_Male,623b_Male,624_Male,657_Female,668_Male,701_Female,705_Male,777_Female,784b_Female
CREBRF,20.349648387795,23.0822629236435,20.1174262364849,19.1132665264406,21.9031286768123,20.1797086747937,23.0050460790031,23.1056467166132,23.1321871687463,22.7321494107474,15.5341204667958,21.9724532868786,21.3304737998657,22.2744245085262,21.600355773127,22.6664238334384,22.416028982453,22.3200675568682,22.6334629002709,22.3012047882408,22.2713541660148,22.7857910789202,22.7909185795202,22.0258715354218,21.7986699485885,17.9937731923576,23.1689828404343,22.6498346154626,23.077097998045,10.2946207488916,11.656871725614,11.2778685461768,7.88264304936184,11.9592775057205,11.7181047131218,10.7099453802325,11.9851303734669
CREBZF,20.8050809944471,20.6928921438156,20.6790960421718,20.6472581475491,20.2285075288616,21.1306183207226,21.0650104406278,20.5547012580865,20.5951636743701,20.4741386532846,20.5347892114803,20.5493964447942,20.7745506182686,20.6488982104426,20.0549354698617,20.7076885638521,20.5576301027336,20.5135608718427,20.2942819492991,20.5867060387493,20.3819019918397,17.0553565852733,20.2225579082929,20.437754103875,20.3837032379214,20.0699007489247,20.6772215443066,20.4880676346677,20.8619622680371,9.06608919045777,6.7279204545632,9.85798099512757,10.007027266894,9.81057163474115,9.93369065495223,9.4858293087019,10.0674343607565
CREG1,16.9828153651899,20.1576454591285,20.2108651263367,22.6134772199441,22.2903687743505,13.9539235977984,19.9329961308882,20.1263477976557,22.4797469654912,23.1161448318701,23.2431873515146,16.6141922028169,23.0439607830834,19.9829685153129,22.7679835612982,23.0740303685314,23.1566798137494,19.3091743396702,20.2491574434245,23.1395023279722,22.2323904772049,22.9030541843983,19.9478423704035,20.0128904697905,22.5625084286487,22.4240888700148,20.0977376788822,23.1287393314051,20.1327607727633,11.0681064758588,12.4790223469952,12.546653347655,12.4542992936199,12.407798850222,9.78953364497036,11.5211096436513,12.9040700765461
CREG2,15.8184823197171,22.490637668472,22.4584997346195,22.2417562681346,19.0315692927943,22.2080610661803,22.3981849881959,22.3204080684724,22.4904831890665,18.9179430954091,22.203772755974,22.3799819339905,22.4933998355754,22.5383736760846,22.2290898747681,22.0508596659022,22.2543037705491,22.2270268306235,22.435603121321,22.3485825588227,22.3170363291968,22.7879198914032,22.4220994230184,22.5539498422028,22.4563416298246,22.2370380715958,22.4034952702765,22.1196133657459,22.4652350702839,8.85798099512757,9.01122725542325,9.01122725542325,5.6724253419715,9.01122725542325,8.96289600533726,8.85798099512757,8.8073549220576
CRELD1,22.5483365361788,21.1926123389973,22.1611172088595,22.0769996305972,20.6868201510495,22.291310416669,21.8738412807467,22.1005294125944,20.8622794170303,22.0108006371983,20.7714913963506,22.4680291517635,22.2629464915632,20.9360391961244,19.4124100248077,21.7406209782235,21.9355457475437,22.0117634210852,22.0827076200267,21.0015806976106,22.0780756392453,22.2305300512854,22.2543112754311,22.1411883242513,21.9696652055736,22.1549878785761,22.2052082477382,20.6129743557717,21.1043458986197,9.14361008197094,9.73660271515074,9.57142098171205,8.80901648469326,9.57873708973247,9.81809023377093,9.30824585322944,8.8214737446344
CRELD2,22.2508379257158,21.9322565707834,22.0311990729124,20.9250110669129,21.6549689826569,22.4699376222989,21.5779819478584,21.8818055364689,21.7249621775963,21.8236545082725,21.8269154016023,21.7333935676422,22.0405188301084,21.7695642718992,21.2175471591796,21.7240891276303,21.9660114489792,21.6145548408119,22.409165342009,21.3382124444948,21.5522811807491,21.8503669434793,21.6592085149264,22.2903817121616,21.3810448983547,21.9748448228215,22.2784412340476,21.9242188247549,19.2017793362025,10.2336196767597,11.6289011520282,11.0028150156071,8.74483383749955,11.4267888945956,11.9797824307031,10.7968507952672,11.8008998999203
CREM,19.4277486415456,22.7991646052627,22.8532339688149,22.5050463494823,22.2341938222835,22.8707112538716,22.4777036786484,22.645953678157,22.6935665026828,22.5965785569675,22.7981986610035,22.9272025056807,23.0349789229175,22.6012693424068,22.3654421952308,22.5361260088057,22.616774516441,19.1556286063525,22.8242533505009,22.6193421402504,22.6725289325079,19.2837892315153,22.7490238095872,22.6774734103505,22.4603781507331,19.2018558961176,22.5169972256738,22.2587204275807,22.4638266724815,8.79766152585376,9.06339508128851,9.1006623390052,9.02790599656988,9.03066713624694,8.96289600533726,8.88874324889826,9.05799172275918
CRH,17.9982763925702,20.6251960259337,21.1143530184263,20.133971244789,20.1092274502506,20.4654249118553,20.813721703867,20.3761889942793,20.1885176151309,21.8804549375289,20.7229359087764,20.5648016716104,18.1091777033553,20.2134531338671,21.5100078665564,20.5830396003329,19.5931029343511,20.6192277175495,20.5368979059423,22.125524146081,22.5450766486011,19.3898035664959,22.9753865448721,20.1954527126923,23.0489278305268,22.3970068522276,22.8978519170583,22.9826691612686,22.5766517974981,15.0886226306078,14.8221724614762,15.5063385771372,10.539158811108,15.5625703806066,15.6292996944363,14.0263505300678,15.776458735876
CRHBP,22.9232614652419,22.8615220030876,22.8508804269209,16.7854907828509,23.1897520322088,20.2897397442937,19.0415174544713,22.2805785083665,22.8462182361005,22.5216668089929,20.1676998946933,22.3576129439152,20.5873709980118,20.2542293672015,23.1228971736716,23.1359564454298,22.7903051397694,21.9674510853525,23.0707593870909,22.8884825896361,20.0640335453279,22.3975965626964,20.6919411238936,23.173736143461,22.9419232336802,22.8779734296308,15.3297262755715,22.9766354397426,22.4651954545222,8.90689059560852,9.41362792902417,9.25974326369078,8.90388184573618,9.58308276750293,8.90388184573618,8.86418614465428,8.89178370321831
CRHR1,22.6394215448386,22.5530735721293,22.6830078709522,22.4550483499099,22.4242358068861,22.3680246277726,22.6109237862501,22.4528533015456,21.1184255444283,20.7939473380414,22.3541146166053,20.8228600177736,20.8306856457154,22.5485310914445,22.4035489711085,22.2795317865631,22.2418628800291,22.1807315724133,22.5995828947459,20.9304317636236,22.5634118670215,21.0963301124719,19.4669429519273,17.7405312530662,20.8743991159199,22.3917971081941,22.3547782882276,22.1987138081844,21.0461692705149,8.71547125716317,8.89530152178886,9.00922507099204,9.11285790800411,9.01020786672253,8.98530854956773,8.86453152854235,8.90651479590195
CRHR2,15.9004894848346,22.6761406667678,22.6810030784227,22.4499740361707,22.3674163510361,22.4094872755787,18.8764270151317,22.3947502516084,22.5827378533003,22.3302946153911,18.9182110453757,18.9932258908531,19.1453824155119,22.4459226522772,22.326328810002,22.0506278759215,22.2000577591186,22.2993159168135,22.3110711501237,22.6183429304542,22.6359151378127,22.6669975966365,22.7440288014767,22.7347164413808,22.2320200486909,22.4441302335103,18.825455724598,21.972337585542,22.3117405556032,8.74819284958946,8.96289600533726,9,9.01122725542325,8.82336724004623,8.83605035505807,8.94836723158468,8.69696752623429
CRIM1,22.8898290390891,22.4390610680327,22.549972631937,21.9414309489994,22.1340364434674,20.2054591828432,22.6642282966081,22.7100578761156,20.0075159798617,22.5351486286473,21.7765876477403,21.8839006445354,21.4335029229324,18.6231313198681,21.5765540049591,23.189822146409,22.2581197230922,22.8954880104176,22.4475516841068,20.004254761964,21.8511348120053,23.0944620800385,22.7082589937669,22.883992161529,22.0323124747923,14.8874110325532,23.0142059361933,22.8595660650411,22.908360916918,11.5092801680879,12.4299297413533,12.478011171176,11.7095146607067,12.7228075311695,8.70390357344466,10.6238814900135,12.4683694871095
CRIP1,17.1577811313319,17.5846102372495,20.6022802168685,20.2389539587471,22.5102887488777,17.2353317859107,23.0499279630121,20.1277525622761,20.7705630821626,23.0478581282354,20.3019482613585,20.3165190883464,20.45787781013,20.4868497484761,22.5977609230462,20.0901537807411,20.3912257553694,20.8826355870445,20.4888629745595,21.2052133559066,20.3742244261237,20.4160099053676,20.5418556989357,19.9886319914089,20.1297433459674,16.971857851924,20.5786389629689,23.1876686139878,20.1084861714366,12.5184072766714,13.2310711422273,12.9867308981756,13.7291958591321,13.4485035194688,13.6031626795344,12.691525441166,14.2192441631436
CRIP2,18.2219599429985,21.4082732392473,21.7131788178763,20.5017439041901,20.2262992896565,21.122302885426,20.6611657129802,20.8931452268755,21.1499957607677,20.9543212864303,20.6653350496468,20.7091242100314,23.2345518529017,20.7043140166079,22.5647407455844,21.6668858087158,21.2275595400347,21.3619459148915,21.0733368165158,21.2742962457981,20.8046683134249,20.663843847889,20.8371682411009,20.4148152805806,20.6258782556213,22.9484873665604,21.1480824138029,20.8287121664791,21.4098544459651,8.87958324961278,13.380731612683,13.5590185233468,11.0559602344523,13.871327736134,13.9341515651638,12.1016474500308,14.5241743833876
CRIP3,22.5234243633753,22.7318731538626,22.8512002126157,22.3299731218124,22.3076963902288,22.5020222709585,22.1987861303995,22.7968329762464,22.7217166943244,22.369934618518,22.3243690079762,22.4741312246833,22.3598154996338,22.5228618916182,21.982908649473,22.2909359602805,22.2468620587106,22.2009396020806,22.3276694066089,22.6791377177671,22.5246249256186,22.4536657602092,22.5476662660478,22.5080894979441,22.2409671405926,22.5910981587258,22.2921238814425,21.9978393126054,22.2755374411374,8.49185309632967,8.94251450533924,8.93369065495223,5.75488750216347,8.86108690599539,8.89481776330794,8.86108690599539,8.88874324889826
CRIPT,21.2945708314329,21.057600460482,21.1643435093735,20.9414882625127,17.4651438776553,18.6192563800564,21.2099024958029,21.7587486027053,20.8682362805343,17.431171106635,17.7128963858204,21.4215810237376,21.3870375695796,21.5136341171772,20.815063486403,20.986134382346,21.1858505791852,20.9801549218156,21.4947013119767,21.4226515098104,17.4853104639298,21.2326428412097,21.4057912103211,17.9210622107744,20.6085697778427,21.0152197014327,21.9179878785547,21.2473428712268,21.6142335490508,9.4178525148859,7.21916852046216,10.5107641679179,10.8241632097442,10.8017083589165,11.0313565962557,9.93221475196838,11.3174126137649
CRIPTO,22.2604127868701,22.3730499241703,22.8541108723782,22.12426080459,22.0203200950258,22.0850522620276,22.2081030512429,22.0961000046055,22.2154079842049,22.0271598654845,22.0185669577466,22.3834451129664,22.2648972652458,22.1593472212741,22.1866214687736,22.182381622488,18.7673924192654,22.042969191087,22.2268907569152,22.1178837071894,22.3428364353229,22.3867384738593,22.2719166256721,22.5373454408208,22.0518727287496,22.160887307431,21.9537602296321,21.6902026370771,21.8241810829281,8.70735913208088,8.77807712953536,8.97727992349992,9.00281501560705,8.77478705960117,5.55458885167764,8.76818432477693,8.79441586635011
CRIPTO3,19.284138434213,22.5169769205513,22.5425326862787,22.4266219219459,22.19417771847,22.2903501604516,22.3158998645979,20.6175978796314,22.5660992276348,22.4289050953238,20.6328764035937,22.4555891361392,18.9474449736904,20.7582687951689,22.2151117847079,21.9995760164414,22.0392129253759,20.4600109262045,22.4345121948639,22.5406964610137,22.5046596730584,22.61577957032,21.0306937146518,22.4451590469608,22.3125151967725,22.2315948464866,22.1756081028683,20.353313686817,22.1365839601964,6.96017642770754,8.97237890393891,9.0292072948367,9.08372867448434,7.23361171491048,8.96184944164754,8.91116715617098,8.79465001307632
CRISP1,22.4866503809383,22.3014627432393,22.4236478353808,22.2481696022345,21.9399347068119,22.1528519430277,21.9758551036916,22.0546605266054,22.2845408309681,20.4898858233503,21.9453666956429,22.2325398366402,22.25484326339,22.237641952857,22.1733923779089,21.9470217491703,22.053753220507,18.5880553170331,22.3633524185233,22.3292908688463,22.3640161568461,22.1248250456056,22.3955469079544,22.2115913981479,22.128253127811,22.3033106254893,20.3368219927055,21.8208749798678,21.8749308723084,6.93662592145106,8.85952726395726,8.87003529803885,8.94541712469472,8.70089808433341,8.72258018791187,8.72110728986697,8.75251032896732
CRISP2,22.5979025146174,22.4883010844357,22.7349419347404,22.3124741887234,22.4245643404419,22.4877860714607,22.4683443771205,22.593561181681,22.5197082307075,22.3186056949938,19.0591331790935,22.7481635658463,22.6400162837643,22.6032181551729,22.3065698991134,22.1363547226883,22.1364980442985,22.0104147352705,19.2241995637653,22.1717595391414,22.4211228080886,22.9953022208462,23.1383419612836,22.8107320469495,22.7630601622541,19.0309418824575,22.7026478721743,22.48082175024,22.8328921382998,8.74483383749955,9.04984854945056,9.01402047031493,9.05528243550119,9.01680828768655,9.04712391211403,8.82654848729091,9.01959072835788
CRISP3,22.7499847841928,22.6168790407219,22.6341673843023,22.2815353162954,22.1175223078547,22.2519021824749,18.8541165808786,22.1465146064774,19.1617174652376,22.1199071382747,22.3900487448025,22.3184824041447,22.4743392110625,22.4752510259445,22.1430113258858,22.2555063806514,22.1472254244006,22.0423824592026,22.8980717602128,22.472311303372,22.5651774027516,22.3562394401586,22.4472663894105,22.3956836972035,22.2841612935323,22.5066664163162,15.6074459096826,22.151472154109,19.0489657345261,8.88264304936184,9.00842862207058,9.07414146275251,9.05799172275918,5.75488750216347,9.10328780841202,8.99435343685886,8.97441458980553
CRISPLD1,22.6173517727103,22.6421856979966,22.7820375786515,22.5880619652457,19.1558607990983,22.4126672661989,19.0914302208446,22.4624540942234,22.5330530629812,22.4757121590678,22.1870239814976,22.4955130105206,22.769337668423,22.4775794281372,22.3420654418557,22.1818092214174,22.2370833075707,22.1785985992159,22.9103986256087,22.4045441751626,22.5272822694068,22.691892151108,22.719637818907,22.8655673439512,22.2435964699237,22.5597080324369,22.2988708536858,22.2430606407511,22.5248267152603,8.58120058192496,9.14465824283188,8.97727992349992,9.03342300153745,8.83289001416474,8.8008998999203,8.94836723158468,9.01402047031493
CRISPLD2,21.4907138004142,21.1449880228911,20.4166326161327,19.986561482203,20.2239875381903,20.7406561577458,17.1041380101768,17.6501822682997,19.9476640452978,17.6609638473963,20.5050565290255,20.6502076923319,20.4429677867111,20.6045224631866,19.4172138452042,22.9664302884584,20.6266109587182,20.2549605452767,21.2909041902663,13.9099868109126,20.2007812931969,21.4298316933242,21.1737417848458,20.295947135203,23.068569685422,23.1971608887878,21.6932104294234,20.6460330302634,21.3565766256277,8.74146698640115,13.1376315982354,13.2330204264745,13.3331553503106,13.5873087283335,14.2904508993564,12.3553510964248,13.496229639355
CRK,21.2251428354412,21.1147486730806,21.3143296769976,20.9697245929901,20.6638380008459,18.1120048080036,21.0569308627375,21.195129260277,21.0693725908117,19.4138426241809,19.5948951233822,20.9183496535888,20.7681963248902,20.9337729065902,22.2879678919507,19.4743575936444,19.441724172507,21.017281106213,19.5188337060795,21.2185153011781,20.7648476853096,21.1888510943963,19.3759778872713,21.020325610688,21.2041753631889,22.4366044441005,21.4896785590673,21.2136514067564,21.5052662028116,10.0540190787204,9.37383425960179,11.0280591929219,11.1191688379611,9.78247849904027,9.56554790648132,6.74197085267184,11.2872685854809
CRKL,20.032994572956,19.6909182033827,21.3882143258619,20.7547111326079,19.1136851723483,21.4691841249159,21.6218634120125,21.5174819822305,21.3136690182718,19.7776703463148,20.7861505652515,20.8890005562,22.0848106318225,20.9781526715241,21.913286749883,21.1574663904723,21.4054574806819,21.2621916263245,19.9398945151605,21.1690713732106,20.8612371659046,21.2256677564608,19.5932536604972,20.863308234547,22.0769049229742,21.6935006907767,21.5909059382397,21.1885232954395,21.4149071915472,10.9600760978726,12.3281447504137,10.6867849300585,9.10334980586517,12.6086841996654,12.6618828125478,11.1383832483128,12.8568766342444
CRLF1,16.9685543032309,20.720478913659,23.091469768572,23.175737907004,22.5995844136865,23.1307373944337,22.8488147006514,23.1490361473178,22.8364258410341,22.6646297852744,23.0826621717043,20.4453190271739,20.1188992617742,23.2071545161832,22.5805111502702,22.2980530557767,23.0676511586506,22.9184662068923,20.6021442660158,22.9997827695583,22.6741437669599,21.0335231523548,20.7826351482744,19.6603302236757,22.8448762144933,19.6993996155727,20.5557490264484,22.5138596123587,20.1825155945988,9.15987133677839,10.2094533656289,9.95128471496697,9.58683978796183,9.5077946401987,10.9285183752579,9.39660478118186,10.103287808412
CRLF2,22.4356807126927,22.3673536864708,22.5211724755693,20.6065989133041,22.1103908270921,22.2304600658455,22.1003175531588,22.1804291381076,22.3204460868776,20.6367488034301,21.2267851169529,21.3672206677118,22.3717668657122,22.3922693248884,20.4480812309813,22.1140458704417,21.1749404195591,21.092653545031,22.3712469768505,21.4207291753393,21.4169847624801,22.4239178398321,22.3734708012197,22.5159215212282,21.369056982078,22.3674182091784,21.9514034841292,21.8578338581305,21.871719536429,7.93212068490009,7.37558338325162,9.0172773605123,9.03557706650408,8.04871721927661,8.91973165192643,8.90328621406873,8.8189379509766
CRLF3,20.7440848667387,17.3549122328831,20.760529106463,23.2151494757724,20.1715188966594,20.6991445573979,20.5593705549432,14.0526529526751,20.6020753793602,20.3950728019416,20.1228254676631,20.2490764068642,19.8783353560532,20.2466884167392,23.2001496803403,20.4839161270921,20.5309177877206,20.3135628685285,20.4684202029823,20.212380012676,20.4661800446095,20.669733698408,20.4966460864256,20.4959369816768,19.9680915960238,22.9830499567111,17.6122637929149,20.5157113864499,20.9612730434287,9.01959072835788,9.35093918154643,9.46147944728616,9.59245703726808,6.22881869049588,9.44914864537544,8.97154355395077,6.33985000288462
CRLS1,22.8100259428296,22.7988372255797,22.6055337743666,22.2092406492424,21.9236361440765,23.1745435519075,22.4790043317527,22.9310808559722,22.3989829211173,22.3908454178284,22.4278325123257,22.6257355937381,23.0365071770902,19.2326340589811,21.9037112403489,22.502799518852,22.7743676311159,22.3095196521615,22.7807375900788,22.4278585930988,22.3197200750495,22.2214275217557,22.3505375511612,22.2198497525542,22.0111357844173,18.6240279063019,22.9725535538651,22.4266056720237,22.9306720165095,10.2807707701306,11.3890935219045,11.5493033685136,11.4003457965347,11.7903484967519,8.4797802640291,10.5038257379958,12.407798850222
CRMP1,22.0294375827575,21.5714895589413,22.2492293687454,21.641706178197,21.3815806927011,20.5418357790237,21.497103968252,21.7388423904073,22.7383489691093,21.7677041020474,21.49781585767,21.7240545953761,22.0412888933715,20.6446527743827,20.1964817511265,22.2591763821621,21.5657529020828,22.4473267084281,21.9033789123376,20.5310453369648,21.5584310010742,21.8024258691457,22.6724018225423,21.6626581422468,20.4316741813253,21.8352388223922,21.8855714345272,21.252917437284,21.7094267535824,8.82800442428315,9.32967611523925,9.28115764833451,9.65516907154849,8.32391686964808,9.31475097174938,9.03340420346914,9.2555266243366
CRNDE,22.9621866255199,22.8512913490467,22.672356493313,22.5817846622471,22.1221252781125,22.8778008556996,22.6064969362158,22.4959111273946,22.6229162438068,22.6040706266864,22.6339989423856,22.6840994557517,23.0527249163641,22.5723530521351,22.6263061566468,22.3139392299191,22.5548857729524,22.3909325108613,22.7536943920706,22.6329029248502,22.3747606516178,22.6354418077974,22.4788796995992,22.5044138650973,22.3101981003351,19.3689284249239,22.2506795059753,18.8382252370125,22.2978180349313,8.8008998999203,8.91288933622996,8.83289001416474,9.04439411935845,8.87344411251538,5.6724253419715,8.93663793900257,8.94836723158468
CRNKL1,10.0168082876866,19.6441256132745,16.7940477331299,19.6687811317415,22.7006721141309,23.1231482745503,23.0240390452124,23.1709036711065,23.0349839587981,22.7292788542043,22.9087711806183,23.0734750959542,22.9791748336523,23.092524727651,22.554960930239,22.832796356011,22.9727074466273,22.6762713274847,19.9879883980047,22.7463568589251,22.9383331717093,22.9515198652261,22.9848622300573,22.6340953556263,22.7702973112515,22.7674730438069,19.9795298632935,23.0235741716354,23.2255724112348,8.71424551766612,9.34872815423108,9.20212382383046,9.18982455888002,6.18982455888002,9.34429590791582,9.04165915163721,9.40514146313634
CRNN,19.2979708028357,22.3644630538627,22.6147655513792,22.3351108957556,22.0641816022938,22.1239111004289,22.1211711337185,22.1923792112637,22.3747386334162,22.2104736706559,22.1505583007135,21.9902584200229,22.3184435115566,22.1322314209379,22.158359753355,21.9461370368825,21.7846292547456,21.9095876960749,22.3322253524103,22.2410954905024,22.1941923497629,22.3044064725686,18.9428437795809,22.2106760994972,22.1076066050236,22.2474057504663,22.0099898576895,21.9344312802596,21.8779708093567,8.73131903102506,8.74483383749955,8.84235034341381,9.00281501560705,8.76487159073609,8.76155123244448,8.64024493622235,8.83289001416474
CROCC,22.7321621970075,22.4986086056081,22.6027870433388,22.3891560398603,22.1256056234646,22.2704657377788,22.2389177575649,22.3114147295444,22.4443917581878,22.3147025350456,22.2838079105109,22.3699924548985,19.257995764437,22.5580203692496,22.1602931484525,18.8451135755866,22.0972767098047,20.6110644889255,22.5076827287513,22.4882434175742,20.6852057959979,22.6065647222329,22.508467098681,20.7711623074962,22.4418903947833,22.4382472510546,22.1398289789904,22.0675301420015,22.2306270311162,8.66489816911035,8.94262177688683,7.39827332690034,9.04232116109398,8.95144661543235,9.03286846349307,8.87745679616633,8.8257360958228
CROCCP2,21.325759617417,22.165178569678,21.872986419193,21.8155037270782,21.6320550577501,22.4229718018281,21.771523603394,21.8276535469206,21.6916808377207,21.7809446921991,20.7709749174184,21.6484654142558,21.0024162728319,22.0419404697402,21.5219274070706,19.4653990306654,21.4694091750822,19.7311481857547,20.8666409224369,21.7282266615367,20.4506516832393,22.0002331450407,21.8780987923672,20.6122430178963,22.0370730113181,21.7166515070964,21.7972204545952,21.5552753475472,21.8551473195961,7.62492025700331,9.09181749116443,9.15158604551749,8.08654546232112,8.90140760570225,9.18701392203704,8.88927176562337,7.95500804182939
CROCCP3,22.4712185476041,22.3476518429978,22.4562009234283,20.6936845400879,22.3004567731801,22.3214555549536,22.0731853103708,22.1448242025369,22.3601935607822,22.1941420280229,22.0814634851196,22.2098621017682,22.2204071219297,22.2943234022142,22.1541934352366,22.1160135197781,22.0838831485501,22.0474605927062,22.3487515491545,20.6586714895751,22.4535491118235,22.4506204418187,22.4364530816673,22.2895013991885,20.5240952258103,20.5919509527012,21.8646248647694,21.8330739299974,21.9784530914211,8.74396710891893,8.92284915270374,8.95150547932078,8.97922254916464,8.86149712922896,8.95324567858731,8.84999629990314,8.84053683050344
CROT,21.1037910756926,20.7416225146265,21.5034021379771,21.5337584174124,20.6230151872441,18.2890642725494,20.5849432385357,18.3331815618283,20.8599843756078,20.7856991011835,18.6752403575785,21.640145181112,22.2770620295448,21.6866108055909,20.9984168913355,20.4259053221854,20.6942099342843,20.8045525210157,20.8662888643175,20.4761133041527,20.9676906506385,21.0210999397324,21.5492187485019,20.3996847267807,21.1060504125614,21.2897222985859,18.3210164364399,21.8672975950719,21.7286039658443,9.97871045910636,10.8841705191084,10.2946207488916,11.0430272835945,10.6724253419715,10.9992953870234,9.87498134765377,11.3487281542311
CRP,22.6730689935033,22.2318572057483,22.4837041052797,22.1580071205609,22.1728983816935,22.4984574997773,22.2874497400628,22.2730904169443,22.3800636063046,21.9811690192257,21.9756671245154,19.1290917988758,22.333525270893,22.3108773387614,22.1747492567902,21.9742311153901,22.2191655655894,22.1024829202564,22.4652702003323,22.6226499785561,22.3888781286566,22.2173622603079,22.4917855858269,19.1342809122728,22.1512860227879,22.4534075463125,22.1834079193707,18.9491969213553,22.0974062417123,8.65463602852797,8.90689059560852,8.95128471496697,8.96000193206808,8.76487159073609,8.82972273508606,8.69696752623429,8.85486838326024
CRPPA,22.6985876790556,22.5959806385275,22.620071231838,22.4874033713441,22.1272720725194,22.5517190558119,22.3306967235246,22.3018316306304,22.4882598901627,22.4110493036204,22.560972753838,22.4715251408236,22.342456415793,19.0643664876585,22.0790289736994,22.328913190551,22.2588952146483,21.9340712765544,22.5376798161468,22.5611800138761,22.4235606706392,22.5280345807096,22.4536979081206,15.6232813851062,22.324818907996,22.3161619099533,22.231400503116,21.8870774141899,22.2042344060644,8.70735913208088,9.08746284125034,9.11894107272351,8.91886323727459,8.94544383637791,8.98868468677217,8.92777796208234,9.01680828768655
CRPPA-AS1,22.1113684481658,22.1503850679827,22.3087686862373,22.0161601380461,21.876994613329,18.7572988483294,18.7125303589148,18.7715152611579,22.222639563805,22.1319523897365,21.9027099979009,22.0530097512268,18.9462894891648,21.9951950673022,21.9986592884088,21.7725791681221,21.7466635663298,21.8363143035822,22.1412792576053,22.1415405880599,22.2746605276497,22.1273035642975,22.2243426634152,22.1289990112393,21.9845843023423,22.1932374795272,21.8758798114321,21.5351068515943,21.7536080975201,8.67595703294175,5.55458885167764,8.82972273508606,8.86418614465428,8.61838550225861,8.66533591718518,8.71424551766612,8.70043971814109
CRSP8P,20.3574736119571,20.3767570745893,20.4768124445841,20.3231966314001,23.1629739423477,20.5417961588689,20.0148473042216,20.2762402925159,20.4151826453345,20.157798397788,20.3236947192814,20.0820073663862,20.3609145803636,20.0801057561322,22.7506407517203,20.2296543849869,20.4234391061285,19.9931484779215,19.9960762162425,20.571835026491,20.094027413622,19.9323892293468,20.2830928759122,23.1699731557809,23.1596810512844,23.0748205852182,20.3465397031047,19.9999807378145,20.2169293563493,8.95128471496697,9.73978060977326,9.92035285541508,10.2131042196419,9.88722061546838,10.0195907283579,5.95419631038687,10.2082343583398
CRTAC1,22.4752641395984,22.1785563545132,22.5942902016448,22.4416139596294,22.1100958312009,22.3636313569526,22.1972553948401,22.0871416633098,18.991430501137,22.1800105016546,22.0900245234386,22.215330066196,22.2515656235567,22.117654831456,15.5394920565018,22.1640043095324,22.0823654262625,22.0450697174626,22.5819349539921,22.2153383618496,22.2573415122955,22.3959393804916,22.3039546186904,22.2908035337433,22.0594811172143,22.3363382033131,22.1119529341359,21.7676482199491,21.870450514326,8.69348695749933,8.94544383637791,5.6724253419715,9.04984854945056,8.86727873970966,8.86727873970966,8.74819284958946,8.75822321472672
CRTAM,19.2571092623551,22.6379052760478,22.914586230552,22.4287547692466,22.1486897606672,18.9532614871457,22.2862647317971,22.3676405706182,22.4737803035026,19.0382116965221,22.2247630469476,19.1239395091649,22.4303119118553,19.0868903694228,22.2547091725348,22.2227881237134,22.1101522387543,18.9251864176198,22.5958233821375,22.4393107008094,19.2954528260536,15.9042582828005,22.6612870797669,22.6090256200946,22.4495597626193,22.4899131124068,22.3764701478014,21.8287594195599,22.3172961223551,8.89481776330794,8.98299357469431,9.12153351734003,9.10852445677817,8.91886323727459,8.75822321472672,8.89784545600551,8.97154355395077
CRTAP,22.7177041696138,20.6441574373913,22.3146040344124,21.6244775295035,22.0253098038717,22.4400561473456,22.0667264279986,22.7070237926049,21.8870476959679,20.7156400004867,21.7166627904437,20.3652439971274,22.1342116656239,21.9382794343083,21.6831211084681,21.6811509785283,22.184666830505,21.8987284421423,22.6966609496513,22.2130119899171,22.3005787573028,22.4574335429629,22.40291251406,22.2874138522353,19.8240537179348,21.6337477484969,22.2202045163088,22.2025126523839,22.714592257724,9.37468594834028,10.2095933140211,8.48926585985469,10.3449955743654,10.3968230852006,10.6253267432358,9.62576663177032,10.3262286298114
CRTC1,20.5094077592948,23.1049443744837,20.0739414869947,23.0962486684124,22.5670234803486,23.1339121559415,22.5837023495942,22.905569898319,22.9845585752436,23.0196499395434,22.9879195484143,22.8560732651539,23.0787834277092,22.8605158549747,22.7492832969406,22.8537074144741,22.7078345092539,22.6782635670453,19.9266449151041,19.2296755058224,22.9123038884216,23.0689861845844,22.797750369742,22.9015403276522,23.0044759492937,22.9687861284284,22.6765054969846,22.5591011697796,19.8194618753126,9.14465824283188,9.4858293087019,9.403012023575,9.58496250072116,9.32192809488736,9.61654884377899,9.13955135239879,6.20945336562895
