,001_C_Female,001_F_Female,002_A_Male,002_C_Male,014_D_Female,015_A_Female,015_D_Female,015_E_Male,022_B_Male,022_F_Male,023_B_Male,023_D_Female,023_E_Male,029_A_Male,029_E_Female,030_B_Male,030_E_Male,030_F_Male,033_A_Female,033_C_Male,033_D_Male,054_B_Male,054_D_Female,054_F_Female,072_C_Male,072_F_Male,087_A_Female,087_C_Female,087_E_Male,623b_Male,624_Male,657_Female,668_Male,701_Female,705_Male,777_Female,784b_Female
TMEM120A,18.4126608062305,21.4300579086759,21.5802079536118,17.9463751695588,21.0804206965158,21.8162778382411,21.5322365316414,21.8357196769424,18.0883224174475,21.4281577211914,22.0417834593884,22.1170377639019,21.9627774172194,21.6678569477866,21.0208755232832,21.3818898492774,21.413562338091,18.0794118638832,21.8976586267628,18.2775643817412,21.0741943928724,21.8843415874793,18.3924977148481,21.1495517727452,21.4722252679706,21.4791417848305,22.1297574930985,21.7217367171093,22.1359152812359,10.3106127816595,11.0140204703149,11.2131042196419,7.54689445988764,11.0188956211216,11.4630134134497,10.237209960755,11.5731737846865
TMEM120B,22.5933874751965,22.4727109164134,22.5594870239398,22.1588161368844,22.2581772451207,15.6521727535097,22.1033262319515,22.1653176898038,22.3321690689837,22.4834758149441,22.2916498981802,22.2146739659642,22.3220609969582,22.5177217637603,22.1706469950123,22.1918327472105,22.2683792301395,22.0196378939117,22.5978734247065,22.2512755132129,22.3455165126905,22.5758946549029,19.4957867276726,22.587021154072,22.2689845280674,22.3165182597285,22.2739762502603,22.0138371950258,22.3096231742881,8.79441586635011,8.89481776330794,5.61470984411521,9.1006623390052,8.91587937883577,8.98868468677217,8.8703647195834,9.01680828768655
TMEM121,22.805445929774,22.5949006632646,22.9634083633662,22.545468392524,22.3769851446493,22.5574438350112,22.3878805962999,22.4796436118013,19.2869840856001,22.2784829216129,22.3142325023453,22.4846151847563,22.6093063616809,22.5639770917282,22.2344511337923,21.9602186940438,22.8163227656729,22.6173800240811,22.8942373337425,22.7397661913194,19.263131630083,22.7819865697791,22.8937033247567,22.7462434672867,22.239858374051,22.5283487030907,22.3773688884944,22.2367961080089,22.45100605463,8.48381577726426,9.07414146275251,9.15987133677839,9.29232163280204,9.03342300153745,8.96289600533726,8.63662462054365,8.95710204156229
TMEM121B,22.6709872551668,22.4364396002738,22.688893128358,22.2598728267403,22.4017063442202,22.4308496383539,22.2477479161709,22.6585072217302,19.2148005270397,22.5485070388486,22.3444549402389,22.2984052355787,22.4391463133496,22.3755639535207,22.1096868901644,22.2477441501823,19.0942632903746,22.0389939848573,22.8420353057459,22.3230432120833,22.5456309986497,22.7530889972809,22.6163742933953,19.4703589962957,19.3580158301801,22.2385158244512,22.4002618762316,22.0787033068448,19.2846750164437,8.63662462054365,8.97154355395077,9.11374216604919,9.10852445677817,5.70043971814109,9.4655664048094,8.71424551766612,8.91587937883577
TMEM123,19.9683082008508,22.9828912461465,22.9809597391733,22.4460105230727,18.4266046483685,20.1379054693812,22.8619698380565,23.0055923419043,22.4283875219299,22.877849897246,22.9360174662798,22.8110806564787,22.9652905632034,23.1808095520653,22.1393699224695,22.185376958046,22.2572307161822,22.2726089989784,22.8747825300693,21.9632001957552,22.2322429028551,22.5098160719727,22.3793730784659,22.5721168518101,22.1896767875882,21.9869822081766,19.7159603150082,22.6626559901672,23.2334963650716,9.9614496943982,11.3094763538411,11.3213644320394,11.1376315982354,12.1195896207411,11.8454900509444,10.380461065089,11.7056323873614
TMEM125,17.257710099938,20.4004667165855,20.4392110050944,20.4287220606824,20.3662976653376,20.7022065116647,20.4310445689397,20.6657002371833,20.1743015444676,20.1978609866719,20.3083412523489,20.6327467582938,17.7168998231203,20.3378211350537,23.1693335656567,20.0572778536638,20.2365292880835,23.1584796412003,20.4660406039358,20.1321256528067,20.1828259256353,17.0218475166806,20.3563445000194,20.2439572579208,20.4013712106263,20.3657660256415,20.6134135938004,20.3742912993587,20.9380044820662,9.54689445988764,10.3286749273279,10.2312211807112,10.9322147519684,10.3320365483617,10.6302671250268,9.71424551766612,10.8423503434138
TMEM126A,22.1266263395322,22.1134385505765,21.8681134191064,21.5790875517225,21.1536114039105,22.3078864614146,21.9478848085315,22.2511801454793,18.3102355513708,21.8846054178772,18.3416013449873,22.078746950469,22.6450981127799,22.071916642338,18.0403164801674,21.5609475728623,22.1044899802001,21.5763464044851,22.1689294517526,21.9666906154018,21.8733870351483,21.6118668178782,21.9704040005661,18.4636880018298,21.6132633979923,21.5228549491074,22.2567845678011,18.6200014054306,22.2752737125125,10.0056245491939,11.0382331347318,11.1478408936723,7.60733031374961,11.298062567719,11.4512111118323,10.2045711442492,11.775198728898
TMEM126B,21.6108130891653,21.4212394305858,21.2786836856688,21.0151012527814,20.5393235499859,21.733535487748,21.4591208907012,21.7635941249102,20.9873278614639,21.2990816607492,21.5847450982709,21.9097751839516,22.2014592956958,21.9570166415166,20.8139314641239,17.6540206039573,21.3954541187938,21.0670213535093,21.9476629752807,21.3305339789715,20.9635057331579,21.2040439111865,21.381371319308,21.2632789444373,20.9057131118255,21.0550334762465,18.7220370255395,21.4562019870952,22.01020504445,9.40514146313634,10.5362472156881,7.06608919045777,10.0687782779854,10.6339034093485,10.667111542075,9.93073733756289,10.8470573460913
TMEM127,20.5378809727505,20.364314228168,20.3575584476611,19.9348613669024,20.281928895323,20.2258017049649,20.2956759026257,20.1690564187322,20.1078492095473,20.143602439782,23.1840213186588,23.2382821275693,20.1375390455474,20.0998460344535,23.1553838680955,19.9896980046918,20.0274295430931,20.4270437297606,16.9032346149541,20.2760323705387,19.9976922117895,20.675382515011,20.5134490691623,20.4411022731169,20.0243659571751,23.0401833485296,20.6783439560142,20.3776437230051,20.7030079629022,9.17741953798924,10.0347989625773,6.76818432477693,10.5147140541385,10.2491134527137,10.4072677642447,9.39660478118186,10.4335854411505
TMEM128,22.5717378325799,22.4740170670329,22.7335325915588,22.3421859197898,22.0271851815467,22.4890472817651,22.5125205794719,22.5421337563156,22.7356376210675,22.5712327816689,22.1900190510799,22.4430196564542,22.4504259497419,22.5242475702,22.2991124125208,22.1807781447645,22.3353486437723,22.276419501759,22.6173759882048,22.6281335587773,22.4246553155735,19.2183953193885,22.5494552019804,22.2996585665959,22.4322824266672,22.5029165189769,22.3492031954955,22.0767715688204,22.2558941613971,8.87344411251538,9.33985000288462,9.2045711442492,9.20212382383046,9.211888294546,9.15228484230658,9.01402047031493,9.33315535031062
TMEM129,22.6313693650337,22.8067159878912,22.9065891587912,22.73978555321,22.5026385674919,22.8039990309655,22.5524289485265,22.7145983239579,22.5457905233711,22.6733934075753,22.7276086974592,22.8134302978255,23.1368023208178,22.8950445429069,22.4633976481601,22.5684863969,22.6692719854382,22.5005455366652,22.7069647260701,22.6608544192239,22.7198130526147,22.9891051406843,22.6769012173064,22.7876443475255,22.7725270183104,22.6775673917933,22.6453145257458,22.2525178964971,22.9088155165606,8.91587937883577,9.42206476617281,9.37068740680722,9.51963625284321,9.30606168942834,9.3151495622563,9.09539702279256,9.38154295118458
TMEM130,22.5984985013961,22.5035809579659,22.7702025252588,22.3338792684106,22.2722760974681,22.2215652916904,22.2862712191455,22.3025775697489,22.5686232373808,22.4211369368666,22.3231127751931,22.1252967947059,22.3151371211343,19.0637610808044,22.4048645434787,22.0881324874224,22.0943196759632,22.1867813389976,22.420631554355,22.6065979157094,22.4830855713067,22.4777503624566,19.0970625082005,22.3341453234745,22.4403376982741,22.4223463610321,22.2255787360535,22.1670977427684,22.1988421715726,8.8073549220576,9.06877827798541,9.12412131182919,9.18982455888002,8.98299357469431,9.04712391211403,8.89784545600551,8.86727873970966
TMEM131,20.7904662302413,20.7198567010853,21.021533757756,19.9848370293137,20.773911067473,21.3174043326956,20.8065999664119,20.6984757688857,20.8867355334081,20.850959760216,20.0368027759148,19.7822543962416,22.7429797945892,20.1778027321645,22.7670288456296,17.8478648178325,21.2457093691276,21.0410675405699,20.6632636161141,20.9111315479572,16.7668523813741,17.5362775751128,20.5816060842707,20.6020028635374,23.1432033554573,22.644883867158,21.1995459472605,20.8072189019378,21.0692786459862,11.115693952197,9.467605550083,13.0373753577632,9.70908381255034,13.2827988586835,13.0998408990007,11.4665863377192,13.3757182508395
TMEM131L,22.9498258204139,22.7498336321897,22.7684008110236,22.3703117270048,22.5888443109269,22.5872608795856,22.5352219729333,22.7251667287827,22.4959691769275,19.3432876632671,22.1113996522018,22.8095363706123,22.6552282578808,22.6218627344029,22.4168199438041,22.3200028064903,22.4826654370028,19.0520213753658,22.9608970581611,15.6046690477313,22.6344268793452,23.0416222248251,22.8050575677213,22.6798226147263,22.4987674170139,22.4419857051012,16.1832476748678,19.1955524368963,22.7724748666136,8.77478705960117,9.01959072835788,9.12412131182919,6,8.98868468677217,9.19229281447077,8.97441458980553,9.2240016741981
TMEM132B,22.4601078835132,22.2133047962939,22.4422444522836,22.1115919560572,22.1957671809784,21.8884340940145,22.0915528959748,21.9129287960748,22.3290057465701,18.8246884335686,22.0946804915548,22.0877528760102,22.2647973542985,18.9028696841564,22.048205801953,21.8835617388025,21.8920031754896,21.8413370660491,22.2508306989165,22.1345955265374,22.2770171783011,18.9182576402902,22.3853650470109,22.2174243889722,22.0904587820678,22.2982908355234,21.9501653582357,21.8313837946282,21.7637091998916,8.60362634498619,5.70043971814109,8.82017896241519,8.96578428466209,8.70735913208088,8.80413102118332,8.94836723158468,8.79116288855502
TMEM132C,21.4049493233229,22.7863892497267,21.1409154938319,20.8177485978915,22.2884697300856,22.538655220846,22.4260191755421,22.8524521959104,22.6263571502134,22.6890749937921,22.5653988177776,22.8586922438887,22.5428927152018,22.4750603944192,22.460647539012,22.2606261250093,22.5865513444062,22.3953789473237,21.3269808631278,22.6435522756037,22.6631850772298,21.5665134645763,21.6465032134703,22.7761444388251,22.563761785884,22.4775438833753,21.5380962932382,22.5677322590015,22.732539453756,7.06520484119963,9.08162336556134,9.21168313255029,9.0897626200496,7.38077561622224,9.24126415962404,8.99556714115433,9.08083659290575
TMEM132D,22.3334674002784,22.2609146536645,22.5610228813239,22.2696352255501,22.1460024016791,21.9177060492673,22.0950814708638,22.1084571377085,22.364850676731,22.1720352514228,22.0602242485299,22.2645794729078,21.9905485866661,22.2122321585403,22.038422380108,18.5886158274957,21.8753098993033,21.9662734359598,22.2745430916351,22.1059382328599,22.2043553184461,22.2926948708044,18.7159050307671,22.1774073714278,22.1950729767252,22.1804786031077,21.7525635854118,21.7693253585773,21.7628041548535,8.58871463558226,8.73131903102506,8.83920378809694,8.75822321472672,5.4594316186373,8.79766152585376,8.79441586635011,5.35755200461808
TMEM132E,22.6277974691379,22.55229150153,19.2068355169816,22.158962481853,22.1137551994192,22.0903482911543,22.173330363312,22.1665082112898,22.3694618295447,22.3693065953257,22.0448696720221,22.2953070790107,22.3179405718179,18.955366116904,22.271745403573,22.1962410065768,22.19010256914,22.0067992811138,22.6020370823955,22.2115693007801,22.4310583457594,22.5945936424689,22.4505563363678,22.3749320107139,22.3570117605032,22.5531647474297,22.1973360951081,18.7710122406522,22.207249710593,8.60733031374961,8.86418614465428,8.8703647195834,9.02236781302845,8.84235034341381,8.86727873970966,8.94251450533924,8.75488750216347
TMEM132E-DT,22.411185108485,22.3758810139735,22.3843339863952,22.3394248840727,21.9717382443596,22.1254263988401,18.6501787615014,22.0679053336146,22.2829532251998,22.1479576231027,21.883139206857,22.3047470801769,22.4324899074285,19.0058218887999,22.0223017701789,22.0394010356282,21.896162381913,22.049368652325,19.1039843963431,22.0989598983422,22.2664362789633,22.3905103754329,22.4979887238894,22.3537041309696,22.0070015946197,22.2633058835678,22.0195174320632,21.7038279749844,18.8248997122964,8.51569983828404,8.73809225962049,8.72109918870719,8.74146698640115,8.75488750216347,8.82972273508606,8.63299519714296,8.69348695749933
TMEM134,21.300224626841,21.5241203279985,21.4833478778413,21.3781815904885,13.791061114717,21.4817664260135,21.002593916812,21.2191224237583,21.1294251560606,20.9789010435204,21.2420971587516,21.2619766688419,21.7284055068672,21.3787928007152,20.7608872171151,21.0904329369982,21.1171807974032,20.997519943524,21.5807273517573,21.2732657486869,20.8690801989345,21.0282568248752,21.2076018306237,21.2881868129475,20.9074613733612,18.0982994372286,21.2209362220634,17.7094069607297,18.1985697370975,9.81057163474115,10.6724253419715,10.8049376720519,11.062720767165,10.7099453802325,11.0512089409148,10.1421070573025,11.075479149488
TMEM135,21.5906514623372,21.0889745251192,21.1529297134998,20.7360459506574,20.3752102269459,21.319759759998,21.1240903817432,20.9485960854374,20.8054510468731,17.5278511321365,21.1282857626311,21.216475303829,21.2544220005336,20.6531835899596,20.4066659071404,14.0489125356485,20.6170109189233,20.5183169824558,20.9692059201922,20.860448223019,20.6199808149473,20.5985577912276,20.6209187265509,17.0521222339907,21.0496976848714,20.4871923522219,21.0432329256286,20.8304099818682,17.9623989994774,8.91587937883577,9.26912667914942,9.34207466799914,9.10852445677817,9.39231742277876,9.25974326369078,8.97441458980553,9.52160043972373
TMEM138,21.2043872615066,21.0954324375787,21.0951819397832,20.832621961846,21.0807615875389,21.3216991334149,17.9294549162124,21.2024730120505,21.3170785729272,20.5005025023242,21.4807275937198,21.2419889667011,21.085710386937,21.3703915538445,21.0101613265634,21.6831531170312,18.2636268217446,21.5160034280823,21.0660543622671,21.5493405057293,21.1974098914017,20.8368362785385,21.6456527159603,21.0717418859225,21.1219798893041,20.7252089671748,21.6785111679155,21.6559870308865,21.8449930281997,9.99717948093762,10.9578275608337,11.3123157466901,11.468624042918,11.0518886559054,11.5579422867874,10.4501802471648,11.6943578872215
TMEM139,21.1723872194331,21.210001226206,18.2218985992089,21.1744789392839,20.7999827295998,22.0301912570793,21.2878904512284,21.7734269924547,21.3540384109454,20.5436162178834,20.313868392923,14.4931048925391,21.3302002268335,17.4014128787142,20.6226935404115,21.2368830911476,21.2273756261992,20.8784057096979,20.9282660700905,21.1742168017881,21.47712086843,21.1655762357363,21.681556705029,21.0676253940662,17.8540891798706,21.1845860331732,18.0239329900853,21.1532464736075,21.5428670320995,9.8376279331714,10.7698378436294,7.31288295528436,10.8986013874039,10.7976615258538,10.3531468254981,10.1318569606088,11.2015113445001
TMEM140,23.1031962281835,22.9868001516408,19.9803488023497,22.789046822014,22.3169256060991,20.4930393957631,23.0873759165766,22.9604237569598,19.9454752715337,23.1782996685594,22.5920025465325,23.0927902015283,21.8723780452872,22.4150807522672,21.6309056471918,23.0631735274778,16.2402696022316,19.4826307279952,22.8343105550605,23.0736967076944,22.4581252099537,22.9276920741445,19.9744454000146,23.004307747134,15.8763490700214,22.5362645301258,23.1067542928889,23.1775246223935,20.0406402264514,11.6147098441152,12.6135592777883,9.43462822763673,13.0613711926598,13.3158571472628,13.075479149488,11.8917837032183,13.1885888457073
TMEM141,17.0498166498856,20.0022464073737,19.9713919929595,20.0538344272219,22.361596061328,16.6747301986231,19.9592378781622,20.005451854893,19.9382443197977,23.0460435424761,20.0687021911105,20.031905773901,20.3425380701167,20.0127772846704,22.253632271172,23.115678396635,23.0957590175175,22.8517408457866,13.5015884229324,23.2056004248832,23.1133689166598,22.7936382332525,23.0701371629096,22.7681711972341,19.9764634355395,22.8755961958065,20.0219518619795,23.0693966629456,20.1849237572807,12.2149261879424,13.1416282073648,9.94397991434374,13.4889698363927,13.3695973462787,13.6107941690532,12.3559016383284,10.4787696194758
TMEM143,19.9767081507997,22.7869388109849,23.1393518094511,16.1667123071415,22.7990151585364,23.2346739050984,22.8641186845431,22.8690052458035,23.1993693614892,19.9836407912282,22.8797387865734,22.8070193694551,23.060126429185,22.8660643125589,19.0618115246563,22.8879167059258,22.92649525889,22.5139783686215,19.9860586717804,22.8913246313019,22.958126625044,22.902073284812,22.9386167432274,22.8221701269559,22.7947908451521,22.687833774987,23.1016198812028,23.0149610078969,20.1466705938997,5.7279204545632,9.72280753116955,9.74819284958946,9.94836723158468,9.62205181945638,6.61470984411521,9.30606168942834,9.82813648419411
TMEM144,20.1197225877343,20.0402562714006,16.8006345255651,23.0820236142218,22.7208360426652,20.0933118137719,20.0907947258453,20.1192349821677,23.003620332058,23.0147526578015,23.0845193823969,20.0594104800203,20.3467939673954,20.1264435918795,22.8436947155957,22.8826928593416,23.1825813636838,22.8422933654481,20.5612422560152,23.1731329979286,19.9389851234803,22.9553380895511,19.9869669364424,22.8381163398617,22.90343377967,23.1622334970777,20.1308470340941,20.1823579790593,20.4479367803003,8.97154355395077,8.8008998999203,8.90086680798075,9.05528243550119,5.8073549220576,9.17242750864548,8.95419631038687,9.30833903013941
TMEM145,22.6628159051107,22.4463889628334,22.7720362345015,22.4242670295834,22.4006035212334,18.9410992023127,22.1653682985266,22.3223861839346,22.5944111755694,22.4959813719107,22.2842240006873,22.7541788105638,22.5178656668162,22.3952548423118,22.2594553679935,22.1519288638233,22.2264851046995,22.3152559985816,22.6406668328836,22.6164440712109,22.5706872577144,22.4551746837188,22.4762604286763,22.5813766814114,22.4436897470528,22.3579586652946,23.077745583251,22.2800525599503,22.1458699696407,8.83289001416474,9.12153351734003,9.00562454919388,9.14210705730255,5.6724253419715,9.61654884377899,8.95710204156229,8.98299357469431
TMEM147,20.1508765112949,22.9754645668835,19.9761711211997,22.4345170092278,22.1991127568724,13.3200953848611,22.7459167757276,19.9358441463832,22.8530827837557,23.0135085697848,22.5977747873611,16.3653313874272,23.1897327313577,22.8353191388986,21.9427321210856,22.7275037940121,23.1191277818342,22.5675334881852,20.0512952506062,22.7928683207391,22.423334460118,22.9335143538741,23.0180782381264,22.5669454659836,22.1401869578209,22.5922596981856,20.3125473099473,22.7751744099046,20.3132871768619,11.1854949242109,12.1529185761366,12.1484765821783,9.24555270625568,12.486080802652,13.0197644528497,11.3269911749008,12.8579809951276
TMEM14A,17.4502205291435,20.7448551840367,20.346986529249,20.337601215016,19.9744888132833,20.7461780528666,20.5459665220576,21.2690764426163,20.1227926143805,23.1778299472446,20.3136436838106,20.893741461588,21.4205513757342,20.8681925641701,19.6796639296963,23.1336434827592,20.1367345876905,19.9773190585768,21.0170326577959,20.7242490389613,20.0410976283436,20.5086990987652,20.6411662414095,20.5669533604862,20.1139278009954,17.0487848503381,20.8876043991837,17.1809095350058,20.6870749083509,9.12153351734003,9.81378119121704,9.87498134765377,9.87958324961278,9.96578428466209,10.2714630279044,9.42206476617281,10.2455527062557
TMEM14B,21.2552868334686,21.0371562100559,22.772924839638,20.5835374436658,22.0546037125104,19.3929250552071,22.4406481105009,21.1171961324469,20.9048124517339,22.4896092114195,20.7083703880566,22.573036497034,21.3345344138042,22.1854302464674,21.8852511855085,20.6316046070064,22.5915120482346,22.2716385217568,22.7896036733523,22.5095393578791,20.7854714413262,22.5691657207668,20.9037366980929,22.3886304605104,22.3073300074097,20.5106936690279,20.9376944308273,22.374000273298,19.3908002732627,9.2517420752193,9.58152752355058,9.71282719158135,9.64445330847974,6.30551239865368,9.91503010398695,9.31506244825095,8.46123993800296
TMEM14C,17.0665727554247,20.1833494579375,20.2588523822764,23.0979573627236,22.6587564932795,20.3205824255821,19.8686115837752,20.6861850330942,23.185649021888,22.728207020586,20.2129902701882,20.5679421535906,20.7173802262826,20.2900998666185,22.5010020592697,23.0108384635885,20.008791055859,23.1918705396791,20.543561470159,20.2175862067906,22.7489984313469,23.0472322707692,19.9953448384816,22.6954564307446,22.8236323529484,22.5531363822792,20.4747219266824,19.9583204790238,20.5940037879076,11.4711671337244,12.7368246990989,12.6517244331081,12.3292357417338,12.8847429035797,13.0603581826421,11.6348110501717,13.2436202928472
TMEM14EP,22.2399862401287,22.0975534850825,22.2378465601857,22.0782736398013,21.8470676717359,21.977117781157,21.8012733948024,22.0840343330068,22.1093667962031,22.0763126168232,21.8194380962112,18.5616198473859,18.6070954809924,22.0486491723123,21.8587148541247,21.7344508059163,21.7424019603856,21.843078005441,22.0929026019304,22.1762653871287,22.2118297879361,22.1586586839307,22.0891588473618,22.1397518043777,22.0591255855803,22.0618385466443,21.8838119178343,21.742538885463,21.9488587592063,8.61470984411521,8.65463602852797,8.72109918870719,8.72451385311995,8.77478705960117,8.63299519714296,8.66533591718518,8.7279204545632
TMEM150A,19.6218247355979,22.8979202178472,19.6094998048126,22.9454815227614,19.2803562003088,22.8510818029213,22.8824137520327,22.9488571555088,22.908724461519,22.663459079528,22.8403722560806,19.4346831974141,23.0730185273067,22.9810696977569,22.8364408661457,22.5457068752368,22.5620786510437,22.5851374537961,19.5089185983773,22.7381025704873,22.7918117267322,22.9488400492918,23.1701038523127,22.8468368568217,19.5846267515213,23.1313032529423,22.6952214934972,22.5643655985121,22.6362247772086,8.98013957763916,8.95128471496697,9.12412131182919,9.24317398347295,9.07414146275251,5.90689059560852,8.89784545600551,9.2667865406949
TMEM150B,22.8456812710151,22.6266169739005,22.8333960492276,22.5988839553079,22.4029329408887,22.6044708836008,22.5627937116357,22.6535741694606,22.7670526959579,22.5501958073715,22.5197787655307,22.6201978954768,22.7733479074101,22.5390430565925,22.314623900481,22.2035415768154,22.3838018352644,22.2446083070974,22.7081474102368,22.714067299874,22.6670350739812,22.9511007658844,22.9750016211796,22.9157200322049,22.8533095554037,22.6048920629296,22.3674891395719,22.1709754711253,22.3868110832691,8.75822321472672,9.08746284125034,9.09539702279256,9.13955135239879,8.98299357469431,9.11113567023471,9.00281501560705,9.12153351734003
TMEM150C,22.8322464503577,22.4886198098832,19.3373714607576,22.4185639895516,22.3886845099641,22.5449672618665,22.3476443451617,22.544853151348,22.7694339237581,22.4492864532402,19.1050695836576,22.4662022044754,22.4796939328998,22.4420084929201,22.2878374828357,22.3613652774986,19.0825674861662,22.335047635097,22.5545743318778,19.1903937892432,22.6459690653331,22.7418878613828,22.7385926640904,12.3247431104944,22.2937267405526,22.3118322801477,22.1623028099026,22.337418830151,22.49521459478,8.74483383749955,9.05799172275918,9.02790599656988,9.01959072835788,9.07146236255662,8.95710204156229,8.92481250360578,8.99435343685886
TMEM151A,22.6559718118734,22.5538514689951,22.6799306467336,22.5017291808813,22.3565089612224,22.3930040748279,22.3160267143445,22.497067373416,22.7070656632945,22.2804074378752,22.3660750395471,21.4119618959889,22.5964775704464,22.5247714378416,22.2511523780268,22.1634541869164,22.2279149126197,22.2070533231183,22.5284763607545,22.4684942584661,21.3167249584792,22.8559125753347,22.725340896353,21.5691244798743,21.3743720520749,22.4813291421539,22.2794460166004,20.9750516054611,22.2854420915294,8.85357224225639,9.05099215542804,9.05463507350034,7.93930006620675,7.94351241895139,8.96812935794487,8.90653563512963,8.99252936116547
TMEM151B,22.5485223253683,22.5402044416708,22.5412285147035,22.3816892182373,22.1425175071912,22.3682951670402,22.4894633569282,22.4385225868772,22.6045747195706,22.4579023516841,22.4098200115289,22.4209547934686,22.5582216996491,22.3770910882778,22.2257693501363,22.1636561246761,22.2793549647942,22.0615066683883,22.59626256474,19.4311180437914,22.3440216917689,22.4317100431063,22.6295520625176,22.7965640803038,22.5095239831298,22.5286484508787,18.9087532260062,22.3826847074769,22.4473420698941,8.61470984411521,8.89178370321831,9.01959072835788,8.98299357469431,8.92481250360578,9.05528243550119,8.77807712953536,8.82654848729091
TMEM154,23.1090391364531,19.9710818046294,20.0438977233086,22.8507764860743,22.4779309083633,19.9887789789344,20.0936277529621,20.1042788084906,22.8452373489124,19.7303722833293,19.6115255660925,22.9358488212594,19.9904668749945,23.1883834446003,22.9111663003793,22.9775814458228,23.1047692553053,22.6731162365265,23.0519745931494,22.7468564551668,22.9070483524013,22.8978583780822,19.999682141048,23.0127363722011,22.6618076665948,23.1074236670033,20.090206772888,22.7119872339094,20.1585751745098,8.93663793900257,9.27379559921426,9.2667865406949,9.47775826644389,9.24317398347295,9.58496250072116,5.52356195605701,9.51766938813381
TMEM156,22.4598530709147,22.3359657332932,19.4648926943833,22.3410146323321,21.8858162573551,22.2191942275996,22.0041697072662,22.2829959133905,22.4232831602816,22.1217921264256,22.2286234884475,22.7626989414919,22.4055437591843,22.1872403007975,22.0923680977314,22.1326387284269,21.9728760437704,21.7519354528715,22.1894161907169,22.2961202714841,22.3969318806164,22.4249238509517,22.3102666211219,22.3220777808211,22.11685760397,22.4826496826631,22.0863675638059,21.6427074938626,21.9402193101125,8.88874324889826,9.00281501560705,8.92777796208234,8.95128471496697,8.89481776330794,8.86418614465428,8.94836723158468,8.76818432477693
TMEM158,22.5536304656407,20.5443447311778,21.8608494216823,13.8302180810277,17.7133260970578,21.1728321696891,21.2628467032241,21.0351884007102,20.1731329979286,20.9770206267987,21.7267449383946,20.9694251684571,21.1348950357287,21.2380577254438,20.512392298717,21.4386350196666,22.0853298133754,17.3874788658424,22.0512042933233,21.0018184299539,20.4839485917185,20.3517135350944,21.238727766304,20.2978342637917,19.9627096482038,20.5307387530083,21.1834566859041,21.1489252443873,21.5530292460597,9.43045255166553,7.20945336562895,10.0579917227592,11.0063260785249,10.5255208090951,11.586370695114,9.39660478118186,10.2691266791494
TMEM160,22.3460727138718,21.6107148820751,21.9587792515139,21.586528756129,21.087155910621,22.09279391072,21.2533743184845,18.5639559185919,21.2986991657596,21.5444975590425,21.7187987414437,21.446084249611,22.0351323415253,21.2946185054474,21.0396306205172,21.4103499001605,21.474374367702,21.0831390779483,21.9537566779448,21.0529109441058,21.1557039495837,21.4607648373236,15.1684762567924,21.2834507044989,20.9223034700119,21.2741307103013,21.8218856762927,21.6780099040347,22.0107135091105,10.4838157772643,10.8517490414161,7.82017896241519,11.3815429511846,11.0396045179538,11.5362472156881,10.5574637015978,11.4109812670438
TMEM161A,22.813559470963,22.6036028030661,22.8191119711192,22.3832800364357,22.3572958703525,22.4747649944004,19.0319165400007,22.4756268209726,22.5842074139724,22.4139114334796,19.1498537738733,22.450553819363,19.2514246210347,22.462739895753,19.0248772322072,22.1518638495715,22.2100006314648,18.9977059923621,22.7167190027967,22.4503015932165,22.5334644824269,22.876370243028,22.5231570371232,19.2576456542473,22.5150024464479,22.5229928354781,22.320046341107,15.5146832375277,22.6078389117291,8.8008998999203,9.04439411935845,8.98013957763916,9.30833903013941,9.09011241966429,9.2644426002266,8.90086680798075,9.12670447284319
TMEM161B,23.1759394835047,23.1696390997312,23.1412148532719,23.1277764881204,19.3105661879632,23.0841550428124,13.0808175276083,23.0411375772512,23.0012707359542,22.9094662920024,23.0919671702665,22.8988974878973,23.0061096273478,22.9245847381329,22.8233153390767,19.5669886530284,22.9801892712554,22.7763794152197,23.0544052590928,22.7422179339945,22.931404453429,22.8251321219944,22.9673766748212,16.2420203781323,22.948504655192,22.9392179817092,22.9407605700613,22.9131280883368,22.9041816431779,8.79116288855502,9.03617361255349,9.08214904135387,9.17741953798924,8.97154355395077,8.94544383637791,8.91886323727459,5.88264304936184
TMEM163,20.1139227154247,22.5738020267654,22.7997217311439,22.9412949994044,19.557407607002,22.1279855075687,22.7711033455121,19.4486688604744,22.3908753238601,20.0413209268755,22.6883841467032,19.9716137156847,22.6640828650406,22.8014212262653,22.4821104851604,22.4879943059887,23.0997977283782,22.8609282086904,22.969809299623,22.4329858031867,19.9404139720066,23.0774087057034,22.9631938444067,22.9217276410937,22.4894797720388,22.3753189527412,22.8209940212191,19.0591675144803,19.5306558943179,5.28540221886225,9.07414146275251,5.61470984411521,9.25974326369078,9.55458885167764,9.62021982550749,9.01402047031493,6.06608919045777
